"tag","match_type","avg_ids"
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/city/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/deliveryPoint/CharacterString","text",2.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/electronicMailAddress/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/postalCode/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/description/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode/@codeSpace","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/name/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/protocol/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/phone/CI_Telephone/voice/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/organisationName/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode/@codeSpace","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/date/CI_Date/date/Date","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode/@codeSpace","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/title/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor","text",2.21
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor","doi",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor/@actuate","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor/@href","text",2.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor/@title","text",1.93
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/CharacterString","doi",2.44
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/CharacterString","text",1.83
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/CharacterString","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/otherCitationDetails/CharacterString","doi",2.17
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/series/CI_Series/issueIdentification/CharacterString","doi",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/title/CharacterString","doi",2.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/title/CharacterString","urn",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/@uuid","uuid",1.27
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","doi",1.71
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","urn",1.06
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","md5",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","uuid",1.45
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","md5",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/@href","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/date/CI_Date/date/DateTime","urn",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/administrativeArea/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/city/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/deliveryPoint/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/electronicMailAddress/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/postalCode/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/contactInstructions/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/description/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/name/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/phone/CI_Telephone/facsimile/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/phone/CI_Telephone/voice/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/organisationName/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode","text",1.01
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode/@codeSpace","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/date/CI_Date/date/Date","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/otherCitationDetails/CharacterString","doi",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/otherCitationDetails/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/title/CharacterString","text",1.04
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor","text",1.01
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor","doi",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor/@actuate","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor/@href","doi",1.63
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor/@href","text",1.01
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor/@title","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/CharacterString","text",1.04
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/CharacterString","doi",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/CharacterString","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/otherCitationDetails/CharacterString","cooluri",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/otherCitationDetails/CharacterString","doi",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/credit/CharacterString","doi",2.40
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/CharacterString","urn",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/@uuid","uuid",1.02
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","uuid",1.12
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","md5",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/@href","md5",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/@href","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/identifier/MD_Identifier/code/CharacterString","text",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/@uuid","uuid",2.13
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/@uuid","md5",1.99
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/@href","uuid",3.00
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/@href","md5",2.00
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/@uuidref","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/@uuid","uuid",1.80
"MI_Metadata/identificationInfo/MD_DataIdentification/graphicOverview/MD_BrowseGraphic/fileName/CharacterString","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/graphicOverview/MD_BrowseGraphic/fileName/CharacterString","cooluri",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/pointOfContact/CI_ResponsibleParty/@uuid","uuid",1.21
"MI_Metadata/identificationInfo/MD_DataIdentification/pointOfContact/@href","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/purpose/CharacterString","doi",2.00
"MI_Metadata/identificationInfo/MD_DataIdentification/purpose/CharacterString","urn",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/@href","uuid",2.04
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_Constraints/useLimitation/CharacterString","doi",1.43
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_Constraints/useLimitation/CharacterString","urn",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_Constraints/@uuid","uuid",1.96
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/otherConstraints/CharacterString","doi",1.03
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/otherConstraints/CharacterString","urn",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/useLimitation/CharacterString","doi",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/@uuid","uuid",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceMaintenance/MD_MaintenanceInformation/maintenanceNote/CharacterString","cooluri",1.00
"MI_Metadata/identificationInfo/MD_DataIdentification/supplementalInformation/CharacterString","doi",1.67
"MI_Metadata/identificationInfo/MD_DataIdentification/supplementalInformation/CharacterString","cooluri",1.50
"MI_Metadata/identificationInfo/MD_DataIdentification/supplementalInformation/CharacterString","urn",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","md5",1.58
"MI_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","doi",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","uuid",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","cooluri",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/@href","uuid",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/@uuid","uuid",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","uuid",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","md5",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/@uuid","uuid",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/pointOfContact/CI_ResponsibleParty/@uuid","uuid",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/pointOfContact/@href","uuid",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/serviceType/LocalName","urn",1.00
"MI_Metadata/identificationInfo/SV_ServiceIdentification/@uuid","uuid",1.56
"MI_Metadata/metadataExtensionInfo/MD_MetadataExtensionInformation/extensionOnLineResource/CI_OnlineResource/@uuid","uuid",1.00
"MI_Metadata/metadataExtensionInfo/MD_MetadataExtensionInformation/extensionOnLineResource/@href","uuid",1.00
"MI_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/CI_ResponsibleParty/contactInfo/CI_Contact/hoursOfService/CharacterString","urn",1.00
"MI_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/CI_ResponsibleParty/@uuid","md5",1.00
"MI_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/CI_ResponsibleParty/@uuid","uuid",1.00
"MI_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/@href","uuid",1.00
"MI_Metadata/parentIdentifier/CharacterString","text",1.00
"MI_Metadata/referenceSystemInfo/@href","uuid",1.65
"MI_Metadata/referenceSystemInfo/MD_ReferenceSystem/referenceSystemIdentifier/RS_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","uuid",1.01
"MI_Metadata/referenceSystemInfo/MD_ReferenceSystem/@uuid","uuid",1.85
"MI_Metadata/spatialRepresentationInfo/MD_VectorSpatialRepresentation/@uuid","uuid",1.00
"MI_Metadata/@uuid","uuid",1.00
"OAI-PMH/GetRecord/record/about/provenance/originDescription/identifier","urn",1.00
"OAI-PMH/GetRecord/record/about/provenance/originDescription/identifier","uuid",1.00
"OAI-PMH/GetRecord/record/header/identifier","urn",1.00
"OAI-PMH/GetRecord/record/header/identifier","doi",1.00
"OAI-PMH/GetRecord/record/header/setSpec","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/CollectionInfo/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/CollectionInfo/ISO639/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/Contact/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/License/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/WebReference/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/data/resourceInfo/identificationInfo/identifier","hdl",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Access/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Access/Contact/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Annotation/AnnotationToolInfo/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Annotation/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/CreationToolInfo/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Creators/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Creators/Creator/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Source/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile-DLU/GeneralInfo-DLU/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/GeneralInfo/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexicalResource/Access/CatalogueLink","hdl",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexicalResource/Access/CatalogueLink","md5",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/Descriptions/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/HeadwordType/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/ModalityInfo/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/SubjectLanguages/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/SubjectLanguages/SubjectLanguage/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Cooperations/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Cooperations/Cooperation/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Duration/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Institution/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Institution/Location/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Institution/Location/Country/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/SizePerLanguage/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/SizePerLanguage/Language/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/SizePerLanguage/Language/ISO639/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/TotalSize/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/TextTechnical/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/TextTechnical/MimeTypes/@ComponentId","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LINDAT_CLARIN/bibliographicInfo/identifiers/identifier","hdl",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Header/MdProfile","urn",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Header/MdSelfLink","md5",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Header/MdSelfLink","hdl",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Resources/IsPartOfList/IsPartOf","hdl",1.00
"OAI-PMH/GetRecord/record/metadata/CMD/Resources/ResourceProxyList/ResourceProxy/ResourceRef","hdl",9.52
"OAI-PMH/GetRecord/record/metadata/CMD/Resources/ResourceProxyList/ResourceProxy/ResourceRef","md5",1.83
"OAI-PMH/GetRecord/record/metadata/codeBook/dataDscr/var/catgry/labl","cooluri",1.00
"OAI-PMH/GetRecord/record/metadata/codeBook/dataDscr/varGrp/@ID","text",3.05
"OAI-PMH/GetRecord/record/metadata/codeBook/dataDscr/var/@ID","text",43.04
"OAI-PMH/GetRecord/record/metadata/codeBook/fileDscr/fileTxt/fileName/@ID","text",1.00
"OAI-PMH/GetRecord/record/metadata/codeBook/@ID","text",1.00
"OAI-PMH/GetRecord/record/metadata/codeBook/stdyDscr/citation/distStmt/contact/@URI","text",1.00
"OAI-PMH/GetRecord/record/metadata/codeBook/stdyDscr/citation/holdings/@URI","text",1.00
"OAI-PMH/GetRecord/record/metadata/codeBook/stdyDscr/dataAccs/useStmt/contact/@URI","text",1.00
"OAI-PMH/GetRecord/record/metadata/crossref/journal/journal_article/citation_list/citation/doi","doi",22.00
"OAI-PMH/GetRecord/record/metadata/crossref/journal/journal_article/doi_data/resource","doi",1.00
"OAI-PMH/GetRecord/record/metadata/crossref/journal/journal_article/publisher_item/identifier/@id_type","text",1.00
"OAI-PMH/GetRecord/record/metadata/crossref/journal/journal_issue/doi_data/doi","doi",1.00
"OAI-PMH/GetRecord/record/metadata/dc/description","urn",1.00
"OAI-PMH/GetRecord/record/metadata/dc/identifier","urn",1.16
"OAI-PMH/GetRecord/record/metadata/dc/identifier","text",1.10
"OAI-PMH/GetRecord/record/metadata/dc/identifier","doi",1.08
