"host","num_identified_by_protocol","protocol","total_for_host"
"gutenbach.mit.edu",1,"""OpenSearch""",1
"g.wanfangdata.com.cn",1,"""OpenSearch""",1
"hackpad.com",1,"""OpenSearch""",1
"hades.mech.northwestern.edu",1,"""OpenSearch""",1
"handbook.aa.ufl.edu",1,"""OpenSearch""",1
"harrisannouncements.uchicago.edu",1,"""OpenSearch""",1
"hayek.ufm.edu",1,"""OpenSearch""",1
"hcc-docs.unl.edu",1,"""OpenSearch""",1
"hdds.usgs.gov",9,"""OGC""",13
"hdsc.nws.noaa.gov",22,"""FGDC""",22
"hdwiki.uri.edu",1,"""OpenSearch""",1
"health.data.ny.gov",1,"""OpenSearch""",1
"healthmeasures.aspe.hhs.gov",1,"""OpenSearch""",1
"heinnovate.eu",1,"""OpenSearch""",1
"helix.eecs.harvard.edu",1,"""OpenSearch""",1
"help.ilearn.mq.edu.au",1,"""OpenSearch""",1
"help.libreoffice.org",1,"""OpenSearch""",1
"help.mtc.edu",1,"""OpenSearch""",1
"help.nceas.ucsb.edu",1,"""OpenSearch""",1
"help.scratchpads.eu",1,"""OpenSearch""",1
"help.sset.jhu.edu",1,"""OpenSearch""",1
"heplnm061.pp.rl.ac.uk",1,"""OpenSearch""",1
"hfrnet.ucsd.edu",1,"""OGC""",7
"hhmi.princeton.edu",1,"""OpenSearch""",1
"higheredtoday.org",1,"""OpenSearch""",1
"highplainsmuseum.org",1,"""OpenSearch""",1
"hildok.bsz-bw.de",1,"""OAI-PMH""",2
"hiper.cis.udel.edu",1,"""OpenSearch""",1
"hipsec.unlv.edu",1,"""OpenSearch""",1
"historian.nursing.upenn.edu",1,"""OpenSearch""",1
"history.rutgers.edu",2,"""OpenSearch""",2
"histo.ucsf.edu",1,"""OpenSearch""",1
"hiu.state.gov",1,"""FGDC""",1
"hlwiki.slais.ubc.ca",1,"""OpenSearch""",1
"hnrp.hivresearch.ucsd.edu",1,"""OpenSearch""",1
"homes.hendrix.edu",3,"""OpenSearch""",8
"honors.colostate.edu",1,"""OpenSearch""",1
"housing.colostate.edu",1,"""OpenSearch""",1
"howto.adams.edu",1,"""OpenSearch""",1
"hp.casa.colostate.edu",1,"""OpenSearch""",1
"hpsrepository.asu.edu",1,"""OpenSearch""",6
"hrr.ul.hirosaki-u.ac.jp",7,"""OAI-PMH""",12
"hsip.geoplatform.gov",7,"""OGC""",16
"html5apps-project.eu",1,"""OpenSearch""",1
"humboldt-dspace.calstate.edu",1,"""OpenSearch""",7
"hup.sub.uni-hamburg.de",1,"""OAI-PMH""",2
"husk.eecs.berkeley.edu",1,"""OpenSearch""",1
"huveta.hu",2,"""OAI-PMH""",7
"hydrodictyon.eeb.uconn.edu",1,"""OpenSearch""",1
"hyphy.org",1,"""OpenSearch""",1
"iam.cf.ac.uk",2,"""OpenSearch""",2
"iassistdata.info",1,"""OpenSearch""",1
"ibdigital.uib.es",3,"""OAI-PMH""",8
"icl.cs.utk.edu",1,"""OpenSearch""",1
"icon.uicapture.uiowa.edu",1,"""OpenSearch""",1
"icsl.gatech.edu",1,"""OpenSearch""",1
"ida.mtholyoke.edu",1,"""OpenSearch""",1
"idea.gcu.edu",1,"""OpenSearch""",1
"idealproject.eu",1,"""OpenSearch""",1
"idir.uta.edu",1,"""OpenSearch""",1
"idn.ceos.org",1,"""OpenSearch""",1
"iea.ualr.edu",1,"""OpenSearch""",1
"ie.yccd.edu",1,"""OpenSearch""",1
"igl.rutgers.edu",1,"""OpenSearch""",1
"igskmncnvs526.cr.usgs.gov",3,"""OGC""",7
"igtpg.spl.harvard.edu",1,"""OpenSearch""",1
"ijmca.org",1,"""OAI-PMH""",3
"imagery.azmap.org",1,"""OGC""",4
"imsref.cr.usgs.gov",1,"""OGC""",1
"info.brooklyn.cuny.edu",1,"""OpenSearch""",1
"infocus.nlm.nih.gov.libproxy.lib.unc.edu",1,"""OpenSearch""",1
"informatics.kumc.edu",1,"""OpenSearch""",2
"informatics.mayo.edu",1,"""OpenSearch""",1
"ingria.coas.oregonstate.edu",2,"""UNIDATA""",2
"innovation.uconn.edu",1,"""OpenSearch""",1
"inport.nmfs.noaa.gov",776,"""ISO""",5455
"inport.nmfs.noaa.gov",625,"""FGDC""",5455
"inquiry.research.umn.edu",1,"""OpenSearch""",1
"insideidaho.org",37,"""FGDC""",47
"inspire.gwynedd.gov.uk",1,"""OGC""",1
"inspire.halton.gov.uk",3,"""ISO""",4
"inspire.nationalparks.gov.uk",3,"""OGC""",3
"inspire.oldham.gov.uk",1,"""OGC""",1
"inspire.redcar-cleveland.gov.uk",2,"""OGC""",2
"inspire.wales.gov.uk",1,"""OGC""",2
"instaar.colorado.edu",6,"""FGDC""",7
"institutionalmemory.iu.edu",1,"""OpenSearch""",1
"integrativebiology.okstate.edu",1,"""OpenSearch""",1
"interculturallearningasia.edu.au",1,"""OpenSearch""",1
"interprofessional.umich.edu",1,"""OpenSearch""",1
"inthelightofhumanenature.org",1,"""OpenSearch""",1
"inventures.eu",1,"""OpenSearch""",1
"investinscience.eu",1,"""OpenSearch""",1
"ipelsdf1.lsdf.kit.edu",1,"""OpenSearch""",1
"ipoint.uwa.edu.au",1,"""OpenSearch""",1
"ir.aa.ufl.edu",1,"""OpenSearch""",1
"ir.brandeis.edu",1,"""OpenSearch""",2
"irepbath.eu",1,"""OpenSearch""",1
"iris.wpro.who.int",1,"""OpenSearch""",1
"irmaservices.nps.gov",51,"""OGC""",148
"ir.stonybrook.edu",1,"""OpenSearch""",1
"ir.u-gakugei.ac.jp",3,"""OAI-PMH""",6
"irw.rutgers.edu",1,"""OpenSearch""",1
"is4oa.org",1,"""OpenSearch""",1
"isas.anthropomatik.kit.edu",1,"""OpenSearch""",1
"ischool.dept.shef.ac.uk",1,"""OpenSearch""",1
"ischool.uw.edu",1,"""OpenSearch""",1
"isgs.illinois.edu",70,"""FGDC""",80
"is.soc.southalabama.edu",1,"""OpenSearch""",1
"issues.apache.org",1,"""OpenSearch""",1
"italian.rutgers.edu",1,"""OpenSearch""",1
"itcatalog.grok.lsu.edu",1,"""OpenSearch""",1
"itsgettinghotinhere.org",1,"""OpenSearch""",1
"its-knowledge01.campus.ad.csulb.edu",1,"""OpenSearch""",1
"itss.csuchico.edu",1,"""OpenSearch""",1
"jewishstudies.rutgers.edu",1,"""OpenSearch""",1
"jewlscholar.mtsu.edu",1,"""OpenSearch""",1
"jira.duraspace.org",1,"""OpenSearch""",5
"jmhs.cmsny.org",2,"""OAI-PMH""",3
"jnjr.div.ed.ac.uk",1,"""OpenSearch""",1
"jobs.newscientist.com",1,"""OpenSearch""",1
"jobs.rsc.org",1,"""OpenSearch""",1
"jobs.sciencecareers.org",1,"""OpenSearch""",1
"jobs.theguardian.com",1,"""OpenSearch""",1
"johansson.chem.pdx.edu",1,"""OpenSearch""",1
"joinup.ec.europa.eu",1,"""OpenSearch""",2451
"joinup.ec.europa.eu",2,"""OGC""",2451
"journal.embnet.org",2,"""OAI-PMH""",14
"journals.cambridge.org",1,"""OpenSearch""",1
"journals.urfu.ru",2,"""OAI-PMH""",6
"jpalfrey.andover.edu",1,"""OpenSearch""",1
"json-rpc.org",1,"""OpenSearch""",1
"jwork.org",2,"""OpenSearch""",5
"kaiserhealthnews.org",1,"""OpenSearch""",1
"kamome.lib.ynu.ac.jp",4,"""OAI-PMH""",14
"karman.physics.purdue.edu",1,"""OpenSearch""",1
"kars.ku.edu",39,"""OGC""",143
"kars.ku.edu",2,"""FGDC""",143
"kartat.lounaispaikka.fi",2,"""OGC""",2
"kartp.astro.berkeley.edu",1,"""OpenSearch""",1
"kb.brandeis.edu",1,"""OpenSearch""",1
"kb.iu.edu",1,"""OpenSearch""",1
"kb.osu.edu",2,"""OpenSearch""",3
"kb.unca.edu",1,"""OpenSearch""",1
"kcstat.kcmo.org",1,"""OpenSearch""",1
"kenya.opendataforafrica.org",1,"""OpenSearch""",1
"keycommunities.lc.colostate.edu",1,"""OpenSearch""",1
"keyexplore.lc.colostate.edu",1,"""OpenSearch""",1
"keyhp.lc.colostate.edu",1,"""OpenSearch""",1
"key.lc.colostate.edu",1,"""OpenSearch""",1
"keyservice.lc.colostate.edu",1,"""OpenSearch""",1
"kgs.uky.edu",5,"""OGC""",88
"klab.smpp.northwestern.edu",1,"""OpenSearch""",1
"kluchari.eu",1,"""OpenSearch""",1
"kola.opus.hbz-nrw.de",3,"""OAI-PMH""",6
"korrekt.org",1,"""OpenSearch""",1
"kortservice.vejle.dk",3,"""OGC""",2
"krex.k-state.edu",1,"""OAI-PMH""",26
"kukuraweb.chem.ox.ac.uk",1,"""OpenSearch""",1
"kulturmasche.com",1,"""OpenSearch""",1
"kygisserver.ky.gov",11,"""OGC""",66
"labins.org",1,"""FGDC""",1
"labores.eu",1,"""OpenSearch""",1
"labs.uab.edu",3,"""OpenSearch""",3
"ladsweb.nascom.nasa.gov",1134,"""UNIDATA""",1990
"ladsweb.nascom.nasa.gov",3,"""OpenSearch""",1990
"ladsweb.nascom.nasa.gov",45,"""OPeNDAP""",1990
"lance2.modaps.eosdis.nasa.gov",1,"""OpenSearch""",3
"lance3.modaps.eosdis.nasa.gov",1,"""OpenSearch""",1
"lance-modis.eosdis.nasa.gov",2,"""OpenSearch""",5
"land.discomap.eea.europa.eu",16,"""OGC""",114
"landsat.usgs.gov",1,"""OpenSearch""",6
"lane.stanford.edu",2,"""OpenSearch""",2
"lapaz.univalle.edu",1,"""OpenSearch""",1
"lasigpublic.nerc-lancaster.ac.uk",5,"""OGC""",5
"lass.cs.umass.edu",1,"""OpenSearch""",1
"law.capture.duke.edu",1,"""OpenSearch""",1
"lc.colostate.edu",1,"""OpenSearch""",1
"lcp.law.duke.edu",1,"""OpenSearch""",1
"learn.winona.edu",1,"""OpenSearch""",10
"leon.bottou.org",1,"""OpenSearch""",1
"lesotho.opendataforafrica.org",1,"""OpenSearch""",1
"leverett.harvard.edu",1,"""OpenSearch""",1
"liberia.opendataforafrica.org",1,"""OpenSearch""",1
"lib.icimod.org",1,"""OpenSearch""",6
"library.leeds.ac.uk",2,"""OpenSearch""",2
"library.nrao.edu",1,"""OpenSearch""",1
"libreplanet.org",2,"""OpenSearch""",2
"libsearch.nps.edu",2,"""OpenSearch""",1109
"lib.ueh.edu.vn",4,"""OAI-PMH""",8
"libweb.grinnell.edu",1,"""OpenSearch""",1
"libya.opendataforafrica.org",1,"""OpenSearch""",1
"licos.ee.ucla.edu",1,"""OpenSearch""",1
"limaims.cr.usgs.gov",3,"""OGC""",3
"lindquist.cul.columbia.edu",1,"""OpenSearch""",1612
"ling.rutgers.edu",2,"""OpenSearch""",2
"linkeddata.future-internet.eu",1,"""OpenSearch""",1
"linked.opendata.cz",1,"""OpenSearch""",7891
"lions-talk-science.org",1,"""OpenSearch""",1
"lirias.kuleuven.be",5,"""OAI-PMH""",10
"listatsipras.eu",5,"""OpenSearch""",5
"list.caltech.edu",1,"""OpenSearch""",1
"livelyexperiment.org",1,"""OpenSearch""",1
"livingpoets.dur.ac.uk",1,"""OpenSearch""",4
"lletra.uoc.edu",1,"""OpenSearch""",1
"llucatalog.llu.edu",1,"""OpenSearch""",1
"locationmde.data.gov.uk",181,"""ISO""",181
"locationtech.org",1,"""OpenSearch""",1
"lodserver.iula.upf.edu",1,"""OpenSearch""",401
"lookoutforchildabuse.org",1,"""OpenSearch""",1
"losangeles.cbslocal.com",1,"""OpenSearch""",1
"lostsouls.org",1,"""OpenSearch""",1
"lra.le.ac.uk",1,"""OpenSearch""",2
"lroc.sese.asu.edu",2,"""FGDC""",2
"lss.at.ufl.edu",1,"""OpenSearch""",1
"lux.physics.ucdavis.edu",1,"""OpenSearch""",1
"madagascar.opendataforafrica.org",1,"""OpenSearch""",1
"magsci.eu",1,"""OpenSearch""",1
"mailform.kb.iu.edu",1,"""OpenSearch""",1
"make.opendata.ch",1,"""OpenSearch""",1
"mali.opendataforafrica.org",1,"""OpenSearch""",1
"map.arboretum.harvard.edu",1,"""OGC""",7
"map.bgs.ac.uk",3,"""OGC""",4
"mapdata.environment.nsw.gov.au",1,"""OpenSearch""",1
"map.demac.udel.edu",19,"""FGDC""",23
"map.earthchemportal.org",2,"""OGC""",1
"mapgateway.snh.gov.uk",1,"""OGC""",4
"map.gsa.state.al.us",4,"""OGC""",31
"mapping.launceston.tas.gov.au",1,"""OGC""",1
"map.richmond.gov.uk",3,"""ISO""",3
"map.rpi.edu",1,"""OpenSearch""",352
"maps2.dcgis.dc.gov",17,"""OGC""",91
"maps.arvada.org",4,"""OGC""",35
"maps.bolton.gov.uk",1,"""OGC""",1
"maps.bristol.gov.uk",1,"""OGC""",11
"maps.bristol.gov.uk",10,"""ISO""",11
"maps.carlisle.gov.uk",2,"""OGC""",4
"maps.cera.govt.nz",31,"""OGC""",119
"maps.ci.charlotte.nc.us",7,"""OGC""",129
"maps.communities.gov.uk",1,"""OGC""",1
"maps.derby.gov.uk",7,"""ISO""",7
"maps.devotes.eu",2,"""OGC""",20
"maps.dggs.alaska.gov",1,"""OGC""",1
"map.sdsu.edu",33,"""FGDC""",40
"maps.edc.uri.edu",34,"""OGC""",61
"maps.ehib.org",1,"""FGDC""",1
"mapserver.kansasgis.org",8,"""OGC""",44
"mapserver.ngdc.noaa.gov",5,"""OGC""",3
"mapserv.utah.gov",1,"""OGC""",1
"maps.gcc.tas.gov.au",1,"""OGC""",1
"maps.indiana.edu",40,"""FGDC""",41
"maps.ngdc.noaa.gov",81,"""OGC""",283
"maps.norfolk.gov.uk",19,"""ISO""",19
"maps.northlincs.gov.uk",1,"""ISO""",1
"maps.pitkincounty.com",3,"""FGDC""",3
"maps.reigate-banstead.gov.uk",1,"""OGC""",1
"maps-svcs.mit.edu",1,"""OGC""",4
"maps.tnc.org",5,"""FGDC""",5
"maps.york.gov.uk",9,"""OGC""",30
"marcrogers.org",1,"""OpenSearch""",1
"maritimeboundaries.noaa.gov",7,"""OGC""",209
"mars.gmu.edu",2,"""OpenSearch""",3
"marswiki.jrc.ec.europa.eu",1,"""OpenSearch""",1
"masi.vuse.vanderbilt.edu",1,"""OpenSearch""",1
"matel.professional-learning.eu",1,"""OpenSearch""",1
"materialsdata.nist.gov",1,"""OpenSearch""",1
"mathbio.colorado.edu",2,"""OpenSearch""",2
"math.oregonstate.edu",1,"""OpenSearch""",1
"math.slu.edu",1,"""OpenSearch""",1
"matplotlib.org",1,"""OpenSearch""",1
"mauritania.opendataforafrica.org",1,"""OpenSearch""",1
"mauritius.opendataforafrica.org",1,"""OpenSearch""",1
"mcm.lternet.edu",76,"""ISO""",231
"mcnair.aa.ufl.edu",1,"""OpenSearch""",1
"mcp.stanford.edu",1,"""OpenSearch""",1
"mdmlab.rutgers.edu",1,"""OpenSearch""",1
"medicine.uicapture.uiowa.edu",1,"""OpenSearch""",1
"med.stanford.edu",1,"""OpenSearch""",1
"megara.tamu.edu",2,"""OGC""",5
"meg.psy.gla.ac.uk",2,"""OpenSearch""",2
"members.aas.org",2,"""OpenSearch""",2
"members.tei-c.org",1,"""OpenSearch""",1
"mercury.ornl.gov",69,"""OAI-PMH""",106
"metacpan.org",1,"""OpenSearch""",1
"metadata.brabant.nl",1,"""OpenSearch""",1
"metadata.gis.washington.edu",1,"""OpenSearch""",1
"metadata.lumcon.edu",26,"""FGDC""",26
"meta.geo.census.gov",1727,"""ISO""",1928
"meta.geo.census.gov",48,"""FGDC""",1928
"mgldev.scripps.edu",1,"""OpenSearch""",2
"mgs.geology.wmich.edu",10,"""OGC""",19
"mhcten.mtholyoke.edu",1,"""OpenSearch""",1
"michigan.glin.net",3,"""OGC""",6
"michigantra.com",1,"""OpenSearch""",1
"microformats.org",1,"""OpenSearch""",1
"middleware.vt.edu",1,"""OpenSearch""",1
"miles-gis-sandbox.northwestknowledge.net",1,"""OGC""",40
"minerals.usgs.gov",12,"""FGDC""",12
"mircwiki.rsna.org",1,"""OpenSearch""",1
"missionlog.noaa.gov",1,"""OpenSearch""",1
"mitsfs.mit.edu",1,"""OpenSearch""",1
"mlg.cs.purdue.edu",1,"""OpenSearch""",1
"mms.gina.alaska.edu",5,"""FGDC""",5
"mobiwebapp.eu",1,"""OpenSearch""",1
"mode.ioe.ac.uk",1,"""OpenSearch""",1
"modwebsrv.modaps.eosdis.nasa.gov",9,"""OpenSearch""",30
"modwebsrv.modaps.eosdis.nasa.gov",7,"""OGC""",30
"moimagery.missouri.edu",10,"""OGC""",50
"molbio.princeton.edu",3,"""OpenSearch""",3
"molevol.mbl.edu",1,"""OpenSearch""",1
"moloney.chem.ox.ac.uk",1,"""OpenSearch""",1
"monthly.si.umich.edu",1,"""OpenSearch""",1
"moodle2.grok.lsu.edu",1,"""OpenSearch""",1
"morocco.opendataforafrica.org",1,"""OpenSearch""",1
"mountaincampus.colostate.edu",1,"""OpenSearch""",1
"mozambique.opendataforafrica.org",1,"""OpenSearch""",1
"mphotonics.mit.edu",5,"""OpenSearch""",5
"mrdata.usgs.gov",307,"""OGC""",1176
"mrdata.usgs.gov",23,"""ISO""",1176
"mrdata.usgs.gov",618,"""FGDC""",1176
"mrujs.mtroyal.ca",5,"""OAI-PMH""",17
"msdisweb.missouri.edu",5,"""OGC""",54
"mslapps.mt.gov",195,"""FGDC""",202
"mspmentor.net",1,"""OpenSearch""",1
"ms.yccd.edu",1,"""OpenSearch""",1
"multifaithworld.rrc.edu",1,"""OpenSearch""",1
"muse.jhu.edu",1,"""OpenSearch""",9
"musiic.lcsr.jhu.edu",1,"""OpenSearch""",1
"mutants.maizegdb.org",1,"""OpenSearch""",1
"mvcodata.whoi.edu",2,"""OGC""",1
"mycatalog.txstate.edu",1,"""OpenSearch""",1
"mycsu.colostate.edu",1,"""OpenSearch""",5
"mygeohub.org",22,"""OpenSearch""",22
"mynasadata.larc.nasa.gov",5,"""UNIDATA""",42
"my.sunderland.ac.uk",1,"""OpenSearch""",1
"mysymposia.org",1,"""OAI-PMH""",2
"my.usgs.gov",1,"""OpenSearch""",1
"naca.central.cranfield.ac.uk",1,"""OAI-PMH""",2
"nacc.colostate.edu",1,"""OpenSearch""",1
"nac.spl.harvard.edu",1,"""OpenSearch""",1
"nadp.isws.illinois.edu",1,"""FGDC""",4
"nalrc.indiana.edu",1,"""OpenSearch""",1
"namibia.opendataforafrica.org",1,"""OpenSearch""",1
"nanohub.org",1,"""OpenSearch""",1
"nanoplasm2014.case.edu",1,"""OpenSearch""",1
"nationallizenzen.zbw.eu",1,"""OpenSearch""",1
"nbcjm.rutgers.edu",6,"""OpenSearch""",6
"ncbiinsights.ncbi.nlm.nih.gov",1,"""OpenSearch""",1
"ncbiinsights.ncbi.nlm.nih.gov.libproxy.lib.unc.edu",1,"""OpenSearch""",1
"ncorwiki.buffalo.edu",1,"""OpenSearch""",1
"nc.water.usgs.gov",10,"""FGDC""",10
"ndgishub.nd.gov",12,"""OGC""",6
"neamtic.ioc-unesco.org",1,"""OpenSearch""",1
"neologisms.rice.edu",1,"""OpenSearch""",1
"neowms.sci.gsfc.nasa.gov",1,"""OGC""",1
"neptune.nceas.ucsb.edu",19,"""FGDC""",19
"netcheck.poly.edu",1,"""OpenSearch""",1
"netimpactboston.org",1,"""OpenSearch""",1
"networking.grok.lsu.edu",1,"""OpenSearch""",1
"networking.wiki.d4science-ii.research-infrastructures.eu",1,"""OpenSearch""",1
"neurolex.org",1,"""OpenSearch""",1
"neurosciences.case.edu",1,"""OpenSearch""",1
"neurowww.case.edu",1,"""OpenSearch""",1
"neurowww.cwru.edu",1,"""OpenSearch""",1
"neutrino.phys.ksu.edu",1,"""OpenSearch""",1
"news.canarydatabase.org",1,"""OpenSearch""",1
"ngamaps.geointapps.org",4,"""OGC""",18
"ngdc.noaa.gov",4,"""OpenSearch""",23
"ngdc.noaa.gov",2,"""ISO""",23
"ngdc.noaa.gov",2,"""FGDC""",23
"ngmdb.usgs.gov",101,"""FGDC""",103
"ngs.woc.noaa.gov",4,"""OGC""",20569
"nigeria.opendataforafrica.org",1,"""OpenSearch""",1
"niger.opendataforafrica.org",1,"""OpenSearch""",1
"nilebasin.org",1,"""OpenSearch""",1
"nixos.org",1,"""OpenSearch""",4
"njadapt.rutgers.edu",2,"""OpenSearch""",2
"njdll.rutgers.edu",1,"""OpenSearch""",1
"nlp.stanford.edu",1,"""OpenSearch""",2
"noise.discomap.eea.europa.eu",1,"""OGC""",38
"normateca.upra.edu",1,"""OpenSearch""",1
"nosdataexplorer.noaa.gov",1,"""OpenSearch""",2
"nosdataexplorer.noaa.gov",1,"""FGDC""",2
"nowcoast.noaa.gov",6,"""OGC""",16
"npp-wiki.tuxfamily.org",1,"""OpenSearch""",1
"nrdata.nps.gov",219,"""FGDC""",220
"nrhh.colostate.edu",1,"""OpenSearch""",1
"nrodwiki.rockshore.net",1,"""OpenSearch""",1
"nsidc.org",10,"""OpenSearch""",133
"nsidc.org",47,"""OAI-PMH""",133
"nsidc.org",2,"""FGDC""",133
"nsoe.capture.duke.edu",1,"""OpenSearch""",1
"nudictionary.mmlc.northwestern.edu",1,"""OpenSearch""",1
"nueess.coe.neu.edu",1,"""OpenSearch""",1
"nuqsu.qatar.northwestern.edu",1,"""OpenSearch""",1
"nursing.uicapture.uiowa.edu",1,"""OpenSearch""",1
"nvo.stsci.edu",1,"""OAI-PMH""",8
"nwrwic.org",1,"""OpenSearch""",1
"nwsidebar.wsba.org",1,"""OpenSearch""",1
"oad.simmons.edu",1,"""OpenSearch""",1
"oai.datacite.org",38,"""OAI-PMH""",61
"oai.dlib.indiana.edu",1,"""OAI-PMH""",2
"oai.dtic.mil",1,"""OAI-PMH""",2
"oai.erudit.org",1,"""OAI-PMH""",1
"oai.narcis.nl",600,"""OAI-PMH""",901
"oar.sci-gaia.eu",2,"""OpenSearch""",4
"oas.aa.ufl.edu",1,"""OpenSearch""",1
"oas.casa.colostate.edu",1,"""OpenSearch""",1
"obiemaps.oberlin.edu",1,"""OpenSearch""",2
"oceandata.sci.gsfc.nasa.gov",3,"""UNIDATA""",373
"oceans11.lanl.gov",1,"""OpenSearch""",1
"oceanwatch.pfeg.noaa.gov",1,"""UNIDATA""",15
"ocl.colostate.edu",1,"""OpenSearch""",1
"ocw.ub.edu",1,"""OpenSearch""",11
"odc.datameet.org",1,"""OpenSearch""",1
"odin-project.eu",1,"""OpenSearch""",1
"odysseas.calit2.uci.edu",1,"""OpenSearch""",1
"oedk.rice.edu",1,"""OpenSearch""",1
"oeo.colostate.edu",1,"""OpenSearch""",1
"officearchitect.virginia.edu",1,"""OpenSearch""",1
"oficinavirtual.etseib.upc.edu",3,"""OpenSearch""",3
"ogc.gina.alaska.edu",4,"""OGC""",4
"old.haywood.edu",1,"""OpenSearch""",1
"oldsite.lib.purdue.edu",3,"""OpenSearch""",3
"olga.er.usgs.gov",5,"""FGDC""",5
"oncology.stanford.edu",1,"""OpenSearch""",1
"ondemand.usf.edu",1,"""OpenSearch""",1
"onegeology.org",1,"""OGC""",1
"onestart.iu.edu",1,"""OpenSearch""",1
"online.kean.edu",4,"""OpenSearch""",4
"online.rice.edu",1,"""OpenSearch""",1
"oos.soest.hawaii.edu",1,"""UNIDATA""",675
"oos.soest.hawaii.edu",1,"""OpenSearch""",675
"oos.soest.hawaii.edu",3,"""OGC""",675
"oos.soest.hawaii.edu",328,"""ISO""",675
"oos.soest.hawaii.edu",250,"""FGDC""",675
"openaccess.uoc.edu",1,"""OpenSearch""",4
"opendap.cr.usgs.gov",233,"""UNIDATA""",666
"opendap.cr.usgs.gov",4,"""OPeNDAP""",666
"opendata.aragon.es",1,"""OpenSearch""",5
"opendata.bristol.gov.uk",1,"""OpenSearch""",1
"opendatacatalog.ashevillenc.gov",6,"""FGDC""",6
"opendata.cern.ch",1,"""OpenSearch""",96
"opendata.enschede.nl",1,"""OpenSearch""",10
"opendata.euskadi.eus",677,"""ISO""",11977
"opendataforafrica.org",1,"""OpenSearch""",1
"opendata.go.ke",1,"""OpenSearch""",1
"opendata.gov.cz",1,"""OpenSearch""",1
"opendata.howardcountymd.gov",1,"""OpenSearch""",1
"opendata.lasvegasnevada.gov",1,"""OpenSearch""",1
"opendatamanchester.org.uk",1,"""OpenSearch""",1
"opendata.rdw.nl",1,"""OpenSearch""",1
"opendataserver.ashevillenc.gov",2,"""OGC""",2
"opendata.stackexchange.com",1,"""OpenSearch""",1
"opendata.thessaloniki.gr",6,"""ISO""",9
"opendata.utah.gov",1,"""OpenSearch""",1
"openknowledge.worldbank.org",32,"""OAI-PMH""",46
"openorg.ecs.soton.ac.uk",1,"""OpenSearch""",1
"openpaymentsdata.cms.gov",1,"""OpenSearch""",1
"opensees.berkeley.edu",1,"""OpenSearch""",1
"opensha.usc.edu",1,"""OpenSearch""",1
"opentopo.sdsc.edu",9,"""ISO""",9
"open.uct.ac.za",10,"""OAI-PMH""",40
"openvault.wgbh.org",1,"""OpenSearch""",1
"openwetware.org",1,"""OpenSearch""",1
"open.whitehouse.gov",1,"""OpenSearch""",1
"oregonbilds.uoregon.edu",1,"""OpenSearch""",1
"or.water.usgs.gov",3,"""FGDC""",6
"osmc.noaa.gov",1,"""OpenSearch""",64
"osmc.noaa.gov",4,"""OGC""",64
"osmc.noaa.gov",27,"""ISO""",64
"osmc.noaa.gov",27,"""FGDC""",64
"osp.casa.colostate.edu",1,"""OpenSearch""",1
"ossie.wireless.vt.edu",1,"""OpenSearch""",1
"otp.colostate.edu",1,"""OpenSearch""",1
"oxsync.chem.ox.ac.uk",1,"""OpenSearch""",1
"pacioos-mapserver2.ancl.hawaii.edu",1,"""OpenSearch""",34
"pacioos-mapserver2.ancl.hawaii.edu",13,"""ISO""",34
"pacioos-mapserver2.ancl.hawaii.edu",11,"""FGDC""",34
"pals.rutgers.edu",1,"""OpenSearch""",1
"panopto.umsl.edu",1,"""OpenSearch""",1
"panopto.uw.edu",1,"""OpenSearch""",1
"paos.colorado.edu",1,"""OpenSearch""",1
"parentsandfamily.colostate.edu",1,"""OpenSearch""",1
"parents.colostate.edu",1,"""OpenSearch""",1
"parlab.eecs.berkeley.edu",1,"""OpenSearch""",1
"partnerdataexport.ccw.gov.uk",1,"""ISO""",1
"pd4cs.cs.purdue.edu",1,"""OpenSearch""",1
"pdbj.org",1,"""OpenSearch""",1
"pd.dce.ufl.edu",1,"""OpenSearch""",1
"pearl.plymouth.ac.uk",1,"""OpenSearch""",1
"pedrheumatology.stanford.edu",1,"""OpenSearch""",1
"pennstatehersheygireport.org",1,"""OpenSearch""",1
"pennstatehersheyorthoreport.org",1,"""OpenSearch""",1
"pennstatemedicine.org",1,"""OpenSearch""",1
"peoplefinder.gmu.edu",1,"""OpenSearch""",1
"percolate.arizona.edu",1,"""OpenSearch""",1
"perelosantos.eu",1,"""OpenSearch""",1
"perldoc.perl.org",1,"""OpenSearch""",1
"persci.mit.edu",1,"""OpenSearch""",1
"pharm-helios.mc.uky.edu",1,"""OpenSearch""",1
"philosophy.rutgers.edu",1,"""OpenSearch""",1
"photolibrary.ioc-unesco.org",4,"""OpenSearch""",4
"photostories.wfu.edu",1,"""OpenSearch""",1
"physicsfrontline.aps.org",1,"""OpenSearch""",1
"pioms.ucdavis.edu",1,"""OpenSearch""",1
"pir17.georgetown.edu",1,"""OpenSearch""",1
"place-based-research.org",1,"""OpenSearch""",1
"planb.nicecupoftea.org",1,"""OpenSearch""",1
"planning.yccd.edu",1,"""OpenSearch""",1
"pledge.mit.edu",1,"""OpenSearch""",1
"poar.twu.edu",1,"""OpenSearch""",1
"podaac.jpl.nasa.gov",1,"""OpenSearch""",1
"pod.nku.edu",1,"""OpenSearch""",1
"polisci.rutgers.edu",2,"""OpenSearch""",2
"pols.gatech.edu",1,"""OpenSearch""",1
"portal.ina-sdi.or.id",1,"""OGC""",12
