"id","age","protocol","num_quality_tokens","num_quality_elements"
260063,"2015-05-01","""ISO""",54,1
193951,"2014-03-01","""ISO""",1,1
290605,"2015-04-01","""ISO""",8,1
483687,"2015-05-01","""ISO""",54,1
687940,"2015-04-01","""ISO""",54,1
469243,"2013-11-01","""ISO""",22,1
464763,"2015-09-01","""ISO""",2,1
805325,"2015-07-01","""ISO""",48,1
423975,"2015-05-01","""ISO""",54,1
329976,"2013-11-01","""ISO""",22,1
547751,"2014-06-01","""ISO""",22,1
306104,"2015-08-01","""ISO""",22,1
507760,"2015-06-01","""ISO""",56,1
238706,"2014-12-01","""ISO""",22,1
234365,"2013-06-01","""ISO""",22,1
339160,"2013-11-01","""ISO""",22,1
489125,"2013-11-01","""ISO""",10,1
255611,"2014-06-01","""ISO""",22,1
375742,"2013-12-01","""ISO""",21,1
301846,"2015-08-01","""ISO""",22,1
358938,"2015-05-01","""ISO""",54,1
306409,"2014-06-01","""ISO""",22,1
664974,"2013-06-01","""ISO""",22,1
590997,"2015-03-01","""ISO""",22,1
582683,"2013-11-01","""ISO""",22,1
560989,"2014-04-01","""ISO""",1,1
222385,"2013-11-01","""ISO""",22,1
719474,"2013-11-01","""ISO""",22,1
709743,"2014-06-01","""ISO""",22,1
390549,"2013-06-01","""ISO""",22,1
806182,"2013-06-01","""ISO""",10,1
164533,"","""ISO""",47,1
617686,"2015-05-01","""ISO""",54,1
368507,"2013-11-01","""ISO""",22,1
345941,"2015-04-01","""ISO""",1,1
448872,"","""ISO""",1,1
792463,"2015-05-01","""ISO""",54,1
273031,"2013-11-01","""ISO""",22,1
802249,"2013-06-01","""ISO""",22,1
560111,"","""ISO""",23,1
589258,"2014-06-01","""ISO""",22,1
801601,"2015-04-01","""ISO""",54,1
772515,"2014-12-01","""ISO""",34,1
562567,"2015-05-01","""ISO""",54,1
698259,"2013-11-01","""ISO""",22,1
562934,"2013-11-01","""ISO""",22,1
798054,"2015-05-01","""ISO""",54,1
745463,"2013-06-01","""ISO""",22,1
328402,"2015-05-01","""ISO""",54,1
776555,"2014-06-01","""ISO""",22,1
256602,"2015-04-01","""ISO""",54,1
570607,"2015-05-01","""ISO""",54,1
147546,"2013-06-01","""ISO""",22,1
161238,"2013-06-01","""ISO""",22,1
509274,"2015-03-01","""ISO""",22,1
746038,"2014-12-01","""ISO""",8,1
404851,"2015-04-01","""ISO""",54,1
708656,"2015-05-01","""ISO""",54,1
184688,"2012-12-01","""ISO""",17,1
568016,"2014-04-01","""ISO""",54,1
736774,"2015-05-01","""ISO""",54,1
427162,"","""ISO""",2,1
739622,"2014-06-01","""ISO""",22,1
232834,"2014-06-01","""ISO""",22,1
148639,"2014-12-01","""ISO""",21,1
444084,"2015-05-01","""ISO""",54,1
571828,"2015-04-01","""ISO""",22,1
537282,"2014-06-01","""ISO""",22,1
557363,"2013-06-01","""ISO""",22,1
560983,"2013-11-01","""ISO""",22,1
354903,"2014-12-01","""ISO""",17,1
787252,"2013-06-01","""ISO""",10,1
430608,"2013-11-01","""ISO""",10,1
528339,"2014-09-01","""ISO""",68,1
532926,"2015-03-01","""ISO""",22,1
422527,"2014-12-01","""ISO""",20,1
345866,"2013-06-01","""ISO""",22,1
459767,"2013-06-01","""ISO""",10,1
221460,"2014-06-01","""ISO""",10,1
335513,"2013-11-01","""ISO""",10,1
325397,"2014-06-01","""ISO""",22,1
690993,"","""ISO""",29,1
412522,"2015-04-01","""ISO""",54,1
330791,"2013-11-01","""ISO""",22,1
273703,"2014-03-01","""ISO""",1,1
514570,"2013-06-01","""ISO""",22,1
762849,"2015-04-01","""ISO""",22,1
391717,"2015-05-01","""ISO""",54,1
398043,"2013-06-01","""ISO""",10,1
421365,"2015-05-01","""ISO""",54,1
521305,"2014-05-01","""ISO""",1,1
697496,"2013-11-01","""ISO""",22,1
179232,"2013-06-01","""ISO""",22,1
410908,"","""ISO""",2,1
317844,"2014-06-01","""ISO""",10,1
181539,"2013-06-01","""ISO""",22,1
744869,"2015-05-01","""ISO""",54,1
619225,"2013-06-01","""ISO""",22,1
353893,"2014-06-01","""ISO""",22,1
789411,"2015-05-01","""ISO""",54,1
549135,"2014-06-01","""ISO""",22,1
564844,"2013-06-01","""ISO""",22,1
589928,"2015-05-01","""ISO""",54,1
709403,"2013-06-01","""ISO""",10,1
461837,"2015-05-01","""ISO""",54,1
483731,"2013-06-01","""ISO""",22,1
393163,"2014-06-01","""ISO""",22,1
758356,"2015-04-01","""ISO""",54,1
640252,"2014-11-01","""ISO""",87,1
531089,"2014-06-01","""ISO""",22,1
774033,"2014-10-01","""ISO""",22,1
773290,"2015-05-01","""ISO""",54,1
624620,"","""ISO""",17,1
163740,"2014-09-01","""ISO""",68,1
752327,"2014-06-01","""ISO""",22,1
237947,"2015-04-01","""ISO""",21,1
717742,"2013-11-01","""ISO""",22,1
707423,"2015-05-01","""ISO""",54,1
648152,"2013-06-01","""ISO""",22,1
786658,"2015-04-01","""ISO""",54,1
463379,"2013-11-01","""ISO""",22,1
460016,"2015-03-01","""ISO""",1,1
804441,"2013-01-01","""ISO""",2,1
214370,"","""ISO""",18,1
773565,"","""ISO""",2,1
353982,"2013-06-01","""ISO""",22,1
592348,"2013-06-01","""ISO""",22,1
687975,"2013-08-01","""ISO""",53,1
273637,"2015-04-01","""ISO""",54,1
365124,"2015-05-01","""ISO""",54,1
196827,"2013-06-01","""ISO""",22,1
157578,"2013-06-01","""ISO""",22,1
216707,"2013-06-01","""ISO""",22,1
527619,"2013-06-01","""ISO""",22,1
327048,"2015-05-01","""ISO""",54,1
522487,"2008-12-01","""ISO""",2,1
344467,"2015-05-01","""ISO""",54,1
654274,"2002-12-01","""ISO""",1,1
562400,"2015-06-01","""ISO""",1,1
716826,"2015-04-01","""ISO""",3,1
581499,"2013-11-01","""ISO""",22,1
201558,"2015-05-01","""ISO""",54,1
579492,"2015-04-01","""ISO""",54,1
378149,"2013-06-01","""ISO""",10,1
757279,"2014-06-01","""ISO""",22,1
212179,"2013-11-01","""ISO""",10,1
329216,"2015-08-01","""ISO""",22,1
474774,"2013-06-01","""ISO""",22,1
767632,"2015-05-01","""ISO""",54,1
434049,"2013-11-01","""ISO""",10,1
672685,"2013-11-01","""ISO""",10,1
224390,"","""ISO""",2,1
217536,"2013-11-01","""ISO""",22,1
499659,"2014-06-01","""ISO""",22,1
474053,"2013-06-01","""ISO""",22,1
334057,"2014-12-01","""ISO""",48,1
738651,"2013-06-01","""ISO""",22,1
261032,"2015-06-01","""ISO""",35,1
681948,"2014-03-01","""ISO""",1,1
277571,"2013-11-01","""ISO""",22,1
377855,"2015-04-01","""ISO""",54,1
775225,"2013-11-01","""ISO""",22,1
502876,"2013-11-01","""ISO""",22,1
736621,"2014-06-01","""ISO""",22,1
805399,"2013-11-01","""ISO""",22,1
683709,"2015-04-01","""ISO""",21,1
591381,"2013-04-01","""ISO""",67,1
160468,"2014-08-01","""ISO""",12,1
168815,"2013-06-01","""ISO""",22,1
707112,"2013-11-01","""ISO""",22,1
196450,"2014-06-01","""ISO""",22,1
304698,"2015-05-01","""ISO""",54,1
300009,"2014-06-01","""ISO""",22,1
704491,"2014-06-01","""ISO""",22,1
744929,"2011-01-01","""ISO""",11,1
299144,"2014-09-01","""ISO""",49,1
138401,"2014-06-01","""ISO""",22,1
184527,"2014-06-01","""ISO""",22,1
523608,"2015-05-01","""ISO""",54,1
744119,"2014-06-01","""ISO""",22,1
668682,"2013-06-01","""ISO""",22,1
631696,"2014-06-01","""ISO""",10,1
721685,"2015-05-01","""ISO""",54,1
727547,"2014-06-01","""ISO""",22,1
336410,"2015-04-01","""ISO""",64,1
308152,"2015-05-01","""ISO""",54,1
789721,"2014-04-01","""ISO""",54,1
794537,"2013-11-01","""ISO""",22,1
457172,"2015-08-01","""ISO""",22,1
677526,"2014-06-01","""ISO""",22,1
568844,"2015-03-01","""ISO""",22,1
409428,"2015-05-01","""ISO""",54,1
258517,"2010-10-01","""ISO""",118,1
540491,"2015-05-01","""ISO""",1,1
734762,"2013-11-01","""ISO""",22,1
507832,"2013-11-01","""ISO""",10,1
403024,"2015-05-01","""ISO""",54,1
141377,"2015-03-01","""ISO""",22,1
460516,"2014-06-01","""ISO""",22,1
371482,"2014-11-01","""ISO""",86,1
533855,"2015-04-01","""ISO""",54,1
495055,"2015-05-01","""ISO""",81,1
723682,"2014-06-01","""ISO""",22,1
229053,"2015-05-01","""ISO""",54,1
327281,"2015-05-01","""ISO""",54,1
753554,"2015-05-01","""ISO""",54,1
720722,"2013-06-01","""ISO""",22,1
384489,"2015-05-01","""ISO""",1,1
321013,"2015-05-01","""ISO""",54,1
706901,"2013-06-01","""ISO""",10,1
749555,"2013-11-01","""ISO""",22,1
578760,"2013-11-01","""ISO""",10,1
225849,"2015-03-01","""ISO""",22,1
767406,"2013-06-01","""ISO""",22,1
547758,"2015-04-01","""ISO""",22,1
444016,"2015-05-01","""ISO""",54,1
172266,"2015-05-01","""ISO""",54,1
369143,"2013-06-01","""ISO""",22,1
770737,"2015-05-01","""ISO""",1,1
776076,"2013-11-01","""ISO""",22,1
660599,"2013-06-01","""ISO""",22,1
687646,"2013-06-01","""ISO""",10,1
417737,"","""ISO""",17,1
219724,"2014-12-01","""ISO""",1,1
477453,"2013-06-01","""ISO""",22,1
394197,"2013-11-01","""ISO""",22,1
203970,"2015-05-01","""ISO""",54,1
576184,"2013-11-01","""ISO""",22,1
803999,"2013-06-01","""ISO""",10,1
577729,"2015-05-01","""ISO""",54,1
358359,"2015-04-01","""ISO""",54,1
219795,"2013-06-01","""ISO""",22,1
773678,"2014-12-01","""ISO""",81,1
374555,"2013-11-01","""ISO""",10,1
319377,"2013-11-01","""ISO""",22,1
811378,"2014-06-01","""ISO""",22,1
309194,"2015-05-01","""ISO""",54,1
440351,"2015-05-01","""ISO""",54,1
381234,"2015-05-01","""ISO""",28,1
505158,"2015-05-01","""ISO""",54,1
180082,"2015-05-01","""ISO""",54,1
183987,"2015-05-01","""ISO""",54,1
576078,"","""ISO""",13,1
223146,"2015-08-01","""ISO""",22,1
224824,"2013-11-01","""ISO""",22,1
409992,"2013-11-01","""ISO""",22,1
356201,"2015-05-01","""ISO""",54,1
256025,"2013-06-01","""ISO""",10,1
522071,"2015-04-01","""ISO""",54,1
748178,"2013-04-01","""ISO""",48,1
263841,"2015-04-01","""ISO""",54,1
167597,"2014-10-01","""ISO""",43,1
223880,"2013-06-01","""ISO""",22,1
319480,"2015-04-01","""ISO""",22,1
548274,"2015-08-01","""ISO""",22,1
589787,"2014-06-01","""ISO""",22,1
342731,"2013-06-01","""ISO""",22,1
654561,"","""ISO""",2,1
337076,"","""ISO""",2,1
210992,"2013-11-01","""ISO""",22,1
684676,"2014-06-01","""ISO""",22,1
623428,"2013-11-01","""ISO""",22,1
783432,"2011-08-01","""ISO""",46,1
526365,"2014-06-01","""ISO""",22,1
728543,"2014-06-01","""ISO""",22,1
511186,"","""ISO""",1,1
698729,"2013-06-01","""ISO""",22,1
700658,"","""ISO""",17,1
253479,"2015-04-01","""ISO""",17,1
141590,"2013-11-01","""ISO""",22,1
252636,"2014-06-01","""ISO""",22,1
359740,"2015-05-01","""ISO""",54,1
567314,"2013-06-01","""ISO""",22,1
155512,"2015-05-01","""ISO""",54,1
448777,"2015-05-01","""ISO""",54,1
366498,"2015-05-01","""ISO""",54,1
543409,"2015-04-01","""ISO""",54,1
774653,"2014-06-01","""ISO""",22,1
534022,"2013-11-01","""ISO""",22,1
531720,"2015-03-01","""ISO""",441,1
197879,"","""ISO""",2,1
809877,"2015-04-01","""ISO""",54,1
253124,"","""ISO""",4,1
456485,"2015-05-01","""ISO""",54,1
139784,"2013-11-01","""ISO""",22,1
585571,"2015-05-01","""ISO""",54,1
804049,"2014-06-01","""ISO""",22,1
541898,"2014-10-01","""ISO""",43,1
473606,"2015-03-01","""ISO""",22,1
229596,"2013-06-01","""ISO""",22,1
694704,"2013-06-01","""ISO""",22,1
564967,"2013-11-01","""ISO""",22,1
730976,"2015-05-01","""ISO""",54,1
599045,"2014-06-01","""ISO""",22,1
543326,"2013-06-01","""ISO""",22,1
643783,"2015-04-01","""ISO""",54,1
808946,"2013-11-01","""ISO""",22,1
436692,"2014-06-01","""ISO""",22,1
611871,"2014-06-01","""ISO""",22,1
265483,"2014-06-01","""ISO""",10,1
748951,"2014-06-01","""ISO""",22,1
179717,"2014-03-01","""ISO""",1,1
160321,"2014-06-01","""ISO""",22,1
790735,"2013-06-01","""ISO""",10,1
631784,"","""ISO""",16,1
516962,"","""ISO""",1,1
803257,"2015-04-01","""ISO""",22,1
590763,"2013-06-01","""ISO""",22,1
222785,"2014-12-01","""ISO""",19,1
140263,"2013-11-01","""ISO""",22,1
330428,"2014-06-01","""ISO""",22,1
738959,"2015-04-01","""ISO""",54,1
360515,"2013-06-01","""ISO""",10,1
560545,"","""ISO""",221,1
771110,"2014-12-01","""ISO""",17,1
254744,"2013-06-01","""ISO""",10,1
288221,"2014-09-01","""ISO""",1,1
336838,"2013-11-01","""ISO""",22,1
467108,"2015-05-01","""ISO""",54,1
643244,"2013-11-01","""ISO""",10,1
220575,"2013-11-01","""ISO""",22,1
460359,"2014-06-01","""ISO""",22,1
686352,"2014-12-01","""ISO""",8,1
793721,"","""ISO""",1,1
189054,"2014-06-01","""ISO""",22,1
500749,"2015-05-01","""ISO""",54,1
720958,"2015-05-01","""ISO""",54,1
635598,"2014-06-01","""ISO""",22,1
621242,"2014-10-01","""ISO""",43,1
487414,"2014-06-01","""ISO""",22,1
558346,"2015-03-01","""ISO""",6,1
195748,"","""ISO""",13,1
451137,"2014-12-01","""ISO""",1,1
453640,"2014-06-01","""ISO""",22,1
732194,"2013-11-01","""ISO""",22,1
336133,"2015-05-01","""ISO""",54,1
279324,"2013-06-01","""ISO""",22,1
314489,"","""ISO""",29,1
672015,"2013-06-01","""ISO""",22,1
646706,"2013-06-01","""ISO""",22,1
792771,"2014-04-01","""ISO""",54,1
477493,"2013-11-01","""ISO""",22,1
281341,"2013-06-01","""ISO""",22,1
784263,"2014-06-01","""ISO""",22,1
240221,"2015-05-01","""ISO""",54,1
753583,"2014-03-01","""ISO""",1,1
318739,"2013-11-01","""ISO""",22,1
625967,"2013-11-01","""ISO""",22,1
573095,"2013-11-01","""ISO""",22,1
168907,"2013-11-01","""ISO""",22,1
745233,"2015-04-01","""ISO""",54,1
738657,"2014-06-01","""ISO""",22,1
724117,"2013-06-01","""ISO""",10,1
190817,"2013-06-01","""ISO""",22,1
812661,"2015-06-01","""ISO""",4,1
328906,"2015-04-01","""ISO""",90,1
804685,"2015-04-01","""ISO""",87,1
328595,"2015-04-01","""ISO""",54,1
792547,"2014-09-01","""ISO""",68,1
485035,"2014-12-01","""ISO""",49,1
145930,"2014-12-01","""ISO""",49,1
681681,"2013-06-01","""ISO""",22,1
157095,"2015-05-01","""ISO""",54,1
515452,"2014-12-01","""ISO""",49,1
149671,"2013-11-01","""ISO""",22,1
193698,"2014-12-01","""ISO""",34,1
300989,"","""ISO""",1,1
603151,"2013-06-01","""ISO""",22,1
222885,"2013-11-01","""ISO""",10,1
437451,"2015-03-01","""ISO""",22,1
618488,"2015-01-01","""ISO""",46,1
752369,"2014-11-01","""ISO""",81,1
733682,"2013-11-01","""ISO""",22,1
714219,"2015-04-01","""ISO""",54,1
508683,"2015-04-01","""ISO""",22,1
149811,"2013-11-01","""ISO""",22,1
583156,"2013-11-01","""ISO""",22,1
178783,"2014-06-01","""ISO""",22,1
423431,"2013-11-01","""ISO""",22,1
578755,"2014-11-01","""ISO""",48,1
492315,"2013-06-01","""ISO""",22,1
707628,"2014-12-01","""ISO""",49,1
287288,"2015-04-01","""ISO""",54,1
721000,"2014-06-01","""ISO""",22,1
473220,"2013-06-01","""ISO""",22,1
149302,"2013-06-01","""ISO""",22,1
615507,"2014-06-01","""ISO""",22,1
435425,"2013-11-01","""ISO""",10,1
641037,"2013-06-01","""ISO""",22,1
149740,"2013-11-01","""ISO""",22,1
523569,"2010-07-01","""ISO""",16,1
579141,"2013-06-01","""ISO""",22,1
544650,"2013-06-01","""ISO""",22,1
418000,"2013-06-01","""ISO""",22,1
526585,"2014-06-01","""ISO""",22,1
524751,"2013-11-01","""ISO""",10,1
281753,"2013-06-01","""ISO""",22,1
635046,"2013-06-01","""ISO""",10,1
478362,"2015-04-01","""ISO""",54,1
535652,"2013-11-01","""ISO""",22,1
725082,"2015-04-01","""ISO""",81,1
469283,"2015-04-01","""ISO""",54,1
671723,"2015-04-01","""ISO""",22,1
479354,"2015-05-01","""ISO""",54,1
511483,"2015-05-01","""ISO""",54,1
475857,"","""ISO""",22,1
551973,"2013-06-01","""ISO""",22,1
617244,"2014-06-01","""ISO""",22,1
570715,"2014-04-01","""ISO""",2,1
680382,"2013-11-01","""ISO""",22,1
436462,"2015-04-01","""ISO""",54,1
302239,"2013-11-01","""ISO""",10,1
224572,"2015-05-01","""ISO""",54,1
319677,"2015-05-01","""ISO""",54,1
591994,"2015-04-01","""ISO""",54,1
220525,"2013-11-01","""ISO""",22,1
402628,"2013-06-01","""ISO""",22,1
335341,"2014-06-01","""ISO""",22,1
450703,"2015-03-01","""ISO""",4,1
779052,"2014-12-01","""ISO""",12,1
294546,"2013-06-01","""ISO""",10,1
268098,"2015-05-01","""ISO""",54,1
404149,"2015-04-01","""ISO""",54,1
300704,"2013-11-01","""ISO""",22,1
787450,"2015-05-01","""ISO""",54,1
224937,"2014-10-01","""ISO""",16,1
540034,"2013-06-01","""ISO""",22,1
453898,"2013-06-01","""ISO""",22,1
468913,"2015-05-01","""ISO""",54,1
716396,"2013-11-01","""ISO""",10,1
812578,"2013-11-01","""ISO""",22,1
207355,"2013-11-01","""ISO""",10,1
669262,"2009-05-01","""ISO""",1,1
332548,"2013-06-01","""ISO""",22,1
404421,"2013-06-01","""ISO""",22,1
271315,"2013-06-01","""ISO""",10,1
529757,"2013-11-01","""ISO""",22,1
163378,"","""ISO""",2,1
312508,"2015-05-01","""ISO""",54,1
533450,"2015-05-01","""ISO""",54,1
459489,"","""ISO""",12,1
281334,"2015-05-01","""ISO""",54,1
439160,"2015-05-01","""ISO""",54,1
789158,"2015-03-01","""ISO""",22,1
482960,"2015-04-01","""ISO""",54,1
548690,"2014-06-01","""ISO""",22,1
385349,"2013-06-01","""ISO""",22,1
412634,"2013-11-01","""ISO""",22,1
446107,"2013-11-01","""ISO""",10,1
447994,"","""ISO""",1,1
791174,"2015-05-01","""ISO""",54,1
803027,"2013-06-01","""ISO""",22,1
558051,"2015-01-01","""ISO""",46,1
672677,"2014-09-01","""ISO""",49,1
268751,"2013-11-01","""ISO""",22,1
463919,"2014-11-01","""ISO""",2,1
644230,"2015-04-01","""ISO""",54,1
607125,"2015-03-01","""ISO""",22,1
536064,"2013-06-01","""ISO""",22,1
463613,"2014-10-01","""ISO""",43,1
277423,"","""ISO""",29,1
657982,"2015-05-01","""ISO""",54,1
302715,"","""ISO""",12,1
694884,"2015-04-01","""ISO""",54,1
566582,"2013-11-01","""ISO""",22,1
786019,"2014-06-01","""ISO""",10,1
161041,"2013-11-01","""ISO""",22,1
437103,"2013-11-01","""ISO""",22,1
803273,"2014-06-01","""ISO""",22,1
751780,"2013-06-01","""ISO""",22,1
611855,"","""ISO""",1,1
746197,"2014-06-01","""ISO""",22,1
188627,"2013-11-01","""ISO""",22,1
416974,"2013-11-01","""ISO""",22,1
356365,"2011-08-01","""ISO""",46,1
159335,"2015-05-01","""ISO""",54,1
442582,"2013-06-01","""ISO""",22,1
164747,"2014-06-01","""ISO""",22,1
774061,"2014-12-01","""ISO""",14,1
244387,"","""ISO""",2,1
187510,"2013-11-01","""ISO""",22,1
244998,"2015-05-01","""ISO""",54,1
573905,"2013-06-01","""ISO""",22,1
469286,"2013-11-01","""ISO""",22,1
781319,"2014-06-01","""ISO""",22,1
193624,"2015-05-01","""ISO""",54,1
469905,"2011-08-01","""ISO""",20,1
150639,"2015-04-01","""ISO""",22,1
526225,"2013-06-01","""ISO""",22,1
678811,"2014-04-01","""ISO""",114,1
622984,"2013-06-01","""ISO""",22,1
490356,"2013-11-01","""ISO""",22,1
505129,"2013-06-01","""ISO""",22,1
240748,"2015-03-01","""ISO""",22,1
426157,"2015-05-01","""ISO""",54,1
592203,"2013-11-01","""ISO""",22,1
194275,"2013-06-01","""ISO""",10,1
672391,"","""ISO""",5,1
173182,"2013-11-01","""ISO""",22,1
644882,"2015-04-01","""ISO""",81,1
219498,"2014-12-01","""ISO""",85,1
761012,"","""ISO""",1,1
670595,"2015-05-01","""ISO""",54,1
354200,"2013-06-01","""ISO""",22,1
224692,"2013-06-01","""ISO""",22,1
676531,"2013-11-01","""ISO""",22,1
193418,"2013-11-01","""ISO""",22,1
731397,"2014-02-01","""ISO""",10,1
295255,"2013-11-01","""ISO""",22,1
200351,"2015-05-01","""ISO""",54,1
443950,"2015-04-01","""ISO""",22,1
573928,"2013-06-01","""ISO""",22,1
483543,"2013-11-01","""ISO""",22,1
524447,"2013-06-01","""ISO""",10,1
360902,"2015-04-01","""ISO""",22,1
476075,"2013-06-01","""ISO""",10,1
707428,"2015-03-01","""ISO""",1,1
394072,"2014-11-01","""ISO""",16,1
626988,"2013-11-01","""ISO""",10,1
715194,"2015-04-01","""ISO""",54,1
798611,"2013-06-01","""ISO""",10,1
245626,"2015-05-01","""ISO""",54,1
527502,"","""ISO""",1,1
473342,"2013-11-01","""ISO""",10,1
795460,"2013-06-01","""ISO""",22,1
635958,"2014-06-01","""ISO""",22,1
468041,"2015-04-01","""ISO""",54,1
653270,"2015-05-01","""ISO""",54,1
306670,"2015-05-01","""ISO""",54,1
643469,"2014-12-01","""ISO""",22,1
800294,"2015-08-01","""ISO""",22,1
522413,"2014-12-01","""ISO""",30,1
223980,"","""ISO""",54,1
652858,"2013-11-01","""ISO""",22,1
199839,"2013-11-01","""ISO""",22,1
455071,"2013-06-01","""ISO""",22,1
355745,"2012-05-01","""ISO""",77,1
301251,"2015-04-01","""ISO""",54,1
672176,"2014-06-01","""ISO""",22,1
757248,"2014-12-01","""ISO""",79,1
265426,"2015-08-01","""ISO""",22,1
564595,"2015-05-01","""ISO""",54,1
743027,"2013-11-01","""ISO""",10,1
648391,"2013-11-01","""ISO""",22,1
612890,"2014-06-01","""ISO""",22,1
561889,"2014-06-01","""ISO""",22,1
392229,"2015-03-01","""ISO""",4,1
153569,"2013-11-01","""ISO""",22,1
267746,"2014-12-01","""ISO""",60,1
479080,"2013-11-01","""ISO""",10,1
506658,"","""ISO""",38,1
601660,"2014-06-01","""ISO""",22,1
789241,"2013-11-01","""ISO""",22,1
629164,"2010-01-01","""ISO""",11,1
783050,"2011-08-01","""ISO""",69,1
346351,"2014-09-01","""ISO""",1,1
721273,"2014-06-01","""ISO""",22,1
560289,"2015-04-01","""ISO""",8,1
401778,"2013-06-01","""ISO""",10,1
341040,"2013-06-01","""ISO""",22,1
676223,"2015-05-01","""ISO""",54,1
744017,"2013-06-01","""ISO""",22,1
729452,"2015-05-01","""ISO""",54,1
198712,"2013-11-01","""ISO""",22,1
287062,"2013-11-01","""ISO""",22,1
568742,"2015-06-01","""ISO""",7,1
511580,"2015-04-01","""ISO""",54,1
399194,"2014-12-01","""ISO""",12,1
605355,"2015-05-01","""ISO""",54,1
478247,"2015-04-01","""ISO""",54,1
155667,"2015-05-01","""ISO""",54,1
216497,"2014-04-01","""ISO""",1,1
140856,"2015-04-01","""ISO""",54,1
406626,"2014-12-01","""ISO""",43,1
704134,"2015-08-01","""ISO""",22,1
442620,"2013-11-01","""ISO""",22,1
370028,"2013-11-01","""ISO""",22,1
576339,"2014-12-01","""ISO""",34,1
731285,"2015-05-01","""ISO""",54,1
222931,"2015-05-01","""ISO""",54,1
306768,"2015-04-01","""ISO""",54,1
308079,"2014-12-01","""ISO""",79,1
157281,"2013-11-01","""ISO""",22,1
646224,"2014-12-01","""ISO""",21,1
486452,"2013-06-01","""ISO""",22,1
497649,"2014-06-01","""ISO""",10,1
152241,"2013-06-01","""ISO""",22,1
664610,"2014-12-01","""ISO""",81,1
195766,"2010-03-01","""ISO""",11,1
605708,"2013-11-01","""ISO""",22,1
448743,"2015-04-01","""ISO""",64,1
281908,"2015-04-01","""ISO""",81,1
149413,"2015-08-01","""ISO""",48,1
185636,"2013-11-01","""ISO""",10,1
776501,"2013-11-01","""ISO""",22,1
339367,"2013-06-01","""ISO""",22,1
291733,"2013-06-01","""ISO""",22,1
276472,"2013-11-01","""ISO""",22,1
477214,"","""ISO""",17,1
639016,"2013-06-01","""ISO""",22,1
798570,"2015-03-01","""ISO""",1,1
760157,"2014-06-01","""ISO""",22,1
337751,"2013-11-01","""ISO""",10,1
399425,"2015-04-01","""ISO""",54,1
330760,"2014-12-01","""ISO""",49,1
338050,"2014-04-01","""ISO""",54,1
580596,"2013-11-01","""ISO""",22,1
726578,"2015-03-01","""ISO""",22,1
742899,"2015-03-01","""ISO""",35,1
609055,"2015-05-01","""ISO""",54,1
798853,"2014-06-01","""ISO""",22,1
396654,"2013-11-01","""ISO""",22,1
437661,"2015-04-01","""ISO""",89,1
699173,"2013-11-01","""ISO""",22,1
437808,"2013-11-01","""ISO""",10,1
403572,"2013-06-01","""ISO""",22,1
707009,"","""ISO""",5,1
712545,"2015-04-01","""ISO""",54,1
751951,"2013-11-01","""ISO""",22,1
613680,"2013-06-01","""ISO""",22,1
690139,"2015-05-01","""ISO""",54,1
146990,"","""ISO""",221,1
601407,"2014-06-01","""ISO""",22,1
244584,"2014-12-01","""ISO""",8,1
514003,"2015-04-01","""ISO""",86,1
609348,"2015-05-01","""ISO""",54,1
798346,"2013-06-01","""ISO""",22,1
361428,"2013-11-01","""ISO""",10,1
343213,"2014-06-01","""ISO""",22,1
598509,"2013-11-01","""ISO""",10,1
715210,"2013-06-01","""ISO""",22,1
344896,"2015-04-01","""ISO""",22,1
735472,"2014-06-01","""ISO""",22,1
220152,"2013-06-01","""ISO""",22,1
515273,"2013-11-01","""ISO""",22,1
209907,"","""ISO""",1,1
543466,"2013-06-01","""ISO""",10,1
265665,"2015-04-01","""ISO""",87,1
338978,"2014-06-01","""ISO""",22,1
565962,"2013-06-01","""ISO""",10,1
725679,"2015-04-01","""ISO""",54,1
753368,"2015-05-01","""ISO""",54,1
364339,"2015-03-01","""ISO""",11,1
408551,"2015-04-01","""ISO""",54,1
676971,"2015-05-01","""ISO""",103,1
405246,"2014-12-01","""ISO""",81,1
731476,"2013-06-01","""ISO""",22,1
730181,"2014-06-01","""ISO""",22,1
516317,"2014-12-01","""ISO""",1,1
510382,"2014-06-01","""ISO""",22,1
555607,"","""ISO""",5,1
380061,"2015-05-01","""ISO""",54,1
368443,"2015-04-01","""ISO""",54,1
358923,"2013-11-01","""ISO""",10,1
527768,"2014-03-01","""ISO""",1,1
272609,"2014-06-01","""ISO""",22,1
194436,"2013-11-01","""ISO""",22,1
148213,"2015-03-01","""ISO""",22,1
344076,"2014-06-01","""ISO""",22,1
666776,"2015-05-01","""ISO""",54,1
409039,"2015-04-01","""ISO""",54,1
702208,"","""ISO""",1,1
712050,"2014-12-01","""ISO""",19,1
242888,"2014-06-01","""ISO""",22,1
805366,"2013-06-01","""ISO""",22,1
435940,"2013-06-01","""ISO""",22,1
614636,"2015-05-01","""ISO""",54,1
341794,"","""ISO""",2,1
558670,"2015-05-01","""ISO""",54,1
641509,"2015-04-01","""ISO""",54,1
169732,"2013-06-01","""ISO""",22,1
171029,"2014-06-01","""ISO""",22,1
392871,"2015-06-01","""ISO""",1,1
536649,"2014-12-01","""ISO""",12,1
695551,"2013-11-01","""ISO""",10,1
519011,"2015-05-01","""ISO""",54,1
811062,"2014-06-01","""ISO""",22,1
449369,"2014-06-01","""ISO""",22,1
