"codelist"
"http://adl.brs.gov.au/anrdl/resources/codelist/codelist20120313.xml"
"http://asdd.ga.gov.au/asdd/profileinfo/gascopecodelist.xml"
"http://asdd.ga.gov.au/asdd/profileinfo/gmxcodelists.xml"
"http://aws2.caris.com/sfs/schemas/iso/19139/20070417/resources/codelist/gmxcodelists.xml"
"http://aws2.caris.com/sfs/schemas/iso/19139/20070417/resources/codelist/ml_gmxcodelists.xml"
"http://aws2.caris.com/sfs/schemas/iso/19139/caris_20120814/resources/codelist/gmxcodelists.xml"
"http://aws2.caris.com/sfs/schemas/iso/19139/caris_20120814/resources/codelist/srvcodelists.xml"
"http://data.daff.gov.au/anrdl/resources/codelist/codelist20120313.xml"
"http://geobrain.laits.gmu.edu/catalogxml/resources/codelist.xml"
"http://mdtranslator.adiwg.org/api/codelists?format=xml"
"http://nap.geogratis.gc.ca/metadata/register/napmetadataregister.xml"
"http://schemas.opengis.net/iso/19139/20070417/resources/codelist/gmxcodelists.xml"
"http://seadata.bsh.de/isocodelists/sdncodelists/csrcodelist.xml"
"http://seadatanet.maris2.nl/isocodelists/sdncodelists/edmo-edmerp-codelists.xml"
"http://standards.iso.org/iso/19139/resources/codelist/gmxcodelists.xml"
"http://standards.iso.org/ittf/publiclyavailablestandards/iso_19139_schemas/resources/codelist/gmxcodelists.xml"
"http://standards.iso.org/ittf/publiclyavailablestandards/iso_19139_schemas/resources/codelist/ml_gmx codelists.xml"
"http://standards.iso.org/ittf/publiclyavailablestandards/iso_19139_schemas/resources/codelist/ml_gmxcodelists.xml"
"http://standards.iso.org/ittf/publ.*lyavailablestandards/iso_19139_schemas/resources/codelist/ml_gmxcodelists.xml"
"http://vocab.nerc.ac.uk/isocodelists/sdncodelists/cdicsrcodelist.xml"
"http://vocab.nerc.ac.uk/isocodelists/sdncodelists/edmedcodelist.xml"
"http://vocab.nerc.ac.uk/isocodelists/sdncodelists/gmxcodelists.xml"
"http://webarchive.nationalarchives.gov.uk/20130402145952/http://standards.iso.org/ittf/publiclyavailablestandards/iso_19139_schemas/resources/codelist/gmxcodelists.xml"
"http://webarchive.nationalarchives.gov.uk/20130402145952/http://standards.iso.org/ittf/publiclyavailablestandards/iso_19139_schemas/resources/codelist/ml_gmxcodelists.xml"
"http://wis.wmo.int/2006/catalogues/gmxcodelists.xml"
"http://www.ec.gc.ca/data_donnees/standards/schemas/napec"
"http://www.fgdc.gov/nap/metadata/register/codelists.html"
"http://www.fgdc.gov/nap/metadata/register/registeritemclasses.html"
"http://www.fgdc.gov/nap/metadata/register/registeritems.html"
"http://www.isotc211.org/2005/"
"http://www.isotc211.org/2005/iso19119/resources/codelist/gmxcodelists.xml"
"http://www.isotc211.org/2005/resources/codelist/gmicodelists.xml"
"http://www.isotc211.org/2005/resources/codelist/gmxcodelists.xml"
"http://www.isotc211.org/2005/resources/codelist/gmxcodelist.xml"
"http://www.isotc211.org/2005/resources/codelist/ml_gmxcodelists.xml"
"http://www.isotc211.org/2005/resources /codelist.xml"
"http://www.isotc211.org/2005/resources/codelist.xml"
"http://www.isotc211.org/iso19139/resources/codelist.xml"
"http://www.ngdc.noaa.gov/metadata/published/xsd/schema/resources/ codelist/gmxcodelists.xml"
"http://www.ngdc.noaa.gov/metadata/published/xsd/schema/resources/codelist/gmxcodelists.xml"
"http://www.rijkswaterstaat.nl/apps/geoservices/help/metadata/customcodelists.xml"
"http://www.tc211.org/iso19139/resources/codelist.xml"
