"codelist"
"file://Agi-s000001/afdelingen/GSMS/Extern/Applicaties_en_Tools/Databeheer/Metadata/GeoMDE_22/resources/customCodelists_new.xml"
"file://appconf.intranet.rws.nl/Appconf/metadatatools/Metadatamaker/config_bestanden/customCodelists.xml"
"file://Shr-ipvw-gpr001/metadatatools/Metadatamaker/config_bestanden/customCodelists.xml"
"http://adl.brs.gov.au/anrdl/resources/codeList/codeList20120313.xml"
"http://asdd.ga.gov.au/asdd/profileinfo/GAScopeCodeList.xml"
"http://asdd.ga.gov.au/asdd/profileinfo/gmxCodelists.xml"
"http://aws2.caris.com/sfs/schemas/iso/19139/20070417/resources/Codelist/gmxCodelists.xml"
"http://aws2.caris.com/sfs/schemas/iso/19139/20070417/resources/Codelist/ML_gmxCodelists.xml"
"http://aws2.caris.com/sfs/schemas/iso/19139/CARIS_20120814/resources/Codelist/gmxCodelists.xml"
"http://aws2.caris.com/sfs/schemas/iso/19139/CARIS_20120814/resources/Codelist/srvCodelists.xml"
"http://data.daff.gov.au/anrdl/resources/codeList/codeList20120313.xml"
"http://geobrain.laits.gmu.edu/CatalogXML/resources/codeList.xml"
"http://mdtranslator.adiwg.org/api/codelists?format=xml"
"http://nap.geogratis.gc.ca/metadata/register/napMetadataRegister.xml"
"http://schemas.opengis.net/iso/19139/20070417/resources/Codelist/gmxCodelists.xml"
"http://seadata.bsh.de/isoCodelists/sdnCodelists/csrCodeList.xml"
"http://seadatanet.maris2.nl/isocodelists/sdncodelists/edmo-edmerp-Codelists.xml"
"http://standards.iso.org/iso/19139/resources/codelist/gmxCodelists.xml"
"http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/codelist/gmxCodelists.xml"
"http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/Codelist/gmxCodelists.xml"
"http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/codelist/ML_gmxCodelists.xml"
"http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/Codelist/ML_gmx Codelists.xml"
"http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/Codelist/ML_gmxCodelists.xml"
"http://standards.iso.org/ittf/Publ.*lyAvailableStandards/ISO_19139_Schemas/resources/Codelist/ML_gmxCodelists.xml"
"http://vocab.nerc.ac.uk/isoCodelists/sdnCodelists/cdicsrCodeList.xml"
"http://vocab.nerc.ac.uk/isoCodelists/sdnCodelists/edmedCodeList.xml"
"http://vocab.nerc.ac.uk/isoCodelists/sdnCodelists/gmxCodeLists.xml"
"http://webarchive.nationalarchives.gov.uk/20130402145952/http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/Codelist/gmxCodelists.xml"
"http://webarchive.nationalarchives.gov.uk/20130402145952/http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/Codelist/ML_gmxCodelists.xml"
"http://wis.wmo.int/2006/catalogues/gmxCodelists.xml"
"http://www.ec.gc.ca/data_donnees/standards/schemas/napec"
"http://www.fgdc.gov/nap/metadata/register/codelists.html"
"http://www.fgdc.gov/nap/metadata/register/registerItemClasses.html"
"http://www.fgdc.gov/nap/metadata/register/registerItems.html"
"http://www.isotc211.org/2005/"
"http://www.isotc211.org/2005/iso19119/resources/Codelist/gmxCodelists.xml"
"http://www.isotc211.org/2005/resources/Codelist/gmiCodelists.xml"
"http://www.isotc211.org/2005/resources/codelist/gmxCodelists.xml"
"http://www.isotc211.org/2005/resources/Codelist/gmxCodelists.xml"
"http://www.isotc211.org/2005/resources/CodeList/gmxCodelists.xml"
"http://www.isotc211.org/2005/resources/Codelist/gmxCodelist.xml"
"http://www.isotc211.org/2005/resources/Codelist/ML_gmxCodelists.xml"
"http://www.isotc211.org/2005/resources /codeList.xml"
"http://www.isotc211.org/2005/resources/codeList.xml"
"http://www.isotc211.org/ISO19139/resources/codeList.xml"
"http://www.ngdc.noaa.gov/metadata/published/xsd/schema/resources/ Codelist/gmxCodelists.xml"
"http://www.ngdc.noaa.gov/metadata/published/xsd/schema/resources/Codelist/gmxCodelists.xml"
"http://www.rijkswaterstaat.nl/apps/geoservices/help/metadata/customCodelists.xml"
"http://www.tc211.org/ISO19139/resources/codeList.xml"
"./resources/codeList.xml"
"resources/codeList.xml"
"www.isotc211.org/2005/resources/Codelist/gmxCodelists.xml"
