"tag","host","freq_tag_by_response","response_per_host","average_tokens","min_tokens","max_tokens"
"Name","web2.nbmg.unr.edu",1767,51,1.00,1,1
"Name","webarchive.nationalarchives.gov.uk",1767,24,1.10,1,2
"Name","webservices.nationalatlas.gov",1767,6,1.00,1,1
"Name","webservices.npws.ie",1767,1,1.00,1,1
"Name","wildfire.cr.usgs.gov",1767,6,23.83,21,27
"Name","wms.alaskamapped.org",1767,1,1.00,1,1
"Name","wms.geo.admin.ch",1767,1,1.00,1,1
"Name","wms.proto.gina.alaska.edu",1767,1,1.00,1,1
"Name","wrecks.nauticalcharts.noaa.gov",1767,5,1.00,1,1
"Name","dataserver.nccs.nasa.gov",1767,6,1.00,1,1
"Name","data.wien.gv.at",1767,3,1.00,1,1
"Name","demo.mapserver.org",1767,3,1.50,1,2
"Name","disc1.gsfc.nasa.gov",1767,1,1.00,1,1
"Name","disc1.sci.gsfc.nasa.gov",1767,6,1.00,1,1
"Name","discomap.eea.europa.eu",1767,16,1.00,1,1
"Name","ecco.jpl.nasa.gov",1767,340,1.00,1,1
"Name","ec.gc.ca",1767,1,1.00,1,1
"Name","egis.hud.gov",1767,6,1.00,1,1
"Name","egisws02.nos.noaa.gov",1767,42,52.35,1,159
"Name","encdirect.noaa.gov",1767,22,44.14,1,230
"Name","esrl.noaa.gov",1767,5,1.00,1,1
"Name","eusoils.jrc.ec.europa.eu",1767,1,1.00,1,1
"Name","ferret.pmel.noaa.gov",1767,584,1.00,1,1
"Name","geocapa.viacapa.fr",1767,2,1.00,1,1
"Name","geodata.epa.gov",1767,17,57.06,1,258
"Name","geonetwork4.fao.org",1767,2,1.00,1,1
"Name","geonexusr.iowadot.gov",1767,20,1.00,1,1
"Name","geoportal-geoportail.gc.ca",1767,6,1.00,1,1
"Name","geoport.whoi.edu",1767,8,1.00,1,1
"Name","geo.prgap.org",1767,3,1.00,1,1
"Name","geo.stat.fi",1767,8,1.00,1,1
"Name","geo.sv.rostock.de",1767,3,1.00,1,1
"Name","geothermal.isgs.illinois.edu",1767,107,1.00,1,1
"Name","geothermal.smu.edu",1767,2,1.00,1,1
"Name","gis1.usgs.gov",1767,37,74.04,1,236
"Name","gis2.metc.state.mn.us",1767,20,1.00,1,1
"Name","gis.breconbeacons.org",1767,3,1.00,1,1
"Name","gis.charttools.noaa.gov",1767,3,1.00,1,1
"Name","gis.chesapeakebay.net",1767,12,1.00,1,1
"Name","gis.fema.gov",1767,2,1.00,1,1
"Name","gis.fws.gov",1767,4,1.00,1,1
"Name","gis.indiana.edu",1767,5,1.00,1,1
"Name","gismaps.vita.virginia.gov",1767,5,1.00,1,1
"Name","gis.phila.gov",1767,5,1.00,1,1
"Name","gisprodweb.ncd.noaa.gov",1767,1,27.00,27,27
"Name","gispub10.epa.gov",1767,14,2.07,1,16
"Name","gispub.epa.gov",1767,58,75.19,1,276
"Name","gis.srh.noaa.gov",1767,25,1.17,1,3
"Name","gistmaps.itos.uga.edu",1767,7,1.00,1,1
"Name","www2.guildford.gov.uk",1767,1,1.00,1,1
"Name","www.agr.gc.ca",1767,11,1.00,1,1
"Name","www.coast.noaa.gov",1767,185,1.00,1,1
"Name","www.oregongeology.org",1767,7,1.00,1,1
"Name","www.onegeology.org",1767,1,1.00,1,1
"Name","www.ncddc.noaa.gov",1767,107,52.59,1,161
"Name","www.marine-geo.org",1767,4,1.00,1,1
"Name","www.mapasdelapalma.es",1767,1,2.00,2,2
"Name","www.gis.northlincs.gov.uk",1767,1,1.00,1,1
"Name","www.geocommunicator.gov",1767,5,1.00,1,1
"Name","www.geochron.org",1767,2,1.00,1,1
"Name","www.esrl.noaa.gov",1767,18,1.00,1,1
"Name","www.csc.noaa.gov",1767,6,109.33,27,145
"Name","107.20.228.18",1767,2,1.00,1,1
"Name","apps.fs.fed.us",1767,24,1.00,1,1
"Name","apps.fs.usda.gov",1767,2,1.00,1,1
"Name","atlas.resources.ca.gov",1767,2,1.00,1,1
"Name","atlas.wvgs.wvnet.edu",1767,24,5.90,1,50
"Name","basemap.nationalmap.gov",1767,12,1.00,1,1
"Name","bio.discomap.eea.europa.eu",1767,5,1.00,1,1
"Name","bluehub.jrc.ec.europa.eu",1767,4,1.00,1,1
"Name","certmapper.cr.usgs.gov",1767,21,341.50,1,603
"Name","clear3.uconn.edu",1767,2,1.00,1,1
"Name","coastalmap.marine.usgs.gov",1767,29,53.15,1,238
"Name","coast.noaa.gov",1767,189,51.93,1,507
"Name","cwcgom.aoml.noaa.gov",1767,9,1.00,1,1
"Name","data.gov.au",1767,13,1.00,1,1
"Name","data.nanoos.org",1767,1,1.00,1,1
"Name","xml2.des.state.nh.us",1767,8,1.00,1,1
"Name","www.webapps.nwfsc.noaa.gov",1767,5,1.00,1,1
"Name","www.usap-data.org",1767,1,2.00,2,2
"Name","www.southampton.gov.uk",1767,1,1.00,1,1
"Name","www.salford.gov.uk",1767,4,1.00,1,1
"Name","gis.towerhamlets.gov.uk",1767,1,1.00,1,1
"Name","gis.wgnhs.org",1767,6,110.00,1,219
"Name","gmis.jrc.ec.europa.eu",1767,2,1.00,1,1
"Name","gstore.unm.edu",1767,208,1.49,1,2
"Name","hsip.geoplatform.gov",1767,6,104.17,28,123
"Name","imsref.cr.usgs.gov",1767,1,1.00,1,1
"Name","inspire.gwynedd.gov.uk",1767,1,1.00,1,1
"Abstract","certmapper.cr.usgs.gov",1579,21,117.00,117,117
"Abstract","ngamaps.geointapps.org",1579,4,1.00,1,1
"Abstract","noise.discomap.eea.europa.eu",1579,1,6.00,6,6
"Abstract","nowcoast.noaa.gov",1579,6,105.50,88,131
"Abstract","ogc.gina.alaska.edu",1579,4,15.00,14,17
"Abstract","onegeology.org",1579,1,94.00,94,94
"Abstract","oos.soest.hawaii.edu",1579,3,123.00,123,123
"Abstract","opendataserver.ashevillenc.gov",1579,1,17.00,17,17
"Abstract","osmc.noaa.gov",1579,4,2.00,2,2
"Abstract","raster.nationalmap.gov",1579,6,1.00,1,1
"Abstract","recon.sccf.org",1579,1,3.00,3,3
"Abstract","resource.sgu.se",1579,23,81.91,6,135
"Abstract","sccoos-obs0.ucsd.edu",1579,2,123.50,121,126
"Abstract","schemas.opengis.net",1579,1,17.00,17,17
"Abstract","sdmdataaccess.nrcs.usda.gov",1579,1,20.00,20,20
"Abstract","seamlessrnc.nauticalcharts.noaa.gov",1579,1,1.00,1,1
"Abstract","sedac.ciesin.org",1579,5,19.25,17,26
"Abstract","sedsh127.sedsh.gov.uk",1579,4,19.00,6,57
"Abstract","services.aad.gov.au",1579,1,17.00,17,17
"Abstract","services.azgs.az.gov",1579,106,23.53,1,306
"Abstract","services.information.qld.gov.au",1579,1,52.00,52,52
"Abstract","services.kgs.ku.edu",1579,2,7.00,7,7
"Abstract","services.nationalmap.gov",1579,15,10.60,1,97
"Abstract","services.sandre.eaufrance.fr",1579,6,28.00,21,31
"Abstract","services.wvgis.wvu.edu",1579,16,1.00,1,1
"Abstract","sg.geodatenzentrum.de",1579,6,12.67,6,16
"Abstract","srfs.wr.usgs.gov",1579,2,1.00,1,1
"Abstract","stellwagen.er.usgs.gov",1579,220,2.00,2,2
"Abstract","taskman.eionet.europa.eu",1579,1,1.00,1,1
"Abstract","tds.glos.us",1579,2,4.00,4,4
"Abstract","tigerweb.geo.census.gov",1579,29,1.00,1,1
"Abstract","w4.jcommops.org",1579,6,6.00,6,6
"Abstract","water.discomap.eea.europa.eu",1579,8,1.00,1,1
"Abstract","web2.nbmg.unr.edu",1579,51,27.91,1,206
"Abstract","webarchive.nationalarchives.gov.uk",1579,24,14.17,6,30
"Abstract","webservices.nationalatlas.gov",1579,6,46.00,46,46
"Abstract","webservices.npws.ie",1579,1,1.00,1,1
"Abstract","wms.alaskamapped.org",1579,1,14.00,14,14
"Abstract","wms.geo.admin.ch",1579,1,12.00,12,12
"Abstract","wrecks.nauticalcharts.noaa.gov",1579,5,1.00,1,1
"Abstract","www2.guildford.gov.uk",1579,1,7.00,7,7
"Abstract","www.agr.gc.ca",1579,11,95.09,18,201
"Abstract","www.coast.noaa.gov",1579,185,12.92,1,217
"Abstract","www.esrl.noaa.gov",1579,18,2.00,2,2
"Abstract","www.geochron.org",1579,2,5.00,5,5
"Abstract","www.geocommunicator.gov",1579,5,1.00,1,1
"Abstract","www.gis.northlincs.gov.uk",1579,1,10.00,10,10
"Abstract","www.mapasdelapalma.es",1579,1,1.00,1,1
"Abstract","www.marine-geo.org",1579,4,259.00,259,259
"Abstract","www.ncddc.noaa.gov",1579,107,1.12,1,3
"Abstract","www.neracoos.org",1579,1,142.00,142,142
"Abstract","www.onegeology.org",1579,1,94.00,94,94
"Abstract","www.oregongeology.org",1579,7,21.50,1,80
"Abstract","www.salford.gov.uk",1579,4,15.50,11,20
"Abstract","www.southampton.gov.uk",1579,1,20.00,20,20
"Abstract","www.webapps.nwfsc.noaa.gov",1579,5,1.00,1,1
"Abstract","xml2.des.state.nh.us",1579,8,99.00,1,213
"Abstract","gis.towerhamlets.gov.uk",1579,1,14.00,14,14
"Abstract","gisweb.unr.edu",1579,1,108.00,108,108
"Abstract","gis.wgnhs.org",1579,6,95.75,1,155
"Abstract","gmis.jrc.ec.europa.eu",1579,2,15.00,15,15
"Abstract","gstore.unm.edu",1579,208,14.86,7,22
"Abstract","imsref.cr.usgs.gov",1579,1,5.00,5,5
"Abstract","inspire.gwynedd.gov.uk",1579,1,1.00,1,1
"Abstract","inspire.nationalparks.gov.uk",1579,3,30.00,20,40
"Abstract","inspire.oldham.gov.uk",1579,1,20.00,20,20
"Abstract","inspire.redcar-cleveland.gov.uk",1579,2,14.00,14,14
"Abstract","inspire.wales.gov.uk",1579,1,20.00,20,20
"Abstract","irmaservices.nps.gov",1579,51,1.00,1,1
"Abstract","kars.ku.edu",1579,39,176.13,1,3161
"Abstract","kartat.lounaispaikka.fi",1579,2,4.00,2,6
"Abstract","kgs.uky.edu",1579,3,6.50,5,8
"Abstract","kortservice.vejle.dk",1579,2,3.50,3,4
"Abstract","land.discomap.eea.europa.eu",1579,15,1.00,1,1
"Abstract","limaims.cr.usgs.gov",1579,3,5.00,5,5
"Abstract","map.bgs.ac.uk",1579,3,80.50,63,98
"Abstract","map.earthchemportal.org",1579,1,17.00,17,17
"Abstract","mapgateway.snh.gov.uk",1579,1,20.00,20,20
"Abstract","map.gsa.state.al.us",1579,4,9.00,1,17
"Abstract","mapping.launceston.tas.gov.au",1579,1,1.00,1,1
"Abstract","maps2.dcgis.dc.gov",1579,17,1.00,1,1
"Abstract","maps.bolton.gov.uk",1579,1,13.00,13,13
"Abstract","maps.bristol.gov.uk",1579,1,47.00,47,47
"Abstract","maps.carlisle.gov.uk",1579,1,4.00,4,4
"Abstract","maps.cera.govt.nz",1579,31,1.00,1,1
"Abstract","maps.communities.gov.uk",1579,1,20.00,20,20
"Abstract","maps.devotes.eu",1579,2,17.00,17,17
"Abstract","maps.edc.uri.edu",1579,34,1.00,1,1
"Abstract","mapserver.kansasgis.org",1579,6,6.00,1,8
"Abstract","maps.ngdc.noaa.gov",1579,77,1.00,1,1
"Abstract","maps.reigate-banstead.gov.uk",1579,1,5.00,5,5
"Abstract","maps.york.gov.uk",1579,9,1.00,1,1
"Abstract","maritimeboundaries.noaa.gov",1579,7,53.00,1,183
"Abstract","mgs.geology.wmich.edu",1579,7,37.33,3,173
"Abstract","michigan.glin.net",1579,2,5.00,5,5
"Abstract","moimagery.missouri.edu",1579,10,1.00,1,1
"Abstract","mrdata.usgs.gov",1579,208,17.86,1,35
"Abstract","neowms.sci.gsfc.nasa.gov",1579,1,8.00,8,8
"Abstract","apps.fs.fed.us",1579,24,1.00,1,1
"Abstract","apps.fs.usda.gov",1579,2,1.00,1,1
"Abstract","apps.nd.gov",1579,1,13.00,13,13
"Abstract","atlas.resources.ca.gov",1579,2,1.00,1,1
"Abstract","atlas.wvgs.wvnet.edu",1579,24,11.75,1,18
"Abstract","basemap.nationalmap.gov",1579,12,109.40,28,215
"Abstract","bio.discomap.eea.europa.eu",1579,5,1.00,1,1
"Abstract","bluehub.jrc.ec.europa.eu",1579,4,63.50,23,77
"Abstract","clear3.uconn.edu",1579,2,1.00,1,1
"Abstract","coastalmap.marine.usgs.gov",1579,29,76.92,1,138
"Abstract","coast.noaa.gov",1579,189,17.95,1,124
"Abstract","cwcgom.aoml.noaa.gov",1579,9,5.75,1,39
"Abstract","data.gov.au",1579,13,18.15,17,20
"Abstract","data.jrc.ec.europa.eu",1579,1,4.00,4,4
"Abstract","data.nanoos.org",1579,1,77.00,77,77
"Abstract","dataserver.nccs.nasa.gov",1579,6,2.00,2,2
"Abstract","data.wien.gv.at",1579,3,12.00,9,14
"Abstract","demo.mapserver.org",1579,3,10.00,10,10
"Abstract","demo.pycsw.org",1579,3,39.67,10,99
"Abstract","discomap.eea.europa.eu",1579,16,11.25,1,165
"Abstract","ebolageonode.org",1579,2,17.00,17,17
"Abstract","ecco.jpl.nasa.gov",1579,340,2.00,2,2
"Abstract","ec.gc.ca",1579,1,1.00,1,1
"Abstract","egis.hud.gov",1579,6,1.00,1,1
"Abstract","egisws02.nos.noaa.gov",1579,42,2.33,1,4
"Abstract","encdirect.noaa.gov",1579,22,1.00,1,1
"Abstract","esrl.noaa.gov",1579,5,2.00,2,2
"Abstract","eusoils.jrc.ec.europa.eu",1579,1,10.00,10,10
"Abstract","ferret.pmel.noaa.gov",1579,584,2.00,2,2
"Abstract","geocapa.viacapa.fr",1579,2,20.00,20,20
"Abstract","107.20.228.18",1579,2,1.00,1,1
"Abstract","geodata.epa.gov",1579,17,25.00,1,118
"Abstract","geonetwork4.fao.org",1579,2,18.00,18,18
"Abstract","geonexusr.iowadot.gov",1579,20,1.00,1,1
"Abstract","geoportal-geoportail.gc.ca",1579,6,1.00,1,1
"Abstract","geoport.whoi.edu",1579,8,2.00,2,2
"Abstract","geo.prgap.org",1579,3,17.00,17,17
"Abstract","geo.sv.rostock.de",1579,3,15.00,8,27
"Abstract","geothermal.isgs.illinois.edu",1579,107,6.27,6,17
"Abstract","geothermal.smu.edu",1579,2,18.50,17,20
"Abstract","gis1.usgs.gov",1579,37,9.92,1,85
"Abstract","gis2.metc.state.mn.us",1579,20,1.00,1,1
"Abstract","gis.breconbeacons.org",1579,3,20.00,20,20
"Abstract","gis.charttools.noaa.gov",1579,3,1.00,1,1
"Abstract","gis.chesapeakebay.net",1579,12,1.00,1,1
"Abstract","gis.fema.gov",1579,2,1.00,1,1
"Abstract","gis.fws.gov",1579,4,1.00,1,1
"Abstract","gis.indiana.edu",1579,5,21.20,7,32
"Abstract","gismaps.vita.virginia.gov",1579,5,1.00,1,1
"Abstract","gis.phila.gov",1579,5,1.00,1,1
"Abstract","gispub10.epa.gov",1579,14,1.00,1,1
"Abstract","gispub.epa.gov",1579,58,106.33,1,397
"Abstract","gis.srh.noaa.gov",1579,25,5.33,1,10
"Abstract","gistmaps.itos.uga.edu",1579,7,1.00,1,1
"Fees","maps.communities.gov.uk",1239,1,1.00,1,1
"Fees","xml2.des.state.nh.us",1239,8,1.00,1,1
"Fees","www.southampton.gov.uk",1239,1,1.00,1,1
"Fees","www.salford.gov.uk",1239,4,1.00,1,1
"Fees","www.onegeology.org",1239,1,1.00,1,1
"Fees","www.neracoos.org",1239,1,1.00,1,1
"Fees","www.ncddc.noaa.gov",1239,107,1.00,1,1
"Fees","www.gis.northlincs.gov.uk",1239,1,1.00,1,1
"Fees","www.esrl.noaa.gov",1239,18,1.00,1,1
"Fees","www.coast.noaa.gov",1239,185,1.00,1,1
"Fees","wms.geo.admin.ch",1239,1,1.00,1,1
"Fees","webservices.nationalatlas.gov",1239,6,1.00,1,1
"Fees","webarchive.nationalarchives.gov.uk",1239,24,1.00,1,1
"Fees","web2.nbmg.unr.edu",1239,51,1.00,1,1
"Fees","w4.jcommops.org",1239,6,1.00,1,1
"Fees","tds.glos.us",1239,2,1.00,1,1
"Fees","taskman.eionet.europa.eu",1239,1,1.00,1,1
"Fees","tabs2.gerg.tamu.edu",1239,1,1.00,1,1
"Fees","stellwagen.er.usgs.gov",1239,220,1.00,1,1
"Fees","snow.proto.gina.alaska.edu",1239,1,1.00,1,1
"Fees","sg.geodatenzentrum.de",1239,6,1.00,1,1
"Fees","services.sandre.eaufrance.fr",1239,6,1.00,1,1
"Fees","services.kgs.ku.edu",1239,2,1.00,1,1
"Fees","services.information.qld.gov.au",1239,1,1.00,1,1
"Fees","services.azgs.az.gov",1239,106,1.00,1,1
"Fees","services.aad.gov.au",1239,1,1.00,1,1
"Fees","sedsh127.sedsh.gov.uk",1239,4,2.00,1,3
"Fees","sedac.ciesin.org",1239,5,1.00,1,1
"Fees","schemas.opengis.net",1239,1,1.00,1,1
"Fees","rsg.pml.ac.uk",1239,9,1.00,1,1
"Fees","resource.sgu.se",1239,23,1.00,1,1
"Fees","recon.sccf.org",1239,1,1.00,1,1
"Fees","raster.nationalmap.gov",1239,6,1.00,1,1
"Fees","osmc.noaa.gov",1239,4,1.00,1,1
"Fees","opendataserver.ashevillenc.gov",1239,1,1.00,1,1
"Fees","oos.soest.hawaii.edu",1239,3,1.00,1,1
"Fees","onegeology.org",1239,1,1.00,1,1
"Fees","nowcoast.noaa.gov",1239,6,1.00,1,1
"Fees","neowms.sci.gsfc.nasa.gov",1239,1,1.00,1,1
"Fees","mvcodata.whoi.edu",1239,1,1.00,1,1
"Fees","mrdata.usgs.gov",1239,208,1.00,1,1
"Fees","michigan.glin.net",1239,2,1.00,1,1
"Fees","mgs.geology.wmich.edu",1239,7,1.00,1,1
"Fees","maritimeboundaries.noaa.gov",1239,7,1.00,1,1
"Fees","maps.gcc.tas.gov.au",1239,1,1.00,1,1
"Fees","mapserver.kansasgis.org",1239,6,1.00,1,1
"Fees","maps.devotes.eu",1239,2,1.00,1,1
"Fees","bluehub.jrc.ec.europa.eu",1239,4,1.00,1,1
"Fees","certmapper.cr.usgs.gov",1239,21,1.00,1,1
"Fees","cloud.insideidaho.org",1239,1,1.00,1,1
"Fees","coastalmap.marine.usgs.gov",1239,29,1.00,1,1
"Fees","coast.noaa.gov",1239,189,1.00,1,1
"Fees","comps.marine.usf.edu",1239,1,1.00,1,1
"Fees","cwcgom.aoml.noaa.gov",1239,9,1.00,1,1
"Fees","data.gov.au",1239,13,1.00,1,1
"Fees","data.nanoos.org",1239,1,1.00,1,1
"Fees","dataserver.nccs.nasa.gov",1239,6,1.00,1,1
"Fees","data.wien.gv.at",1239,3,1.00,1,1
"Fees","demo.pycsw.org",1239,3,1.00,1,1
"Fees","discomap.eea.europa.eu",1239,16,1.00,1,1
"Fees","ebolageonode.org",1239,2,1.00,1,1
"Fees","ecco.jpl.nasa.gov",1239,340,1.00,1,1
"Fees","esrl.noaa.gov",1239,5,1.00,1,1
"Fees","ferret.pmel.noaa.gov",1239,584,1.00,1,1
"Fees","gcoos.disl.org",1239,1,1.00,1,1
"Fees","geocapa.viacapa.fr",1239,2,1.00,1,1
"Fees","geoport.whoi.edu",1239,8,1.00,1,1
"Fees","geo.prgap.org",1239,3,1.00,1,1
"Fees","geo.sv.rostock.de",1239,3,1.67,1,3
"Fees","geothermal.isgs.illinois.edu",1239,107,1.00,1,1
"Fees","geothermal.smu.edu",1239,2,1.00,1,1
"Fees","gis1.usgs.gov",1239,37,1.00,1,1
"Fees","gis.breconbeacons.org",1239,3,1.00,1,1
"Fees","gis.ngdc.noaa.gov",1239,2,1.00,1,1
"Fees","gis.srh.noaa.gov",1239,25,1.00,1,1
"Fees","gisweb.unr.edu",1239,1,1.00,1,1
"Fees","gis.wgnhs.org",1239,6,1.00,1,1
"Fees","gmis.jrc.ec.europa.eu",1239,2,3.00,3,3
"Fees","gstore.unm.edu",1239,208,1.00,1,1
"Fees","imsref.cr.usgs.gov",1239,1,1.00,1,1
"Fees","inspire.nationalparks.gov.uk",1239,3,1.00,1,1
"Fees","inspire.oldham.gov.uk",1239,1,1.00,1,1
"Fees","inspire.redcar-cleveland.gov.uk",1239,2,1.00,1,1
"Fees","inspire.wales.gov.uk",1239,1,1.00,1,1
"Fees","kartat.lounaispaikka.fi",1239,2,3.00,3,3
"Fees","kgs.uky.edu",1239,3,1.00,1,1
"Fees","limaims.cr.usgs.gov",1239,3,1.00,1,1
"Fees","map.bgs.ac.uk",1239,3,1.00,1,1
"Fees","map.earthchemportal.org",1239,1,1.00,1,1
"Fees","mapgateway.snh.gov.uk",1239,1,1.00,1,1
"Fees","map.gsa.state.al.us",1239,4,1.00,1,1
"ServiceTypeVersion","geo.prgap.org",1138,3,1.00,1,1
"ServiceTypeVersion","geoportal-geoportail.gc.ca",1138,6,1.00,1,1
"ServiceTypeVersion","geonexusr.iowadot.gov",1138,20,1.00,1,1
"ServiceTypeVersion","geonames.nga.mil",1138,1,1.00,1,1
"ServiceTypeVersion","geodata.npolar.no",1138,19,1.00,1,1
"ServiceTypeVersion","geo.azmag.gov",1138,15,1.00,1,1
"ServiceTypeVersion","gcoos.disl.org",1138,1,1.00,1,1
"ServiceTypeVersion","egisws02.nos.noaa.gov",1138,42,1.00,1,1
"ServiceTypeVersion","eerscmap.usgs.gov",1138,4,1.00,1,1
"ServiceTypeVersion","ebolageonode.org",1138,2,1.00,1,1
"ServiceTypeVersion","dnrmaps.wi.gov",1138,13,1.00,1,1
"ServiceTypeVersion","demo.storms.ngs.woc.noaa.gov",1138,1,1.00,1,1
"ServiceTypeVersion","demo.pycsw.org",1138,3,1.00,1,1
"ServiceTypeVersion","data.wien.gv.at",1138,3,1.00,1,1
"ServiceTypeVersion","data.jrc.ec.europa.eu",1138,1,1.00,1,1
"ServiceTypeVersion","data.gov.au",1138,13,1.00,1,1
"ServiceTypeVersion","data.geo.az.gov",1138,1,1.00,1,1
"ServiceTypeVersion","comps.marine.usf.edu",1138,1,1.00,1,1
"ServiceTypeVersion","coast.noaa.gov",1138,189,1.00,1,1
"ServiceTypeVersion","coastalmap.marine.usgs.gov",1138,29,2.00,1,4
"ServiceTypeVersion","cloud.insideidaho.org",1138,1,4.00,4,4
"ServiceTypeVersion","clear3.uconn.edu",1138,2,1.00,1,1
"ServiceType","apps.fs.fed.us",1138,24,2.00,2,2
"ServiceType","apps.geomatics.gov.nt.ca",1138,6,2.00,2,2
"ServiceType","apps.nd.gov",1138,1,1.00,1,1
"ServiceType","arcgis.sd.gov",1138,2,2.00,2,2
"ServiceType","atlas.geog.pdx.edu",1138,8,1.88,1,2
"ServiceType","atlas.wvgs.wvnet.edu",1138,24,1.79,1,2
"ServiceType","basemap.nationalmap.gov",1138,12,2.00,2,2
"ServiceType","certmapper.cr.usgs.gov",1138,21,2.00,2,2
"ServiceType","clear3.uconn.edu",1138,2,2.00,2,2
"ServiceType","cloud.insideidaho.org",1138,1,1.00,1,1
"ServiceType","coastalmap.marine.usgs.gov",1138,29,1.00,1,1
"ServiceType","coast.noaa.gov",1138,189,2.00,2,2
"ServiceType","comps.marine.usf.edu",1138,1,1.00,1,1
"ServiceType","data.geo.az.gov",1138,1,2.00,2,2
"ServiceType","data.gov.au",1138,13,1.00,1,1
"ServiceType","data.jrc.ec.europa.eu",1138,1,1.00,1,1
"ServiceType","data.wien.gv.at",1138,3,1.00,1,1
"ServiceType","demo.pycsw.org",1138,3,1.00,1,1
"ServiceType","demo.storms.ngs.woc.noaa.gov",1138,1,2.00,2,2
"ServiceType","dnrmaps.wi.gov",1138,13,2.00,2,2
"ServiceType","ebolageonode.org",1138,2,1.00,1,1
"ServiceType","eerscmap.usgs.gov",1138,4,2.00,2,2
"ServiceType","egisws02.nos.noaa.gov",1138,42,1.00,1,1
"ServiceType","gcoos.disl.org",1138,1,1.00,1,1
"ServiceType","geo.azmag.gov",1138,15,2.00,2,2
"ServiceType","geodata.npolar.no",1138,19,2.00,2,2
"ServiceType","geonames.nga.mil",1138,1,1.00,1,1
"ServiceType","geonexusr.iowadot.gov",1138,20,1.91,1,2
"ServiceType","geoportal-geoportail.gc.ca",1138,6,1.50,1,2
"ServiceType","geo.prgap.org",1138,3,1.00,1,1
"ServiceType","geothermal.isgs.illinois.edu",1138,107,1.00,1,1
"ServiceType","gis1.usgs.gov",1138,37,2.00,2,2
"ServiceType","gis2.metc.state.mn.us",1138,20,1.15,1,2
"ServiceType","gis.ccom.unh.edu",1138,3,2.00,2,2
"ServiceType","gis.cdatribe-nsn.gov",1138,2,2.00,2,2
"ServiceType","gis.charttools.noaa.gov",1138,3,1.00,1,1
"ServiceType","gis.ers.usda.gov",1138,2,2.00,2,2
"ServiceType","gis.indiana.edu",1138,5,1.00,1,1
"ServiceType","gisinfo.co.walworth.wi.us",1138,4,2.00,2,2
"ServiceType","gis.ktn.gv.at",1138,1,2.00,2,2
"ServiceType","gismaps.vita.virginia.gov",1138,5,2.00,2,2
"ServiceType","gis.ngdc.noaa.gov",1138,2,1.00,1,1
"ServiceType","gis.ohiodnr.gov",1138,16,2.00,2,2
"ServiceType","gis.outagamie.org",1138,3,2.00,2,2
"ServiceType","gis.phila.gov",1138,5,2.00,2,2
"ServiceType","gispub.epa.gov",1138,58,1.00,1,1
"ServiceType","gisservice.mt.gov",1138,1,2.00,2,2
"ServiceType","gis.srh.noaa.gov",1138,25,1.00,1,1
"ServiceType","gistmaps.itos.uga.edu",1138,7,1.00,1,1
"ServiceType","gisweb.unr.edu",1138,1,1.00,1,1
"ServiceType","gis.wgnhs.org",1138,6,1.00,1,1
"ServiceType","gstore.unm.edu",1138,208,2.00,2,2
"ServiceType","igskmncnvs526.cr.usgs.gov",1138,3,2.00,2,2
"ServiceType","imagery.azmap.org",1138,1,2.00,2,2
"ServiceType","irmaservices.nps.gov",1138,51,2.00,2,2
"ServiceType","kars.ku.edu",1138,39,2.00,2,2
"ServiceType","kgs.uky.edu",1138,3,1.33,1,2
"ServiceType","kortservice.vejle.dk",1138,2,1.00,1,1
"ServiceType","kygisserver.ky.gov",1138,11,2.00,2,2
"ServiceType","land.discomap.eea.europa.eu",1138,15,1.00,1,1
"ServiceType","map.arboretum.harvard.edu",1138,1,2.00,2,2
"ServiceType","map.gsa.state.al.us",1138,4,2.00,2,2
"ServiceType","maps2.dcgis.dc.gov",1138,17,2.00,2,2
"ServiceType","maps.arvada.org",1138,4,2.00,2,2
"ServiceType","maps.carlisle.gov.uk",1138,1,2.00,2,2
"ServiceType","maps.cera.govt.nz",1138,31,2.00,2,2
"ServiceType","maps.ci.charlotte.nc.us",1138,7,2.00,2,2
"ServiceType","maps.devotes.eu",1138,2,1.00,1,1
"ServiceType","maps.edc.uri.edu",1138,34,2.00,2,2
"ServiceType","mapserver.kansasgis.org",1138,6,1.33,1,2
"ServiceType","mapserver.ngdc.noaa.gov",1138,2,2.00,2,2
"ServiceType","mapserv.utah.gov",1138,1,2.00,2,2
"ServiceType","maps.ngdc.noaa.gov",1138,77,1.97,1,2
"ServiceType","maps-svcs.mit.edu",1138,1,2.00,2,2
"ServiceType","maps.york.gov.uk",1138,9,2.00,2,2
"ServiceTypeVersion","certmapper.cr.usgs.gov",1138,21,1.00,1,1
"ServiceTypeVersion","basemap.nationalmap.gov",1138,12,1.00,1,1
"ServiceTypeVersion","atlas.wvgs.wvnet.edu",1138,24,1.00,1,1
"ServiceTypeVersion","atlas.geog.pdx.edu",1138,8,1.00,1,1
"ServiceTypeVersion","arcgis.sd.gov",1138,2,1.00,1,1
"ServiceTypeVersion","apps.nd.gov",1138,1,1.00,1,1
"ServiceTypeVersion","apps.geomatics.gov.nt.ca",1138,6,1.00,1,1
"ServiceTypeVersion","apps.fs.fed.us",1138,24,1.00,1,1
"ServiceType","xml2.des.state.nh.us",1138,8,1.00,1,1
"ServiceType","www.webapps.nwfsc.noaa.gov",1138,5,2.00,2,2
"ServiceType","www.salford.gov.uk",1138,4,1.00,1,1
