response_id, status, redirect, error, date_verified
191026,200,http://gstore.unm.edu/apps/rgis/datasets/5b2a6731-9462-4341-bcd7-7da75ed44654/services/ogc/wfs?SERVICE=wfs&REQUEST=GetCapabilities&VERSION=1.0.0,,2015-11-05T12:54:12.828281
192216,200,http://southcentral.edu/Search.html?catid=39&format=opensearch&id=60,,2015-11-05T12:54:14.384924
195666,200,http://www.sahd.div.ed.ac.uk/lib/exe/opensearch.php,,2015-11-05T12:54:15.453885
195847,200,http://mrdata.usgs.gov/services/co?request=getcapabilities&service=WMS&version=1.1.1,,2015-11-05T12:54:16.230094
197020,200,http://services.azgs.az.gov/ArcGIS/services/aasggeothermal/CAActiveFaults/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:54:16.802768
198204,200,http://www.uab.edu/it/home/component/search/?task=tag&tag=IT%20agreement&format=opensearch,,2015-11-05T12:54:17.119393
200414,200,http://missionlog.noaa.gov/osd.xml,,2015-11-05T12:54:17.608621
209483,200,http://www.french.ucla.edu/index.php/component/search/?Itemid=122&format=opensearch,,2015-11-05T12:54:18.311625
212572,400,http://water.discomap.eea.europa.eu/arcgis/services/Wise/FHRM_links/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:54:19.386347
213707,200,http://history.rutgers.edu/component/search/?Itemid=100148&catid=56&id=267&format=opensearch,,2015-11-05T12:54:20.318179
213911,405,https://services.geocirrus.co.nz/arcgis/rest/services/CERA/Christchurch_Aerial_20121016/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:54:21.491928
216000,200,https://www.bme.ncsu.edu/index.php/component/search/?task=userprofile&user=999&format=opensearch,,2015-11-05T12:54:22.348483
231889,500,http://www.economics.ox.ac.uk/Search?format=opensearch&id=63,,2015-11-05T12:54:23.122363
233793,200,http://vnavigator.eumetsat.int/discovery/os-description.xml,,2015-11-05T12:54:23.900220
235264,200,http://ecco.jpl.nasa.gov/thredds/wcs/ecco_Smoother/PREV/20131118/dr080_2004/n10day_28_37/gtKFave_08_08.06480_08880_720.cdf?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:54:24.036546
240503,500,http://www.economics.ox.ac.uk/Search?catid=12&format=opensearch&id=12749,,2015-11-05T12:54:24.634798
244178,200,https://clarin-pl.eu/dspace/open-search/description.xml,,2015-11-05T12:54:25.729422
245204,200,http://www.ulc.casa.colostate.edu/SearchEngineInfo.ashx,,2015-11-05T12:54:26.218456
245402,900,,The read operation timed out,2015-11-05T12:54:56.994422
247710,200,http://irw.rutgers.edu/component/search/?format=opensearch,,2015-11-05T12:54:57.856144
248920,200,http://www.uab.edu/it/home/component/search/?id=207:pgp-whole-disk-encryption-shredder&format=opensearch,,2015-11-05T12:54:58.749193
249945,200,http://catalog.towson.edu/search/opensearch.xml,,2015-11-05T12:54:59.387052
258391,200,http://ecco.jpl.nasa.gov/thredds/wcs/ecco_Smoother/PREV/20140906/dr080_2004/n10day_10_18/gsRelaxave_08_08.02160_04320_720.cdf?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:54:59.911680
259007,400,http://coast.noaa.gov/arcgis/services/DAV/NationalSocioeconomics/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:55:00.799393
265168,404,http://www.ncddc.noaa.gov/arcgis/services/DataAtlas/CMECS_Temperature_Winter/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:55:01.431276
265871,200,http://tigerweb.geo.census.gov/arcgis/rest/services/Languages/German/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:55:03.972914
267188,500,http://bexleyseabury.edu/search/?catid=29&format=opensearch&id=114,,2015-11-05T12:55:05.148595
267846,900,,Connection aborted. error(61; 'Connection refused'),2015-11-05T12:55:05.648066
271072,200,https://www.tsbvi.edu/component/search/?Itemid=680&catid=44&id=142&format=opensearch,,2015-11-05T12:55:06.560043
273563,400,http://basemap.nationalmap.gov/arcgis/services/USGSImageryOnly/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:55:06.756308
275631,200,http://mrdata.usgs.gov/wfs/nuresed?request=getcapabilities&service=WFS&version=1.0.0,,2015-11-05T12:55:07.081474
278001,200,http://globalchange.nasa.gov/KeywordSearch/Titles.do?KeywordPath=ServiceParameters;CMETADATA%20HANDLING;CDATA%20DISCOVERY&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:55:08.059603
278933,405,http://maps.cera.govt.nz/arcgis/rest/services/CERA/Christchurch_Aerial_20140217/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:55:09.132434
280022,200,http://forthesakeofall.org/osd.xml,,2015-11-05T12:55:09.895311
293480,200,https://www.uab.edu/it/home/component/search/?task=tag&tag=spamblocker&format=opensearch,,2015-11-05T12:55:10.448215
300436,200,https://purr.purdue.edu/search/?task=article&id=33&format=opensearch,,2015-11-05T12:55:11.131654
300968,301,http://jobs.theguardian.com/opensearch/,,2015-11-05T12:55:11.856853
305279,900,,'Connection aborted.'; gaierror(8; 'nodename nor servname provided; or not known')),2015-11-05T12:55:12.228084
305990,200,http://geodata.npolar.no/arcgis/rest/services/inspire1/NP_TopoArktis_UPSN_CLX/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:55:13.034109
307038,400,http://services.nationalmap.gov/arcgis/services/structures/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:55:14.109129
308536,200,http://solstice.ischool.utexas.edu/tmwi/opensearch_desc.php,,2015-11-05T12:55:14.767885
311023,200,http://texashistory.unt.edu/explore/partners/ACGS/opensearch/document/,,2015-11-05T12:55:15.311872
314123,200,http://webarchive.nationalarchives.gov.uk/20130402145952/http:/data.gov.uk/data/resource_cache/40/40c33d13-f53c-4568-a102-b090c2dadb10/WMSServer,,2015-11-05T12:55:16.113328
321826,200,http://gcmd.nasa.gov/KeywordSearch/Titles.do?KeywordPath=[Parent_DIF=_sic_A_Biotic_Database_of_Indo-Pacific_Marine_Mollusks_sic_]&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:55:16.824492
322177,200,http://geoportal-geoportail.gc.ca/arcgis/rest/services/Basemap/3978_Simple/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:55:18.611386
323938,900,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:590),2015-11-05T12:55:19.222974
328140,200,http://ferret.pmel.noaa.gov/thredds/wcs/las/woa01_seasonal/data_ferret.pmel.noaa.gov_thredds_dodsC_data_PMEL_WOA01_english_seasonal_salt_sea_nobs_1deg.nc.jnl?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:55:19.782855
331155,200,https://www.uab.edu/it/home/component/search/?task=tag&tag=WEBIT&format=opensearch,,2015-11-05T12:55:20.539044
332353,405,http://apps.geomatics.gov.nt.ca/arcgis/rest/services/Mosaics/NT_Sumps_MackenzieValley_Mosaic/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:55:21.202986
332484,200,https://www.uab.edu/give/campaign/component/search/?id=115:make-your-mark-on-uab&format=opensearch,,2015-11-05T12:55:22.017255
335879,500,http://bnrc.berkeley.edu/Search.html?format=opensearch,,2015-11-05T12:55:22.732632
341243,200,http://www.geotraces.org/component/search/?Itemid=286&format=opensearch,,2015-11-05T12:55:23.644219
342237,200,http://pubs.er.usgs.gov/opensearch.xml,,2015-11-05T12:55:24.415870
342548,200,https://www.uab.edu/medicine/cdib/component/search/?format=opensearch,,2015-11-05T12:55:25.175499
342639,200,http://stackoverflow.com/opensearch.xml,,2015-11-05T12:55:25.767349
349465,200,http://www.stellarnet.eu/d/7/5/opensearch_desc.php,,2015-11-05T12:55:26.314574
349823,900,,('Connection aborted.'; error(54; 'Connection reset by peer')),2015-11-05T12:55:26.552221
361260,500,http://www.economics.ox.ac.uk/Search?catid=10&format=opensearch&id=11726,,2015-11-05T12:55:27.481226
363157,200,http://www.cs.colostate.edu/~anderson/cs200/index.html/lib/exe/opensearch.php,,2015-11-05T12:55:28.050553
363846,200,http://gcmd.gsfc.nasa.gov/KeywordSearch/OpenSearch.do?KeywordPath=Parameters;CSPECTRAL/ENGINEERING;CX-RAY&Portal=GCMD_legacy&Output=atom,,2015-11-05T12:55:28.358780
366233,900,,('Connection aborted.'; error(64; 'Host is down')),2015-11-05T12:56:07.292950
371586,200,http://ferret.pmel.noaa.gov/thredds/wcs/las/woa01_seasonal/data_ferret.pmel.noaa.gov_thredds_dodsC_data_PMEL_WOA01_english_seasonal_AOU_sea_gridpt_1deg.nc.jnl?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:56:07.400290
377336,400,http://bio.discomap.eea.europa.eu/arcgis/services/Bio/EcoTones_Dyna_LAEA/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:56:14.327496
378755,200,http://database.stcv.be/opensearch/opensearch-fr.xml,,2015-11-05T12:56:14.602231
379546,200,http://services.azgs.az.gov/arcgis/services/aasggeothermal/AKThermalSprings/MapServer/WFSServer?request=GetCapabilities&service=WFS,,2015-11-05T12:56:15.121180
382761,200,http://geothermal.isgs.illinois.edu/arcgis/services/aasggeothermal/INWellLogs/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:56:15.859723
386661,200,http://cyber.law.harvard.edu/cybersecurity/opensearch_desc.php,,2015-11-05T12:56:16.539780
391548,405,http://maps.edc.uri.edu/arcgis/rest/services/Atlas_geoscientificInformation/Soil_Permeability_and_Water_Table_Depth/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:56:17.050562
395871,200,http://gcmd.gsfc.nasa.gov/KeywordSearch/Titles.do?KeywordPath=Parameters;CAGRICULTURE;CAGRICULTURAL%20PLANT%20SCIENCE;CCROPPING%20SYSTEMS&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:56:17.867040
397451,404,http://www.uab.edu/vsgp/component/search/?format=opensearch,,2015-11-05T12:56:18.418833
399145,405,http://www.coast.noaa.gov/arcgis/rest/services/dc_slr/marsh_175/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:56:19.045602
400468,200,http://ecco.jpl.nasa.gov/thredds/wcs/ecco_Smoother/PREV/20150701/dr080_1996/n10day_28_37/gtZdiffGMave_08_08.06480_08880_720.cdf?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:56:19.567543
401141,200,https://www.bme.unc.edu/index.php/component/search/?task=userprofile&user=772&format=opensearch,,2015-11-05T12:56:20.408027
405689,200,http://www.uab.edu/it/home/component/search/?task=tag&tag=delegate&format=opensearch,,2015-11-05T12:56:20.710378
407928,500,http://www.economics.ox.ac.uk/Search?catid=12&format=opensearch&id=1606,,2015-11-05T12:56:21.206478
413879,200,https://www.uab.edu/it/home/component/search/?task=tag&tag=web%20conferencing&format=opensearch,,2015-11-05T12:56:21.720702
416707,200,http://www.lfd.uci.edu/opensearch.xml,,2015-11-05T12:56:22.247737
420494,500,http://www.economics.ox.ac.uk/Search/Page-10?format=opensearch&paper_series=36&search=working_papers__all,,2015-11-05T12:56:22.754584
424667,200,http://vega.sanger.ac.uk/opensearch/Canis_familiaris.xml,,2015-11-05T12:56:24.050988
424795,404,https://www.sciencebase.gov/catalog/items?q=&filter=tags%3DThe+Loop+7.5-minute+quadrangle&format=atom,,2015-11-05T12:56:24.839784
425905,200,http://www.wanfangdata.com.cn/opensearchdescription.xml,,2015-11-05T12:56:26.499310
427314,200,http://ferret.pmel.noaa.gov/thredds/wcs/hfrnet/agg/500m?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:56:27.011642
427429,200,http://webarchive.nationalarchives.gov.uk/20130401151655/http:/data.gov.uk/data/resource_cache/af/af28d585-ab71-4b4e-a323-a2f594fde851/wms,,2015-11-05T12:56:27.714694
427765,301,http://www.ceos.org/index.php?option=com_search&view=category&layout=blog&id=148&Itemid=213&format=opensearch,,2015-11-05T12:56:28.484438
429833,200,https://data.detroitmi.gov/opensearch.xml,,2015-11-05T12:56:29.274321
430703,200,http://www.oas.casa.colostate.edu/SearchEngineInfo.ashx,,2015-11-05T12:56:29.778812
435319,200,https://www.uab.edu/graduate/component/search/?Itemid=118&format=opensearch,,2015-11-05T12:56:30.873348
440448,200,http://www.galapro.eu/sessions/dokuwiki/lib/exe/opensearch.php,,2015-11-05T12:56:31.603677
442198,200,https://www.uab.edu/it/home/component/search/?id=212:filevault-on-106-and-below&format=opensearch,,2015-11-05T12:56:32.072808
442224,200,http://gcmd.gsfc.nasa.gov/KeywordSearch/Titles.do?KeywordPath=Parameters;CBIOLOGICAL%20CLASSIFICATION;CPROTISTS;CAMOEBOIDS&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:56:32.497265
444402,900,,('The read operation timed out'),2015-11-05T12:57:02.868642
445388,200,http://webarchive.nationalarchives.gov.uk/20130402145952/http:/data.gov.uk/data/resource_cache/33/33660f9f-9066-4965-8898-b1c7de815220/WMSServer,,2015-11-05T12:57:03.168573
446783,200,http://gstore.unm.edu/apps/rgis/datasets/922a086e-947e-47f8-b4c0-7cda672cff11/services/ogc/wcs?SERVICE=wcs&REQUEST=GetCapabilities&VERSION=1.1.2,,2015-11-05T12:57:03.838383
448909,900,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:590),2015-11-05T12:57:04.468453
449460,200,https://www.uab.edu/it/home/component/search/?task=tag&tag=resnet&format=opensearch,,2015-11-05T12:57:04.936896
450619,200,http://globalchange.nasa.gov/KeywordSearch/Titles.do?KeywordPath=ServiceParameters;CMODELS;CATMOSPHERIC%20CHEMISTRY%20MODELS&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:57:05.216430
452012,404,http://www.ncddc.noaa.gov/arcgis/services/DataAtlas/CAGES_SandSeatrout_Occurrence/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:57:05.914860
459057,200,http://bid.berkeley.edu/cs160-fall12/opensearch_desc.php,,2015-11-05T12:57:06.851122
463177,404,http://www.ncddc.noaa.gov/arcgis/services/Models/IASNFS_SeaSurfaceSalinityForecasts/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:57:07.044868
628290,200,http://burkinafaso.opendataforafrica.org/OpenSearch.xml,,2015-11-05T12:57:07.825120
467063,200,http://gstore.unm.edu/apps/rgis/datasets/7771be48-4344-4979-977f-162d1abf91e8/services/ogc/wms?SERVICE=wms&REQUEST=GetCapabilities&VERSION=1.1.1,,2015-11-05T12:57:07.986905
470106,400,http://ndgishub.nd.gov/arcgis/services/Features/Communications/MapServer/WFSServer?request=GetCapabilities&service=WFS,,2015-11-05T12:57:08.530783
474173,900,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:590),2015-11-05T12:57:09.361556
475907,200,http://percolate.arizona.edu/lib/exe/opensearch.php,,2015-11-05T12:57:10.037534
477642,200,https://www.debian.org/search.hu.xml,,2015-11-05T12:57:10.796456
480363,200,http://www.muny.org/component/search/?Itemid=290&format=opensearch,,2015-11-05T12:57:11.703717
483760,400,http://maritimeboundaries.noaa.gov/arcgis/services/MaritimeBoundaries/US_Maritime_Limits_Boundaries/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:57:12.298486
493650,200,https://data.melbourne.vic.gov.au/opensearch.xml,,2015-11-05T12:57:13.194164
495561,200,http://stellwagen.er.usgs.gov/thredds/wcs/TSdata/MVCO_11/9105advb-cal.cdf?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:57:44.015907
496962,200,http://www.uab.edu/it/home/component/search/?task=tag&tag=exchange&format=opensearch,,2015-11-05T12:57:44.685587
497857,405,http://dataserver.nccs.nasa.gov/thredds/wms/seasonal/ocn_ana_3D_ll?service=WMS&version=1.3.0&request=GetCapabilities,,2015-11-05T12:57:45.288760
498957,400,http://www.coast.noaa.gov/arcgis/services/LakeLevels/Depth_4/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:57:45.843762
499488,200,http://comkat.case.edu/opensearch_desc.php,,2015-11-05T12:57:46.630701
500003,200,http://tpwd.texas.gov/arcgis/rest/services/Vegetation_Mapping/Texas_Ecological_Mapping_Systems_Data/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:57:46.730310
501710,301,http://c3bio.org/search/?format=opensearch,,2015-11-05T12:57:47.373766
501828,405,https://www.webapps.nwfsc.noaa.gov/arcgis/rest/services/NOAA_Ecosystems/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:57:48.010686
502565,404,http://www.ncddc.noaa.gov/arcgis/services/EnvironmentalMonitoring/Ocean_GulfOfMexico_Basemap/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:57:48.659915
641538,200,http://cbe.tamu.edu/SearchEngineInfo.ashx,,2015-11-05T12:57:49.249104
509383,200,http://search.lib.unc.edu/filmfinder/include/opensearch.xml,,2015-11-05T12:57:49.729059
510461,200,http://lindquist.cul.columbia.edu/catalog/opensearch.xml,,2015-11-05T12:57:50.270914
510725,200,http://wcrp-climate.org/index.php/component/search/?format=opensearch,,2015-11-05T12:57:51.602983
511346,200,http://resource.sgu.se/service/wms/130/brunnar,,2015-11-05T12:57:52.355975
515558,200,http://inspire.nationalparks.gov.uk/geoserver/dnpa_inspire/ows?service=wms&version=1.3.0&request=GetCapabilities,,2015-11-05T12:57:54.080192
517570,200,http://members.tei-c.org/opensearch.ashx,,2015-11-05T12:57:54.719083
521578,400,http://kars.ku.edu/arcgis/services/SingleLayers/PotentialWetlandAreas/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:57:55.264049
522525,404,https://www.pacificsciencecenter.org/Search?format=opensearch&id=171,,2015-11-05T12:57:56.212068
524063,301,http://www.ceos.org/index.php?option=com_search&view=category&layout=blog&id=71&Itemid=109&format=opensearch,,2015-11-05T12:57:56.964720
524205,200,http://ecco.jpl.nasa.gov/thredds/wcs/ecco_Smoother/PREV/20140906/dr080_2013/n10day_01_09/OBPano_08_08.00001_02160_012.cdf?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:57:57.430655
528343,200,http://www.chem.uci.edu/~jgreaves/mass-spectrometry/index.php/component/search/?format=opensearch,,2015-11-05T12:57:58.070931
530152,200,http://www.catalog.calpoly.edu/search/opensearch.xml,,2015-11-05T12:57:58.684622
531151,200,http://ferret.pmel.noaa.gov/thredds/wcs/las/surface-marine-1994-clm/data_ferret.pmel.noaa.gov_thredds_dodsC_data_PMEL_surface_marine_prcp_std.nc.jnl?service=WCS&version=1.0.0&request=GetCapabilities,,2015-11-05T12:57:59.247439
536043,405,http://coast.noaa.gov/arcgis/rest/services/sovi/sovi_tracts2010/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:57:59.798936
538514,400,http://coast.noaa.gov/arcgis/services/DAV/shadow/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:58:00.014725
542973,404,https://www.sciencebase.gov/catalog/items?q=&filter=tags%3DOther+Government+Agencies&filter=dateRange%3D;B%22choice%22%3A%22day%22;D&format=atom,,2015-11-05T12:58:00.352959
543470,200,http://ebtc.eu/index.php/component/search/?tag=dublin:chamber:of:commerce&task=tag&format=opensearch,,2015-11-05T12:58:01.754319
543881,200,http://fio.usf.edu/component/search/?id=110:r-v-weatherbird-ii&format=opensearch,,2015-11-05T12:58:02.813429
544977,405,http://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Ortho2012_WebMercator/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:58:03.443891
667757,200,https://confluence.pegasus.isi.edu/opensearch/osd.action,,2015-11-05T12:58:04.029718
547625,406,http://www.iacet.org/component/search/?format=opensearch,,2015-11-05T12:58:04.464560
551207,200,http://mrdata.usgs.gov/services/nuresed?request=GetCapabilities&service=WMS&version=1.1.1,,2015-11-05T12:58:04.762610
552548,200,https://uarkive.uark.edu/xmlui/open-search/description.xml,,2015-11-05T12:58:05.497029
552835,200,http://euspot.eu/osd.xml,,2015-11-05T12:58:06.256662
556290,200,http://web2.nbmg.unr.edu/arcgis/services/MT_Data/MTWellHeaders/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:58:06.791514
562353,200,http://mrdata.usgs.gov/wfs/ngs?request=getcapabilities&service=WFS&version=1.1.0,,2015-11-05T12:58:07.091724
563225,200,http://services.azgs.az.gov/arcgis/services/aasggeothermal/OKBoreholeLithIntervals/MapServer/WFSServer?request=GetCapabilities&service=WFS,,2015-11-05T12:58:07.963871
567886,200,http://www.maris.state.ms.us/arcgis/rest/services/MARIS/NHD_MinorStreams/MapServer/WMTS/1.0.0/WMTSCapabilities.xml,,2015-11-05T12:58:08.739115
570849,200,http://www.isr.reading.ac.uk/index.php/component/search/?format=opensearch,,2015-11-05T12:58:09.078897
570952,405,http://ecco.jpl.nasa.gov/thredds/wms/ecco_KalmanFilter/kf080g_2011/n10day_28_37/gtWave_08_08.06480_08880_720.cdf?service=WMS&version=1.3.0&request=GetCapabilities,,2015-11-05T12:58:09.209725
571334,400,http://www.coast.noaa.gov/arcgis/services/dc_slr/conf_6ft/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:58:09.434594
584254,200,http://webarchive.nationalarchives.gov.uk/20101105181122/http:/www.hefce.ac.uk/opensearchdescription.xml,,2015-11-05T12:58:10.062404
575306,405,http://ecco.jpl.nasa.gov/thredds/wms/ecco_Smoother/PREV/20140906/dr080_2003/n10day_01_09/gtRelaxave_08_08.00001_02160_720.cdf?service=WMS&version=1.3.0&request=GetCapabilities,,2015-11-05T12:58:10.176379
575716,302,http://www.uab.edu/map/component/search/?format=opensearch,,2015-11-05T12:58:10.294174
578977,404,https://www.sciencebase.gov/catalog/items?q=&filter=browseType%3DShapefile&filter=tags%3D;B%22scheme%22%3A%22none%22;D&format=atom,,2015-11-05T12:58:10.617155
579156,200,http://srfs.wr.usgs.gov/arcgis/services/HumanFootprint/HumanFootprintInputModels/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:58:11.526518
583467,200,http://gstore.unm.edu/apps/rgis/datasets/10b422c3-621f-4982-b488-289126347b74/services/ogc/wms?SERVICE=wms&REQUEST=GetCapabilities&VERSION=1.1.1,,2015-11-05T12:58:12.097150
583583,200,http://geothermal.isgs.illinois.edu/ArcGIS/services/aasggeothermal/MADirectUseSites/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:58:12.599278
584845,200,https://www.uab.edu/give/now/component/search/?formId=4&fundid=828;CSHP%20Building%20Gift%20Account&format=opensearch,,2015-11-05T12:58:12.990908
586543,200,http://cafe.spl.harvard.edu/CAFEWeb/opensearch_desc.php,,2015-11-05T12:58:14.188473
591015,200,http://gcmd.gsfc.nasa.gov/KeywordSearch/Titles.do?KeywordPath=DataCenters;CU.S.%20STATE_sic_REGIONAL_sic_LOCAL%20AGENCIES;CALASKA&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:58:14.762536
591579,200,http://gcmd.gsfc.nasa.gov/KeywordSearch/Titles.do?KeywordPath=Projects;CM%20-%20O;CMABP&Portal=GCMD&clientId=null&Output=atom,,2015-11-05T12:58:15.049928
592034,900,,('Connection aborted.'; error(61; 'Connection refused')),2015-11-05T12:58:15.548024
593220,400,http://discomap.eea.europa.eu/arcgis/services/Bio/CDDA_Dyna_WM/MapServer/WMSServer?request=GetCapabilities&service=WMS,,2015-11-05T12:58:22.088720
