"id","age","protocol","num_lineage_tokens","num_lineage_elements"
674328,"2014-06-01","""ISO""",135,2
811354,"2015-06-01","""ISO""",55,2
639785,"2014-10-01","""ISO""",4,1
253645,"2014-11-01","""ISO""",332,1
354117,"2015-07-01","""ISO""",80,1
530083,"","""ISO""",138,1
214553,"","""ISO""",1,1
459545,"2014-03-01","""ISO""",121,1
196149,"2015-06-01","""ISO""",92,1
332649,"","""ISO""",1,1
809452,"2014-03-01","""ISO""",121,1
307728,"","""ISO""",66,1
407607,"2015-05-01","""ISO""",18,1
734277,"2015-05-01","""ISO""",18,1
705784,"","""ISO""",69,1
380137,"2015-09-01","""ISO""",31,1
354455,"","""ISO""",6,1
611871,"2014-06-01","""ISO""",41,1
563209,"2015-09-01","""ISO""",23,1
334525,"","""ISO""",73,1
417071,"","""ISO""",1,1
770621,"","""ISO""",1,1
228435,"","""ISO""",63,1
432488,"","""ISO""",33,1
236650,"2014-03-01","""ISO""",121,1
572553,"2015-08-01","""ISO""",7,1
276054,"2015-09-01","""ISO""",16,1
229135,"2014-06-01","""ISO""",41,1
538719,"2014-03-01","""ISO""",121,1
658781,"2014-08-01","""ISO""",121,1
262901,"2014-10-01","""ISO""",39,1
700880,"2014-03-01","""ISO""",121,1
764666,"2014-05-01","""ISO""",15,1
786703,"","""ISO""",236,1
549135,"2014-06-01","""ISO""",41,1
260475,"","""ISO""",443,1
491991,"","""ISO""",426,1
546627,"","""ISO""",19,1
194107,"2012-03-01","""ISO""",10,1
464085,"2014-09-01","""ISO""",35,1
323685,"","""ISO""",68,1
617717,"","""ISO""",3,1
309929,"2014-05-01","""ISO""",15,1
554194,"","""ISO""",33,1
657394,"2015-08-01","""ISO""",18,1
374670,"","""ISO""",1,1
144183,"2015-08-01","""ISO""",123,1
265717,"2015-08-01","""ISO""",7,1
657125,"2015-09-01","""ISO""",18,1
137719,"2015-08-01","""ISO""",6,1
425679,"2013-06-01","""ISO""",41,1
741612,"","""ISO""",29,1
797374,"","""ISO""",196,1
595979,"2014-10-01","""ISO""",214,1
169542,"2015-01-01","""ISO""",47,1
429814,"","""ISO""",41,1
523490,"2014-03-01","""ISO""",121,1
727366,"2015-08-01","""ISO""",6,1
432821,"2014-03-01","""ISO""",121,1
476706,"2013-11-01","""ISO""",41,1
572036,"","""ISO""",1,1
388476,"","""ISO""",1,1
447463,"","""ISO""",45,1
186602,"","""ISO""",29,1
436175,"2015-07-01","""ISO""",5,1
665424,"","""ISO""",69,1
401405,"2014-10-01","""ISO""",4,1
619907,"2014-03-01","""ISO""",121,1
224576,"2013-06-01","""ISO""",12,1
302246,"2015-05-01","""ISO""",18,1
413817,"2015-07-01","""ISO""",104,1
749104,"2014-06-01","""ISO""",41,1
574016,"","""ISO""",71,1
332127,"2014-03-01","""ISO""",121,1
796895,"2015-08-01","""ISO""",6,1
727469,"2015-08-01","""ISO""",36,1
189308,"2014-03-01","""ISO""",121,1
459512,"2015-01-01","""ISO""",46,1
332970,"2014-05-01","""ISO""",18,1
389229,"2014-09-01","""ISO""",61,1
738254,"2014-03-01","""ISO""",36,1
724117,"2013-06-01","""ISO""",12,1
486813,"2015-06-01","""ISO""",20,1
763252,"","""ISO""",145,1
561889,"2014-06-01","""ISO""",41,1
735837,"2015-02-01","""ISO""",17,1
154405,"","""ISO""",35,1
282941,"","""ISO""",15,1
439281,"2015-08-01","""ISO""",18,1
475334,"2015-01-01","""ISO""",394,1
459786,"2015-07-01","""ISO""",56,1
535445,"2015-05-01","""ISO""",18,1
699888,"2015-05-01","""ISO""",18,1
386238,"2015-07-01","""ISO""",13,1
207507,"2014-10-01","""ISO""",11,1
359222,"","""ISO""",22,1
239991,"","""ISO""",63,1
695634,"2015-08-01","""ISO""",36,1
195003,"2014-05-01","""ISO""",104,1
437557,"","""ISO""",196,1
527238,"2013-12-01","""ISO""",42,1
775931,"2015-06-01","""ISO""",56,1
207247,"","""ISO""",29,1
333181,"2013-11-01","""ISO""",41,1
781854,"2015-08-01","""ISO""",7,1
588400,"2014-12-01","""ISO""",43,1
410908,"","""ISO""",1,1
577729,"2015-05-01","""ISO""",18,1
510340,"2015-09-01","""ISO""",123,1
314159,"","""ISO""",63,1
757607,"2014-08-01","""ISO""",121,1
610870,"","""ISO""",12,1
234521,"","""ISO""",419,1
397278,"2015-08-01","""ISO""",6,1
434814,"","""ISO""",9,1
229433,"","""ISO""",29,1
791208,"","""ISO""",417,1
453942,"","""ISO""",33,1
749947,"","""ISO""",418,1
669173,"","""ISO""",1,1
143747,"2015-07-01","""ISO""",5,1
779492,"2014-08-01","""ISO""",1563,1
356565,"","""ISO""",415,1
227497,"2015-08-01","""ISO""",31,1
204137,"","""ISO""",66,1
784084,"","""ISO""",29,1
813795,"","""ISO""",3,1
745188,"2015-04-01","""ISO""",18,1
202468,"2014-03-01","""ISO""",121,1
807716,"","""ISO""",200,1
624356,"2014-03-01","""ISO""",121,1
681681,"2013-06-01","""ISO""",41,1
723570,"2014-12-01","""ISO""",36,1
548260,"","""ISO""",7,1
456819,"2015-09-01","""ISO""",30,1
258124,"2014-05-01","""ISO""",29,1
273177,"2013-06-01","""ISO""",41,1
291454,"","""ISO""",431,1
743047,"","""ISO""",1,1
795992,"","""ISO""",29,1
177238,"","""ISO""",441,1
578677,"","""ISO""",184,1
193951,"2014-03-01","""ISO""",47,1
197183,"2014-05-01","""ISO""",15,1
525453,"2013-11-01","""ISO""",12,1
531358,"2013-06-01","""ISO""",41,1
288700,"","""ISO""",22,1
614636,"2015-05-01","""ISO""",18,1
152615,"","""ISO""",1,1
551966,"2014-06-01","""ISO""",41,1
806755,"2014-10-01","""ISO""",1,1
658855,"2013-11-01","""ISO""",12,1
720415,"","""ISO""",32,1
254441,"","""ISO""",1,1
656604,"2014-03-01","""ISO""",121,1
204537,"2013-06-01","""ISO""",41,1
137986,"2013-06-01","""ISO""",41,1
680604,"2014-03-01","""ISO""",121,1
695636,"","""ISO""",17,1
277932,"2014-08-01","""ISO""",121,1
535118,"","""ISO""",424,1
570922,"2014-08-01","""ISO""",121,1
340310,"","""ISO""",81,1
392206,"2015-08-01","""ISO""",7,1
753806,"","""ISO""",7,1
414165,"2015-09-01","""ISO""",37,1
678328,"","""ISO""",1,1
516604,"2014-10-01","""ISO""",5,1
258337,"2015-08-01","""ISO""",6,1
388967,"2013-11-01","""ISO""",41,1
596686,"2014-03-01","""ISO""",121,1
542334,"","""ISO""",33,1
320998,"2014-06-01","""ISO""",89,1
390713,"","""ISO""",29,1
233070,"","""ISO""",219,1
560437,"2014-03-01","""ISO""",121,1
635958,"2014-06-01","""ISO""",41,1
667333,"2015-08-01","""ISO""",5,1
265474,"2015-06-01","""ISO""",92,1
302213,"2013-06-01","""ISO""",41,1
803273,"2014-06-01","""ISO""",41,1
227039,"2014-09-01","""ISO""",61,1
576138,"2014-03-01","""ISO""",121,1
201584,"2015-05-01","""ISO""",18,1
549959,"2013-06-01","""ISO""",41,1
444378,"","""ISO""",69,1
156071,"2015-09-01","""ISO""",39,1
788902,"2014-06-01","""ISO""",41,1
224736,"2014-06-01","""ISO""",41,1
577675,"","""ISO""",1,1
592911,"2015-05-01","""ISO""",18,1
309777,"2013-11-01","""ISO""",41,1
644355,"","""ISO""",1,1
142002,"2015-07-01","""ISO""",3,1
169811,"2014-09-01","""ISO""",286,1
596799,"2015-04-01","""ISO""",18,1
327508,"2010-01-01","""ISO""",12,1
200079,"","""ISO""",21,1
765309,"2013-11-01","""ISO""",12,1
682860,"2014-09-01","""ISO""",49,1
380189,"","""ISO""",272,1
618889,"2015-04-01","""ISO""",18,1
400838,"2015-06-01","""ISO""",16,1
493356,"2015-04-01","""ISO""",18,1
344821,"2015-09-01","""ISO""",4,1
787357,"","""ISO""",29,1
673427,"","""ISO""",1,1
713257,"2015-05-01","""ISO""",499,1
433596,"2014-07-01","""ISO""",30,1
465407,"","""ISO""",181,1
600225,"","""ISO""",45,1
310450,"2013-10-01","""ISO""",19,1
706518,"2015-05-01","""ISO""",18,1
478351,"2015-07-01","""ISO""",7,1
451140,"2015-05-01","""ISO""",19,1
551167,"2015-09-01","""ISO""",18,1
449840,"","""ISO""",1,1
583835,"2014-06-01","""ISO""",41,1
380157,"","""ISO""",6,1
760842,"2015-09-01","""ISO""",40,1
308396,"","""ISO""",1,1
640596,"","""ISO""",4,1
809512,"2014-03-01","""ISO""",121,1
690242,"","""ISO""",418,1
737549,"","""ISO""",80,1
160301,"","""ISO""",1,1
756917,"2013-06-01","""ISO""",41,1
792512,"","""ISO""",1,1
610985,"2013-11-01","""ISO""",41,1
588779,"2015-07-01","""ISO""",12,1
734762,"2013-11-01","""ISO""",41,1
157749,"2015-08-01","""ISO""",6,1
746197,"2014-06-01","""ISO""",41,1
225085,"","""ISO""",16,1
338329,"2014-11-01","""ISO""",588,1
730181,"2014-06-01","""ISO""",41,1
233421,"2014-11-01","""ISO""",27,1
262095,"2013-11-01","""ISO""",41,1
555116,"2015-06-01","""ISO""",31,1
402649,"2014-11-01","""ISO""",39,1
258064,"2014-06-01","""ISO""",41,1
710131,"2013-11-01","""ISO""",12,1
