"id","age","min","num_lineage_tokens","num_lineage_elements","num_quality_tokens","num_quality_elements"
338526,"","""ISO""",33,1,,0
338539,"","""ISO""",64,1,,0
338543,"2011-07-01","""FGDC""",146,2,244,2
338549,"2012-03-01","""ISO""",,0,80,2
338574,"2014-07-01","""FGDC""",36,2,2,2
338593,"1996-12-01","""FGDC""",1887,3,167,3
338601,"2011-07-01","""FGDC""",340,28,1085,28
338606,"2014-10-01","""ISO""",39,1,,0
338611,"2013-06-01","""ISO""",41,1,22,1
338621,"2015-08-01","""FGDC""",4,4,4,4
338624,"2015-08-01","""ISO""",,0,,0
338633,"2012-12-01","""FGDC""",1887,3,167,3
338647,"","""ISO""",,0,,0
338653,"2011-07-01","""FGDC""",146,2,256,2
338661,"2013-02-01","""FGDC""",,0,1,1
338670,"2015-08-01","""ISO""",14,1,,0
338678,"2011-10-01","""FGDC""",65,10,88,10
338679,"2011-10-01","""FGDC""",1295,10,174,10
338687,"2015-04-01","""ISO""",18,1,54,1
338699,"2014-07-01","""ISO""",,0,48,2
338710,"2015-04-01","""FGDC""",87,3,57,3
338727,"2011-04-01","""ISO""",,0,,0
338730,"","""ISO""",417,1,,0
338781,"2014-05-01","""ISO""",15,1,,0
338796,"1978-07-01","""FGDC""",1887,3,167,3
338803,"2015-01-01","""FGDC""",115,5,82,5
338821,"2015-02-01","""FGDC""",1329,3,24,3
338837,"2004-04-01","""FGDC""",345,5,23,5
338843,"2015-10-01","""FGDC""",,0,,0
338858,"2009-04-01","""FGDC""",6,3,33,3
338861,"2003-11-01","""FGDC""",4,2,,0
338901,"2003-01-01","""ISO""",,0,52,2
338945,"2005-12-01","""FGDC""",24,1,,0
338957,"2014-03-01","""ISO""",121,1,,0
338964,"2009-01-01","""ISO""",,0,40,2
338978,"2014-06-01","""ISO""",41,1,22,1
339030,"2012-02-01","""FGDC""",1235,5,21,5
339032,"2014-11-01","""FGDC""",4,4,239,4
339034,"2012-09-01","""FGDC""",,0,,0
339038,"2015-05-01","""ISO""",,0,,0
339077,"2006-12-01","""FGDC""",1905,3,167,3
339079,"2014-10-01","""FGDC""",226,2,2,2
339083,"2010-04-01","""FGDC""",316,16,620,16
339117,"2011-01-01","""FGDC""",610,10,396,10
339120,"2004-04-01","""FGDC""",4960,30,5574,30
339151,"2010-08-01","""FGDC""",620,10,306,10
339158,"2004-02-01","""FGDC""",1905,3,167,3
339160,"2013-11-01","""ISO""",41,1,22,1
339165,"2014-05-01","""ISO""",,0,,0
339177,"","""ISO""",,0,,0
339179,"2015-05-01","""FGDC""",525,5,169,5
339196,"2015-08-01","""ISO""",,0,,0
339210,"2012-09-01","""ISO""",,0,,0
339223,"","""ISO""",29,1,,0
339228,"2007-08-01","""FGDC""",724,16,328,16
339246,"","""ISO""",1,1,,0
339248,"2014-11-01","""ISO""",522,1,,0
339254,"","""ISO""",7,1,,0
339288,"2009-05-01","""ISO""",,0,342,2
339306,"2014-03-01","""ISO""",121,1,,0
339315,"2015-10-01","""FGDC""",2905,5,158,5
339328,"2015-03-01","""ISO""",60,1,12,1
339335,"","""ISO""",11,1,,0
339344,"2011-05-01","""FGDC""",6,3,,0
339345,"2014-12-01","""FGDC""",900,10,824,10
339358,"2013-06-01","""ISO""",,0,,0
339367,"2013-06-01","""ISO""",41,1,22,1
339415,"2015-02-01","""FGDC""",2223,3,66,3
339417,"2015-08-01","""ISO""",6,1,,0
339502,"2015-10-01","""FGDC""",2905,5,158,5
339506,"","""ISO""",1,1,,0
339515,"","""ISO""",9,1,,0
339518,"","""ISO""",29,1,,0
339534,"1976-11-01","""FGDC""",1887,3,167,3
339535,"2014-03-01","""FGDC""",216,4,12,4
339539,"2010-04-01","""FGDC""",316,16,620,16
339540,"2011-09-01","""FGDC""",4,2,,0
339542,"2014-12-01","""ISO""",,0,,0
339548,"2012-03-01","""ISO""",,0,58,2
339559,"2011-09-01","""FGDC""",,0,6,1
339573,"2005-06-01","""FGDC""",555,25,1275,25
339579,"2010-05-01","""FGDC""",620,10,304,10
339581,"2013-11-01","""ISO""",41,1,22,1
339592,"2012-09-01","""FGDC""",,0,,0
339626,"2012-10-01","""FGDC""",1528,8,164,8
339719,"2012-04-01","""FGDC""",6,3,,0
339742,"","""ISO""",32,1,,0
339748,"","""ISO""",63,1,,0
339753,"2015-03-01","""FGDC""",74,4,372,4
339763,"2008-07-01","""FGDC""",284,4,101,4
339774,"2015-10-01","""FGDC""",2905,5,158,5
339786,"2014-10-01","""ISO""",551,1,,0
339797,"2015-10-01","""FGDC""",2905,5,158,5
339802,"2015-03-01","""FGDC""",250,5,80,5
339804,"2014-02-01","""FGDC""",310,5,112,5
339808,"2011-01-01","""FGDC""",610,10,532,10
339820,"2014-05-01","""ISO""",24,1,,0
339834,"2015-08-01","""ISO""",6,1,,0
339846,"2011-01-01","""ISO""",,0,66,2
339856,"2004-07-01","""FGDC""",6,3,,0
339884,"2015-06-01","""FGDC""",,0,,0
339898,"2014-03-01","""ISO""",,0,2,2
339938,"2009-03-01","""ISO""",,0,346,2
339960,"2015-10-01","""FGDC""",2905,5,158,5
339975,"2014-12-01","""FGDC""",345,10,580,10
340008,"2005-02-01","""ISO""",,0,12,2
340010,"2004-05-01","""FGDC""",72,10,375,10
340025,"","""ISO""",,0,,0
340041,"2014-09-01","""ISO""",,0,136,2
340044,"","""ISO""",428,1,,0
340049,"2003-08-01","""FGDC""",1059,3,36,3
340062,"2015-01-01","""FGDC""",2068,8,116,8
340065,"2013-09-01","""FGDC""",1887,3,167,3
340076,"2015-06-01","""ISO""",,0,,0
340079,"2013-11-01","""ISO""",41,1,22,1
340107,"2007-04-01","""ISO""",,0,,0
340108,"2014-09-01","""FGDC""",,0,,0
340122,"","""ISO""",1,1,,0
340123,"2008-04-01","""ISO""",,0,340,2
340149,"2015-08-01","""FGDC""",2681,21,384,21
340150,"2007-03-01","""FGDC""",220,5,155,5
340167,"2010-08-01","""ISO""",,0,,0
340174,"2003-10-01","""FGDC""",1225,5,96,5
340213,"2010-12-01","""FGDC""",90,9,114,9
340224,"2012-09-01","""FGDC""",,0,,0
340240,"2015-08-01","""ISO""",6,1,,0
340258,"2014-03-01","""ISO""",121,1,,0
340264,"2014-05-01","""ISO""",25,1,,0
340271,"2011-08-01","""FGDC""",615,10,382,10
340282,"","""ISO""",13,1,,0
340306,"2006-03-01","""FGDC""",258,8,,0
340310,"","""ISO""",81,1,,0
340313,"2002-07-01","""FGDC""",5358,12,958,12
340322,"2015-04-01","""ISO""",,0,,0
340342,"2014-12-01","""FGDC""",,0,,0
340347,"2014-07-01","""ISO""",30,1,,0
340350,"2007-09-01","""FGDC""",2610,3,221,3
340352,"2008-10-01","""FGDC""",708,18,276,18
340353,"2015-05-01","""ISO""",18,1,54,1
340377,"","""ISO""",1,1,,0
340416,"2015-10-01","""FGDC""",2905,5,158,5
340429,"2015-08-01","""FGDC""",28,8,8,8
340493,"2015-09-01","""FGDC""",135,3,119,3
340524,"","""ISO""",17,1,,0
340529,"2010-11-01","""FGDC""",2115,3,167,3
340568,"2014-03-01","""ISO""",,0,,0
340612,"2005-04-01","""FGDC""",1905,3,167,3
340639,"2014-06-01","""ISO""",41,1,22,1
340662,"2010-04-01","""FGDC""",316,16,620,16
340680,"2015-05-01","""ISO""",18,1,54,1
340713,"2014-10-01","""ISO""",4,1,,0
340719,"2012-02-01","""FGDC""",,0,6,1
340735,"2008-07-01","""FGDC""",620,10,386,10
340755,"2015-08-01","""FGDC""",1204,7,171,7
340759,"2010-08-01","""FGDC""",620,10,378,10
340793,"2003-11-01","""FGDC""",8,4,,0
340796,"2012-03-01","""FGDC""",25,5,21,5
340812,"","""ISO""",414,1,,0
340826,"2012-05-01","""ISO""",,0,2,2
340838,"2015-08-01","""ISO""",6,1,,0
340851,"2002-12-01","""FGDC""",2215,5,358,5
340858,"2014-03-01","""ISO""",121,1,,0
340861,"2015-10-01","""FGDC""",2905,5,158,5
340864,"2013-06-01","""ISO""",41,1,22,1
340873,"2011-09-01","""FGDC""",96,4,244,4
340911,"2010-10-01","""FGDC""",,0,,0
340929,"2012-09-01","""ISO""",,0,,0
340964,"2010-04-01","""FGDC""",316,16,620,16
340995,"2013-06-01","""ISO""",41,1,22,1
341017,"2004-12-01","""FGDC""",1905,3,167,3
341028,"","""ISO""",1,1,2,1
341032,"2010-12-01","""FGDC""",,0,,0
341033,"2006-01-01","""FGDC""",328,4,106,4
341040,"2013-06-01","""ISO""",41,1,22,1
341041,"2014-11-01","""FGDC""",6,3,6,3
341045,"2015-10-01","""FGDC""",2905,5,158,5
341058,"2015-10-01","""FGDC""",2905,5,158,5
341064,"2015-07-01","""ISO""",16,1,,0
341067,"2014-12-01","""FGDC""",900,10,1040,10
341072,"2011-05-01","""FGDC""",340,28,1085,28
341094,"2015-10-01","""FGDC""",2905,5,158,5
341109,"2015-09-01","""FGDC""",16,12,12,12
341117,"2014-09-01","""ISO""",,0,136,2
341120,"2012-02-01","""FGDC""",2140,5,258,5
341150,"2004-04-01","""FGDC""",355,5,23,5
341159,"2015-02-01","""FGDC""",296,16,1028,16
341169,"2011-04-01","""ISO""",,0,384,2
341172,"2011-07-01","""FGDC""",610,10,564,10
341214,"2014-01-01","""FGDC""",,0,,0
341238,"2012-09-01","""FGDC""",,0,,0
341252,"","""ISO""",29,1,,0
341297,"2014-05-01","""ISO""",103,1,,0
341302,"2015-07-01","""FGDC""",153,6,350,6
341317,"2004-05-01","""FGDC""",596,12,1914,12
341318,"2010-07-01","""FGDC""",106,6,177,6
341328,"2012-02-01","""FGDC""",1140,28,959,28
341344,"2014-11-01","""ISO""",27,1,,0
341354,"2014-12-01","""FGDC""",935,10,842,10
341365,"2011-07-01","""FGDC""",1887,3,167,3
341395,"2014-11-01","""ISO""",,0,2,2
341396,"","""ISO""",29,1,,0
341399,"2015-02-01","""FGDC""",2064,3,167,3
341400,"","""ISO""",419,1,,0
341401,"2013-11-01","""ISO""",12,1,10,1
341421,"2013-10-01","""FGDC""",,0,1,1
341449,"2009-08-01","""FGDC""",,0,41,6
341458,"2011-06-01","""FGDC""",196,7,35,7
341470,"","""ISO""",7,1,,0
341525,"2010-06-01","""FGDC""",8,4,,0
341530,"2007-08-01","""FGDC""",740,12,417,12
341575,"2015-07-01","""FGDC""",4,4,4,4
341598,"2010-04-01","""FGDC""",316,16,620,16
341603,"2013-10-01","""FGDC""",,0,1,1
341613,"2015-08-01","""FGDC""",300,20,20,20
341621,"2015-10-01","""FGDC""",2905,5,158,5
341638,"2008-10-01","""FGDC""",550,10,282,10
341643,"2012-06-01","""FGDC""",328,8,678,8
341650,"2012-12-01","""FGDC""",756,12,381,12
341659,"2015-06-01","""ISO""",3,1,,0
341668,"1981-10-01","""FGDC""",1887,3,167,3
341683,"2013-06-01","""FGDC""",1302,93,2325,93
341698,"2010-01-01","""FGDC""",4,2,,0
341707,"2014-09-01","""FGDC""",1248,12,360,12
341710,"2015-04-01","""ISO""",18,1,54,1
341750,"2012-09-01","""FGDC""",,0,,0
341780,"","""ISO""",1,1,,0
341791,"2008-05-01","""FGDC""",2115,3,167,3
341792,"2015-04-01","""ISO""",,0,20,1
341794,"","""ISO""",1,1,2,1
341812,"2008-03-01","""FGDC""",575,5,286,5
341829,"2013-04-01","""FGDC""",,0,,0
341837,"2012-09-01","""ISO""",,0,,0
341867,"","""ISO""",1,1,,0
341868,"2010-08-01","""FGDC""",348,32,1240,32
341931,"2007-01-01","""FGDC""",,0,,0
341934,"2015-10-01","""FGDC""",2905,5,158,5
341983,"","""ISO""",10,1,1,1
341996,"2014-06-01","""ISO""",85,1,,0
342004,"2008-07-01","""ISO""",,0,66,2
342014,"2015-03-01","""ISO""",,0,25,1
342019,"2014-10-01","""FGDC""",224,4,6,4
342022,"2007-03-01","""FGDC""",230,5,156,5
342044,"2014-09-01","""ISO""",,0,168,2
342052,"2015-03-01","""FGDC""",250,5,80,5
342063,"2009-03-01","""ISO""",,0,190,2
342085,"2015-07-01","""ISO""",13,1,,0
342094,"2015-08-01","""ISO""",6,1,,0
342104,"2015-07-01","""ISO""",5,1,,0
342114,"2015-07-01","""FGDC""",12,8,8,8
342117,"2008-10-01","""ISO""",,0,42,2
342118,"2012-06-01","""FGDC""",123,3,309,3
342136,"2015-08-01","""ISO""",6,1,,0
342145,"2006-07-01","""FGDC""",1060,16,1008,16
342152,"2006-09-01","""FGDC""",270,45,378,45
342190,"2007-02-01","""ISO""",,0,146,2
342197,"2015-03-01","""ISO""",87,1,16,1
342206,"","""ISO""",78,1,,0
342224,"2010-04-01","""FGDC""",316,16,620,16
342245,"2005-10-01","""FGDC""",1887,3,167,3
342251,"2004-02-01","""FGDC""",94,3,,0
342265,"2015-09-01","""FGDC""",16,12,12,12
342272,"2014-05-01","""FGDC""",,0,,0
342273,"2014-09-01","""ISO""",61,1,,0
342288,"2012-06-01","""FGDC""",,0,,0
342293,"2002-09-01","""FGDC""",3955,5,273,5
342294,"2012-09-01","""FGDC""",,0,,0
342298,"2014-03-01","""ISO""",121,1,,0
342305,"","""ISO""",35,1,,0
342308,"2011-01-01","""FGDC""",1887,3,167,3
342319,"2014-10-01","""ISO""",551,1,,0
342321,"2013-06-01","""FGDC""",,0,,0
342323,"2013-06-01","""ISO""",41,1,22,1
342334,"2008-11-01","""FGDC""",1887,3,167,3
342374,"2009-05-01","""ISO""",,0,564,2
342391,"2014-11-01","""FGDC""",38,2,11,2
342423,"2007-09-01","""FGDC""",4216,48,15756,48
342433,"2014-03-01","""ISO""",,0,,0
342438,"2012-08-01","""FGDC""",278,4,214,4
342449,"2014-07-01","""FGDC""",1515,5,291,5
342453,"1995-11-01","""FGDC""",1887,3,167,3
342471,"9999-01-01","""ISO""",,0,,0
342472,"","""ISO""",1,1,,0
342477,"2014-03-01","""ISO""",121,1,,0
342493,"","""ISO""",,0,,0
342494,"2015-02-01","""FGDC""",345,5,295,5
342506,"2015-08-01","""FGDC""",144,12,12,12
342539,"2013-11-01","""FGDC""",132,1,,0
342554,"2012-09-01","""FGDC""",,0,,0
342556,"2009-10-01","""ISO""",,0,,0
342583,"2015-08-01","""FGDC""",4,4,4,4
342625,"2015-10-01","""FGDC""",2905,5,158,5
342631,"2003-11-01","""FGDC""",1887,3,167,3
342654,"2012-12-01","""ISO""",,0,136,2
342667,"2012-05-01","""ISO""",,0,,0
342689,"2015-08-01","""ISO""",5,1,,0
342695,"","""ISO""",,0,,0
342717,"2010-08-01","""ISO""",,0,20,2
342718,"2015-10-01","""FGDC""",2905,5,158,5
342729,"2012-09-01","""FGDC""",,0,,0
342731,"2013-06-01","""ISO""",41,1,22,1
342749,"2011-09-01","""FGDC""",1035,5,159,5
342762,"2015-10-01","""FGDC""",2905,5,158,5
342766,"2012-09-01","""ISO""",,0,,0
342790,"2007-03-01","""FGDC""",724,12,246,12
342825,"2014-05-01","""ISO""",142,1,,0
342845,"2015-05-01","""ISO""",18,1,54,1
342854,"2014-07-01","""ISO""",,0,,0
342857,"","""ISO""",78,1,,0
342886,"2012-09-01","""ISO""",,0,,0
342903,"2014-06-01","""ISO""",41,1,22,1
342914,"2006-05-01","""ISO""",,0,342,2
342916,"2015-09-01","""FGDC""",148,4,4,4
342938,"2015-09-01","""ISO""",13,1,,0
342952,"","""ISO""",9,1,,0
342973,"2010-04-01","""FGDC""",316,16,620,16
342997,"2013-06-01","""FGDC""",4775,10,134,10
342998,"2012-06-01","""ISO""",,0,44,2
343040,"2015-08-01","""ISO""",6,1,,0
343041,"2015-06-01","""ISO""",,0,474,2
343072,"2005-09-01","""FGDC""",2420,36,1503,36
343079,"2002-01-01","""FGDC""",1015,20,560,20
343091,"","""ISO""",1,1,2,1
343111,"","""ISO""",69,1,,0
343132,"2014-12-01","""FGDC""",935,10,842,10
343149,"2011-01-01","""FGDC""",685,10,526,10
343174,"2013-04-01","""FGDC""",,0,,0
343183,"2002-01-01","""FGDC""",255,3,90,3
343206,"2015-09-01","""FGDC""",876,8,1372,8
343213,"2014-06-01","""ISO""",41,1,22,1
343226,"2005-04-01","""ISO""",,0,58,2
343251,"2006-02-01","""ISO""",,0,346,2
343265,"2006-07-01","""ISO""",,0,356,2
343298,"2011-04-01","""ISO""",,0,6,1
343305,"2007-01-01","""FGDC""",496,16,208,16
343310,"1997-10-01","""FGDC""",1887,3,167,3
343318,"","""ISO""",108,1,,0
343326,"2015-08-01","""ISO""",13,1,,0
343327,"2015-02-01","""FGDC""",235,3,36,3
343335,"2005-06-01","""FGDC""",4548,12,536,12
343417,"2015-06-01","""ISO""",25,2,,0
343422,"2012-10-01","""FGDC""",,0,,0
343423,"2013-05-01","""FGDC""",39,3,89,3
343430,"2011-04-01","""ISO""",,0,,0
343431,"2008-05-01","""FGDC""",360,4,102,4
343439,"2012-07-01","""FGDC""",,0,,0
343453,"2009-07-01","""FGDC""",4,2,,0
343504,"2015-10-01","""FGDC""",2905,5,158,5
343505,"","""ISO""",,0,,0
343508,"2004-05-01","""FGDC""",596,12,1914,12
343524,"2015-09-01","""ISO""",37,1,,0
343527,"2015-06-01","""ISO""",12,2,,0
343544,"2015-08-01","""ISO""",6,1,,0
343552,"","""ISO""",9,1,,0
343573,"2015-01-01","""FGDC""",512,4,58,4
343587,"","""ISO""",,0,,0
343602,"2012-02-01","""FGDC""",610,10,564,10
343616,"2009-05-01","""ISO""",,0,176,2
343631,"2006-03-01","""FGDC""",512,4,100,4
343652,"2015-08-01","""FGDC""",24,4,4,4
343663,"2015-10-01","""FGDC""",2905,5,158,5
343667,"2004-03-01","""FGDC""",270,8,88,8
343688,"2013-10-01","""FGDC""",344,4,484,4
343744,"2012-09-01","""ISO""",,0,,0
343762,"2004-05-01","""FGDC""",485,15,384,15
343764,"2015-10-01","""FGDC""",2905,5,158,5
343766,"2010-08-01","""FGDC""",858,9,1242,9
343785,"2010-01-01","""FGDC""",480,2,10,2
343798,"2005-10-01","""FGDC""",1887,3,167,3
343831,"2014-06-01","""ISO""",,0,,0
343832,"2011-01-01","""FGDC""",600,10,414,10
343869,"2004-02-01","""FGDC""",2250,10,514,10
343873,"2010-04-01","""FGDC""",316,16,620,16
343880,"2011-10-01","""FGDC""",168,18,84,18
343901,"9999-01-01","""ISO""",,0,,0
343922,"2013-11-01","""ISO""",41,1,22,1
343938,"2014-12-01","""FGDC""",,0,,0
343942,"2012-09-01","""ISO""",,0,,0
343943,"2012-07-01","""FGDC""",36,18,210,18
343946,"2015-07-01","""FGDC""",12,8,8,8
343948,"2010-06-01","""FGDC""",546,3,99,3
343991,"2014-06-01","""ISO""",62,1,,0
344018,"","""ISO""",13,1,,0
344033,"","""ISO""",,0,,0
344036,"2007-11-01","""FGDC""",1683,3,151,3
344044,"","""ISO""",33,1,,0
344065,"","""ISO""",10,1,2,1
344068,"2010-07-01","""FGDC""",148,4,229,4
344074,"2009-05-01","""FGDC""",5,1,15,1
344076,"2014-06-01","""ISO""",41,1,22,1
344112,"2012-10-01","""FGDC""",2148,3,167,3
344114,"","""ISO""",10,1,,0
344120,"2015-05-01","""ISO""",433,2,162,2
344131,"2015-06-01","""FGDC""",284,6,234,6
344139,"2004-11-01","""FGDC""",65,3,,0
344147,"2015-06-01","""FGDC""",,0,,0
344164,"","""ISO""",7,1,,0
344184,"2015-05-01","""ISO""",,0,16,2
344199,"2014-10-01","""ISO""",42,1,,0
344214,"2004-05-01","""FGDC""",596,12,1914,12
344216,"2014-12-01","""FGDC""",475,10,178,10
344219,"2015-08-01","""ISO""",18,1,,0
344225,"2011-07-01","""FGDC""",495,5,5,5
344233,"2014-12-01","""FGDC""",900,10,782,10
344238,"2015-03-01","""FGDC""",544,8,1188,8
344252,"2011-04-01","""ISO""",,0,,0
344256,"2015-08-01","""FGDC""",148,4,4,4
344280,"2012-10-01","""ISO""",,0,40,2
344287,"2011-07-01","""FGDC""",324,20,775,20
344291,"2005-02-01","""ISO""",,0,12,2
344328,"2012-05-01","""FGDC""",236,16,344,16
344393,"2010-04-01","""FGDC""",316,16,620,16
344414,"2009-09-01","""FGDC""",350,5,891,5
344423,"2015-06-01","""ISO""",,0,,0
344438,"2008-07-01","""ISO""",,0,28,2
344467,"2015-05-01","""ISO""",18,1,54,1
344475,"","""ISO""",9,1,,0
344503,"","""ISO""",,0,,0
344509,"2012-10-01","""ISO""",,0,40,2
344518,"2010-08-01","""FGDC""",620,10,310,10
344525,"2015-05-01","""FGDC""",525,5,169,5
344560,"2011-02-01","""FGDC""",10044,18,591,18
344566,"2015-07-01","""FGDC""",,0,,0
344569,"","""ISO""",,0,,0
344600,"2015-09-01","""ISO""",172,1,,0
344685,"2015-06-01","""ISO""",202,1,,0
344688,"2015-03-01","""ISO""",,0,,0
344694,"2015-07-01","""ISO""",,0,58,2
344697,"2008-10-01","""FGDC""",550,10,308,10
344698,"2008-10-01","""FGDC""",555,10,286,10
344704,"2013-06-01","""FGDC""",217,2,,0
344714,"2014-06-01","""ISO""",12,1,10,1
344737,"2012-03-01","""FGDC""",25,5,21,5
344741,"2012-07-01","""FGDC""",1887,3,167,3
344745,"2010-04-01","""FGDC""",316,16,620,16
344749,"2015-10-01","""FGDC""",2905,5,158,5
344764,"2005-08-01","""FGDC""",333,6,160,6
344776,"2007-08-01","""FGDC""",450,9,165,9
344807,"2000-12-01","""FGDC""",1887,3,167,3
344808,"","""ISO""",,0,,0
344817,"2015-09-01","""ISO""",16,1,,0
344821,"2015-09-01","""ISO""",4,1,,0
344825,"2014-07-01","""FGDC""",580,5,213,5
344839,"2011-11-01","""FGDC""",180,12,78,12
344841,"2010-08-01","""FGDC""",24,12,8559,12
344857,"2012-09-01","""FGDC""",,0,,0
344867,"2015-10-01","""FGDC""",2905,5,158,5
344896,"2015-04-01","""ISO""",41,1,22,1
344909,"2008-07-01","""FGDC""",,0,,0
344917,"","""ISO""",253,1,,0
344927,"","""ISO""",29,1,,0
344936,"2007-03-01","""FGDC""",,0,,0
344988,"2012-02-01","""FGDC""",1552,4,263,4
345011,"2015-08-01","""ISO""",13,1,,0
345016,"2014-03-01","""ISO""",121,1,,0
345018,"2010-04-01","""FGDC""",1887,3,167,3
345033,"2015-09-01","""ISO""",7,1,,0
345097,"","""ISO""",440,1,,0
345101,"2013-06-01","""FGDC""",1164,8,180,8
345124,"","""ISO""",14,1,,0
345131,"2015-10-01","""FGDC""",1854,9,378,9
345143,"","""ISO""",45,1,,0
345145,"2011-09-01","""FGDC""",324,20,775,20
345152,"","""ISO""",294,1,,0
345163,"2012-06-01","""ISO""",,0,,0
345182,"2011-07-01","""FGDC""",146,2,256,2
345188,"2010-09-01","""FGDC""",985,25,1145,25
345189,"2003-10-01","""FGDC""",932,4,16,4
345199,"2011-07-01","""FGDC""",610,10,564,10
345211,"","""ISO""",282,1,,0
345220,"2013-06-01","""ISO""",41,1,22,1
345247,"2015-07-01","""FGDC""",,0,,0
345279,"2015-08-01","""FGDC""",4,4,4,4
345292,"2012-01-01","""FGDC""",385,5,21,5
345293,"2013-11-01","""FGDC""",1887,3,167,3
345296,"2014-08-01","""ISO""",121,1,,0
345322,"1983-11-01","""FGDC""",1887,3,167,3
345330,"2014-06-01","""FGDC""",115,5,183,5
345337,"2013-11-01","""ISO""",12,1,10,1
345360,"2015-03-01","""FGDC""",250,5,80,5
345364,"2015-06-01","""FGDC""",2754,24,392,24
345382,"2015-08-01","""FGDC""",24,8,8,8
345385,"2012-09-01","""ISO""",,0,,0
345407,"2011-09-01","""FGDC""",890,5,159,5
345414,"2012-03-01","""FGDC""",130,5,21,5
345440,"2015-05-01","""FGDC""",96,4,58,4
345474,"2015-10-01","""FGDC""",2905,5,158,5
345478,"","""ISO""",1,1,,0
345479,"2014-05-01","""ISO""",25,1,,0
345487,"2014-07-01","""FGDC""",1248,12,360,12
345494,"2011-01-01","""FGDC""",600,10,458,10
345516,"","""ISO""",22,1,,0
345547,"2014-06-01","""ISO""",41,1,22,1
345590,"2014-11-01","""ISO""",1790,2,6,2
345597,"2012-09-01","""ISO""",,0,,0
345602,"2004-11-01","""ISO""",,0,18,2
345618,"2014-06-01","""ISO""",12,1,10,1
345619,"2015-10-01","""FGDC""",,0,,0
345636,"2014-12-01","""FGDC""",1756,4,967,4
345638,"2012-09-01","""ISO""",,0,,0
345679,"","""ISO""",,0,,0
345687,"2014-03-01","""ISO""",,0,2,2
345698,"2010-04-01","""FGDC""",316,16,620,16
345712,"1998-07-01","""ISO""",,0,,0
345730,"2007-11-01","""FGDC""",2015,25,1250,25
345768,"2014-02-01","""FGDC""",2125,15,168,15
345829,"2015-09-01","""FGDC""",4,4,4,4
345837,"2011-07-01","""FGDC""",610,10,564,10
345866,"2013-06-01","""ISO""",41,1,22,1
345902,"1981-07-01","""FGDC""",1887,3,167,3
345903,"2015-08-01","""ISO""",6,1,,0
345911,"2003-02-01","""FGDC""",12176,4,3298,4
345928,"2012-01-01","""FGDC""",1221,3,266,3
345932,"2009-11-01","""FGDC""",6,3,35,3
345941,"2015-04-01","""ISO""",85,1,1,1
345948,"2015-04-01","""ISO""",18,1,54,1
345951,"","""ISO""",7,1,,0
345955,"1992-10-01","""FGDC""",1887,3,167,3
345960,"2015-08-01","""FGDC""",108,16,16,16
345962,"2015-07-01","""FGDC""",330,5,79,5
345965,"","""ISO""",427,1,,0
345973,"2011-09-01","""FGDC""",636,9,339,9
345990,"2012-09-01","""FGDC""",,0,,0
346019,"1983-05-01","""FGDC""",1905,3,167,3
346020,"","""ISO""",33,1,,0
346036,"","""ISO""",,0,,0
346037,"2011-01-01","""FGDC""",655,10,382,10
346048,"2014-06-01","""ISO""",104,1,,0
346050,"2013-11-01","""ISO""",41,1,22,1
346058,"2007-03-01","""FGDC""",256,4,32,4
346071,"","""ISO""",,0,,0
346086,"","""ISO""",10,1,1,1
346091,"2009-09-01","""FGDC""",393,9,192,9
346094,"2015-02-01","""FGDC""",750,15,630,15
346095,"2010-09-01","""FGDC""",6,3,,0
346114,"","""ISO""",66,1,,0
346130,"1990-11-01","""FGDC""",1887,3,167,3
346134,"2013-11-01","""ISO""",12,1,10,1
346179,"2015-03-01","""ISO""",30,1,,0
346206,"2015-10-01","""FGDC""",,0,,0
346238,"2015-03-01","""ISO""",,0,,0
346274,"2015-09-01","""FGDC""",123,3,309,3
346283,"2014-07-01","""FGDC""",1215,15,351,15
346291,"2011-01-01","""FGDC""",660,10,532,10
346299,"","""ISO""",1,1,,0
346318,"2015-07-01","""ISO""",45,1,,0
346319,"2012-09-01","""ISO""",,0,,0
346344,"2013-04-01","""FGDC""",,0,,0
346345,"2012-09-01","""ISO""",,0,,0
346350,"","""ISO""",,0,,0
346351,"2014-09-01","""ISO""",213,1,1,1
346380,"2014-12-01","""FGDC""",1145,10,892,10
346385,"2014-06-01","""ISO""",41,1,,0
346412,"2015-08-01","""ISO""",6,1,,0
346423,"2011-07-01","""FGDC""",146,2,256,2
346434,"2007-08-01","""FGDC""",372,16,276,16
346435,"2014-03-01","""ISO""",121,1,,0
346439,"2014-09-01","""ISO""",58,1,,0
346447,"2014-12-01","""FGDC""",900,10,824,10
346451,"2008-04-01","""ISO""",,0,10,2
346469,"2014-10-01","""ISO""",4,1,,0
346496,"2015-05-01","""ISO""",18,1,54,1
346502,"2007-11-01","""FGDC""",384,4,281,4
346511,"2005-08-01","""ISO""",,0,116,2
346540,"2014-03-01","""FGDC""",60,6,181,6
346548,"2015-05-01","""ISO""",18,1,54,1
346550,"2015-10-01","""FGDC""",2905,5,158,5
346559,"2006-05-01","""FGDC""",60,4,26,4
346563,"2015-05-01","""FGDC""",2495,5,155,5
346566,"2015-10-01","""FGDC""",2905,5,158,5
346574,"","""ISO""",,0,,0
346581,"2014-08-01","""ISO""",38,3,36,3
346582,"2007-11-01","""FGDC""",144,4,211,4
