"id","age","min","num_lineage_tokens","num_lineage_elements","num_quality_tokens","num_quality_elements"
740918,"2014-12-01","""FGDC""",900,10,828,10
740920,"2011-05-01","""FGDC""",610,10,414,10
740924,"","""ISO""",35,1,,0
740932,"2008-06-01","""FGDC""",1905,3,167,3
740937,"2015-10-01","""FGDC""",2905,5,158,5
740962,"2011-10-01","""FGDC""",65,10,88,10
740964,"2006-07-01","""FGDC""",360,10,1460,10
741019,"","""ISO""",70,1,,0
741053,"2011-07-01","""FGDC""",610,10,414,10
741055,"2014-05-01","""ISO""",15,1,,0
741100,"2014-03-01","""ISO""",121,1,,0
741121,"2013-11-01","""ISO""",,0,106,2
741122,"2010-09-01","""ISO""",,0,,0
741128,"","""ISO""",98,1,,0
741136,"2014-06-01","""ISO""",41,1,22,1
741141,"2003-10-01","""FGDC""",272,24,510,24
741152,"2009-10-01","""FGDC""",610,10,348,10
741162,"2012-10-01","""FGDC""",65,5,21,5
741173,"2014-04-01","""ISO""",,0,34,2
741199,"2015-03-01","""FGDC""",894,6,762,6
741205,"2012-09-01","""ISO""",,0,,0
741208,"2012-09-01","""FGDC""",6,3,35,3
741209,"2008-09-01","""FGDC""",1456,4,196,4
741223,"2007-04-01","""FGDC""",393,9,192,9
741229,"1995-12-01","""FGDC""",1887,3,167,3
741231,"2015-06-01","""ISO""",12,2,,0
741257,"2014-10-01","""ISO""",59,1,,0
741266,"2007-09-01","""FGDC""",1784,4,586,4
741269,"2003-10-01","""FGDC""",519,12,244,12
741319,"2008-02-01","""FGDC""",2,1,,0
741323,"","""ISO""",5,1,,0
741329,"2014-12-01","""FGDC""",935,10,842,10
741338,"2009-03-01","""FGDC""",78,2,163,2
741367,"2014-05-01","""FGDC""",,0,,0
741388,"2011-03-01","""ISO""",,0,342,2
741400,"2015-08-01","""FGDC""",32,12,12,12
741402,"2007-12-01","""FGDC""",1887,3,167,3
741426,"2012-09-01","""ISO""",,0,,0
741442,"2015-07-01","""FGDC""",472,4,632,4
741443,"2006-08-01","""FGDC""",1875,20,1152,20
741444,"2012-09-01","""ISO""",,0,,0
741456,"2013-07-01","""FGDC""",12,6,69,6
741469,"2014-05-01","""FGDC""",1885,10,364,10
741482,"2013-02-01","""FGDC""",,0,1,1
741497,"2015-05-01","""ISO""",18,1,54,1
741517,"2011-07-01","""FGDC""",495,5,5,5
741518,"1998-03-01","""ISO""",,0,56,2
741526,"2015-07-01","""ISO""",5,1,,0
741531,"2005-06-01","""FGDC""",75,5,34,5
741544,"2010-07-01","""FGDC""",6,3,,0
741560,"2013-07-01","""ISO""",,0,,0
741565,"2006-04-01","""FGDC""",400,5,72,5
741566,"2011-09-01","""FGDC""",1887,3,167,3
741580,"2013-08-01","""FGDC""",3405,5,176,5
741583,"2013-05-01","""ISO""",,0,,0
741588,"2008-07-01","""ISO""",,0,346,2
741589,"2013-04-01","""FGDC""",,0,,0
741605,"","""ISO""",29,1,,0
741612,"","""ISO""",29,1,,0
741631,"2012-05-01","""FGDC""",2590,30,2844,30
741637,"2003-06-01","""ISO""",,0,832,2
741651,"2012-09-01","""ISO""",,0,,0
741672,"2007-01-01","""FGDC""",444,32,200,32
741681,"2015-10-01","""FGDC""",2905,5,158,5
741684,"2005-05-01","""FGDC""",744,12,,0
741701,"2014-12-01","""ISO""",,0,18,2
741705,"2015-05-01","""ISO""",18,1,54,1
741714,"2012-09-01","""FGDC""",1887,3,167,3
741715,"2014-12-01","""FGDC""",1145,10,832,10
741768,"2002-07-01","""FGDC""",876,12,657,12
741787,"2015-08-01","""ISO""",105,4,,0
741813,"2005-10-01","""FGDC""",1905,3,167,3
741826,"2014-09-01","""ISO""",51,1,,0
741845,"2015-05-01","""FGDC""",,0,,0
741849,"2011-10-01","""FGDC""",75,5,21,5
741860,"2013-04-01","""FGDC""",,0,,0
741917,"2014-09-01","""FGDC""",,0,,0
741957,"1997-10-01","""FGDC""",1887,3,167,3
741959,"2011-10-01","""FGDC""",472,4,368,4
741968,"2015-10-01","""FGDC""",2905,5,158,5
741988,"","""ISO""",19,1,,0
742003,"2004-11-01","""FGDC""",2564,12,150,12
742008,"2005-10-01","""FGDC""",5334,12,536,12
742023,"","""ISO""",,0,,0
742029,"2015-10-01","""FGDC""",2905,5,158,5
742050,"2013-09-01","""ISO""",,0,104,2
742057,"2015-05-01","""ISO""",18,1,54,1
742062,"2013-04-01","""FGDC""",,0,,0
742072,"2010-08-01","""FGDC""",118,2,2,2
742088,"2015-01-01","""ISO""",36,1,,0
742110,"2015-08-01","""FGDC""",24,8,8,8
742127,"1998-07-01","""FGDC""",475,10,702,10
742133,"2002-08-01","""FGDC""",608,4,317,4
742136,"2003-07-01","""FGDC""",80,12,54,12
742142,"2008-04-01","""ISO""",,0,,0
742160,"2010-12-01","""FGDC""",,0,78,1
742176,"2015-06-01","""FGDC""",24,6,108,6
742188,"2015-07-01","""ISO""",5,1,,0
742197,"","""ISO""",1,1,391,1
742213,"2010-05-01","""FGDC""",2380,10,290,10
742216,"2015-10-01","""FGDC""",2905,5,158,5
742229,"2013-05-01","""FGDC""",108,3,42,3
742233,"2006-07-01","""ISO""",,0,70,2
742235,"2015-07-01","""ISO""",14,1,,0
742239,"2010-04-01","""FGDC""",316,16,620,16
742245,"2012-12-01","""FGDC""",2097,3,167,3
742246,"2015-08-01","""ISO""",,0,,0
742269,"2015-10-01","""FGDC""",2905,5,158,5
742274,"2007-10-01","""FGDC""",3694,2,103,2
742275,"2015-09-01","""ISO""",26,1,,0
742278,"","""ISO""",1,1,,0
742279,"2005-10-01","""FGDC""",6918,12,536,12
742282,"","""ISO""",178,1,,0
742321,"","""ISO""",109,1,,0
742348,"2014-12-01","""FGDC""",345,10,580,10
742355,"","""ISO""",29,1,,0
742357,"2012-09-01","""ISO""",,0,,0
742393,"2009-05-01","""FGDC""",672,2,31,2
742395,"2014-09-01","""FGDC""",1624,16,496,16
742399,"2011-05-01","""FGDC""",96,4,81,4
742401,"2014-06-01","""ISO""",41,1,22,1
742405,"2010-10-01","""ISO""",,0,,0
742408,"2008-07-01","""FGDC""",,0,,0
742410,"","""ISO""",201,1,,0
742427,"","""ISO""",70,1,,0
742447,"2012-02-01","""FGDC""",615,10,414,10
742450,"2012-09-01","""FGDC""",,0,,0
742465,"2015-07-01","""FGDC""",,0,,0
742473,"2011-09-01","""FGDC""",885,5,159,5
742477,"2013-03-01","""ISO""",,0,46,2
742486,"2015-01-01","""ISO""",183,1,,0
742495,"","""ISO""",9,1,,0
742513,"2015-08-01","""FGDC""",60,8,8,8
742587,"2015-08-01","""ISO""",6,1,,0
742588,"2012-03-01","""FGDC""",1740,5,21,5
742596,"2014-01-01","""ISO""",,0,22,2
742626,"2008-08-01","""FGDC""",620,10,388,10
742629,"1986-10-01","""FGDC""",1887,3,167,3
742636,"2014-01-01","""ISO""",,0,58,2
742657,"2011-08-01","""FGDC""",,0,6,1
742692,"2011-11-01","""ISO""",,0,136,2
742712,"2015-09-01","""ISO""",105,4,,0
742713,"2009-01-01","""FGDC""",1398,7,,0
742737,"2012-09-01","""FGDC""",,0,,0
742742,"2014-12-01","""FGDC""",,0,,0
742747,"2014-09-01","""FGDC""",1336,20,645,20
742752,"2013-06-01","""ISO""",41,1,22,1
742764,"2015-04-01","""ISO""",,0,,0
742775,"2015-01-01","""FGDC""",2068,8,116,8
742796,"2011-04-01","""FGDC""",2705,10,238,10
742829,"2012-02-01","""FGDC""",120,5,21,5
742870,"2015-08-01","""FGDC""",848,8,1372,8
742899,"2015-03-01","""ISO""",,0,35,1
742902,"2014-03-01","""ISO""",,0,32,2
742924,"2015-07-01","""FGDC""",,0,,0
742935,"2012-09-01","""ISO""",,0,,0
742943,"2014-03-01","""ISO""",121,1,,0
742953,"2004-05-01","""FGDC""",596,12,1914,12
742967,"2015-09-01","""FGDC""",544,4,647,4
742972,"2015-01-01","""ISO""",118,1,,0
742991,"","""ISO""",,0,,0
742994,"1998-07-01","""ISO""",,0,16,2
742995,"","""ISO""",1,1,,0
743009,"2015-07-01","""ISO""",,0,294,2
743014,"2010-09-01","""FGDC""",6,3,,0
743027,"2013-11-01","""ISO""",12,1,10,1
743047,"","""ISO""",1,1,,0
743059,"2011-05-01","""FGDC""",9,3,49,3
743064,"2014-05-01","""FGDC""",118,2,49,2
743067,"2015-10-01","""FGDC""",1887,3,167,3
743090,"2014-04-01","""ISO""",,0,56,2
743111,"2015-10-01","""FGDC""",2905,5,158,5
743125,"2015-09-01","""FGDC""",120,4,83,4
743151,"2015-05-01","""ISO""",18,1,54,1
743153,"2012-03-01","""FGDC""",8,4,120,4
743170,"2008-02-01","""FGDC""",1905,3,167,3
743175,"2015-07-01","""FGDC""",4,4,4,4
743178,"2012-09-01","""ISO""",,0,,0
743251,"2008-08-01","""FGDC""",620,10,386,10
743278,"2008-10-01","""ISO""",,0,80,2
743282,"1979-10-01","""FGDC""",1887,3,167,3
743293,"2012-12-01","""ISO""",,0,,0
743303,"2013-01-01","""FGDC""",864,6,6,6
743309,"2004-02-01","""FGDC""",356,36,6219,36
743324,"2008-08-01","""FGDC""",620,10,388,10
743360,"2015-10-01","""FGDC""",2905,5,158,5
743391,"2011-10-01","""FGDC""",75,5,21,5
743405,"","""ISO""",10,1,,0
743466,"2015-10-01","""FGDC""",2905,5,158,5
743475,"2014-07-01","""FGDC""",96,4,9,4
743476,"","""ISO""",,0,,0
743484,"2011-07-01","""FGDC""",610,10,428,10
743498,"2012-09-01","""ISO""",,0,,0
743523,"2012-06-01","""FGDC""",123,3,309,3
743571,"2014-10-01","""ISO""",11,1,,0
743575,"2014-12-01","""FGDC""",345,10,580,10
743577,"","""ISO""",1,1,,0
743579,"2012-10-01","""FGDC""",1887,3,167,3
743583,"2015-08-01","""ISO""",136,1,,0
743598,"2006-12-01","""FGDC""",1887,3,167,3
743600,"2012-09-01","""FGDC""",,0,,0
743606,"2013-02-01","""FGDC""",,0,1,1
743643,"2014-10-01","""ISO""",11,1,,0
743648,"2014-06-01","""FGDC""",1887,3,167,3
743652,"2010-04-01","""FGDC""",316,16,620,16
743655,"2011-12-01","""FGDC""",6950,85,4352,85
743699,"2012-09-01","""FGDC""",,0,,0
743715,"1985-12-01","""FGDC""",1887,3,167,3
743719,"2012-09-01","""ISO""",,0,,0
743746,"2015-07-01","""FGDC""",1806,60,1320,60
743763,"2012-09-01","""FGDC""",,0,,0
743775,"2015-09-01","""ISO""",78,1,,0
743784,"","""ISO""",,0,,0
743831,"2012-08-01","""FGDC""",132,2,45,2
743832,"2011-12-01","""FGDC""",2508,12,2565,12
743833,"2012-09-01","""FGDC""",,0,,0
743847,"2013-04-01","""FGDC""",1985,25,1035,25
743881,"2005-12-01","""FGDC""",34,1,9,1
743894,"2014-07-01","""FGDC""",,0,,0
743920,"2015-10-01","""FGDC""",2905,5,158,5
743942,"","""ISO""",29,1,,0
743949,"","""ISO""",,0,,0
743950,"2011-04-01","""ISO""",,0,,0
743951,"2012-06-01","""ISO""",,0,44,2
743953,"2015-05-01","""FGDC""",,0,,0
743954,"2013-11-01","""ISO""",12,1,10,1
743961,"2015-05-01","""ISO""",493,2,196,2
743964,"2011-10-01","""FGDC""",620,10,396,10
743971,"2011-07-01","""FGDC""",146,2,256,2
743994,"2014-12-01","""FGDC""",2855,20,1092,20
744002,"2010-06-01","""FGDC""",324,6,144,6
744003,"2014-12-01","""ISO""",2,1,,0
744017,"2013-06-01","""ISO""",41,1,22,1
744019,"2012-10-01","""FGDC""",1887,3,167,3
744029,"2015-03-01","""FGDC""",,0,,0
744049,"2015-10-01","""FGDC""",2905,5,158,5
744055,"","""ISO""",66,1,,0
744105,"2009-10-01","""FGDC""",610,10,348,10
744108,"","""ISO""",1,1,,0
744115,"2015-10-01","""FGDC""",5,5,5,5
744119,"2014-06-01","""ISO""",41,1,22,1
744127,"2006-07-01","""FGDC""",366,3,36,3
744135,"2008-12-01","""FGDC""",1887,3,167,3
744148,"2009-01-01","""ISO""",,0,80,2
744174,"2010-10-01","""FGDC""",1887,3,167,3
744202,"2006-07-01","""ISO""",,0,356,2
744209,"2015-05-01","""ISO""",,0,,0
744216,"2015-08-01","""FGDC""",,0,,0
744248,"2013-06-01","""ISO""",41,1,22,1
744251,"2011-04-01","""FGDC""",16,8,96,8
744260,"2015-10-01","""FGDC""",2905,5,158,5
744263,"2002-09-01","""FGDC""",6,3,,0
744273,"2011-07-01","""FGDC""",146,2,244,2
744300,"2006-08-01","""FGDC""",126,1,,0
744302,"2012-09-01","""ISO""",,0,,0
744312,"2007-05-01","""FGDC""",43,3,3,3
744335,"","""ISO""",1,1,,0
744340,"2014-06-01","""ISO""",87,1,,0
744350,"","""ISO""",96,1,,0
744388,"2006-07-01","""FGDC""",360,10,1460,10
744412,"2010-12-01","""FGDC""",1887,3,167,3
744431,"2015-03-01","""ISO""",82,1,,0
744433,"2015-07-01","""FGDC""",4,4,4,4
744436,"2008-08-01","""FGDC""",620,10,388,10
744443,"2008-11-01","""FGDC""",1887,3,167,3
744449,"2015-10-01","""FGDC""",2905,5,158,5
744457,"2014-10-01","""ISO""",,0,,0
744458,"2011-08-01","""FGDC""",615,10,380,10
744474,"","""ISO""",1,1,,0
744493,"2012-09-01","""FGDC""",,0,,0
744497,"","""ISO""",9,1,,0
744512,"","""ISO""",,0,,0
744515,"2009-05-01","""ISO""",,0,346,2
744526,"2014-07-01","""FGDC""",2001,18,2328,18
744546,"2010-04-01","""FGDC""",316,16,620,16
744560,"2014-12-01","""FGDC""",350,10,590,10
744562,"2010-10-01","""FGDC""",1900,20,792,20
744574,"2015-08-01","""ISO""",172,1,,0
744578,"2008-09-01","""FGDC""",246,36,246,36
744587,"2009-05-01","""FGDC""",360,10,1782,10
744599,"2015-06-01","""FGDC""",,0,,0
744608,"2013-11-01","""ISO""",18,1,,0
744624,"2011-03-01","""FGDC""",96,2,22,2
744630,"2014-09-01","""ISO""",24,2,,0
744641,"","""ISO""",417,1,,0
744646,"2015-08-01","""FGDC""",,0,,0
744663,"2009-10-01","""FGDC""",610,10,348,10
744665,"","""ISO""",,0,,0
744669,"2014-03-01","""ISO""",121,1,,0
744680,"2012-11-01","""ISO""",,0,,0
744687,"2009-02-01","""FGDC""",632,12,213,12
744688,"2012-02-01","""FGDC""",1425,5,21,5
744739,"","""ISO""",427,1,,0
744756,"2010-04-01","""FGDC""",316,16,620,16
744778,"2015-09-01","""FGDC""",68,8,8,8
744780,"2015-10-01","""FGDC""",2905,5,158,5
744797,"","""ISO""",66,1,,0
744800,"2014-05-01","""ISO""",33,1,,0
744829,"2012-09-01","""FGDC""",,0,,0
744847,"2008-07-01","""FGDC""",364,2,16,2
744849,"2004-05-01","""FGDC""",20,10,1358,10
744851,"2011-04-01","""ISO""",,0,194,2
744866,"","""ISO""",1,1,,0
744869,"2015-05-01","""ISO""",18,1,54,1
744877,"2008-02-01","""FGDC""",205,3,30,3
744897,"1983-05-01","""FGDC""",1905,3,167,3
744907,"2014-10-01","""ISO""",10,1,,0
744917,"2011-01-01","""FGDC""",2097,3,167,3
744924,"","""ISO""",,0,,0
744929,"2011-01-01","""ISO""",,0,11,1
744949,"2014-07-01","""FGDC""",344,4,305,4
744965,"","""ISO""",162,1,,0
744968,"2003-10-01","""FGDC""",436,8,38,8
744986,"2002-12-01","""ISO""",,0,690,2
744994,"2013-07-01","""FGDC""",,0,,0
744999,"2011-10-01","""FGDC""",620,10,532,10
745001,"2011-08-01","""FGDC""",38,2,38,2
745041,"2010-03-01","""ISO""",,0,86,2
745073,"2015-08-01","""ISO""",6,1,,0
745106,"2015-09-01","""ISO""",5,1,,0
745109,"2012-06-01","""ISO""",,0,44,2
745138,"","""ISO""",1,1,,0
745141,"2015-07-01","""FGDC""",12,8,8,8
745142,"2015-05-01","""ISO""",,0,2,2
745162,"2014-09-01","""ISO""",39,1,,0
745163,"2012-01-01","""ISO""",,0,14,2
745171,"2015-08-01","""FGDC""",4,4,4,4
745188,"2015-04-01","""ISO""",18,1,54,1
745189,"2007-11-01","""FGDC""",350,5,891,5
745191,"2005-01-01","""FGDC""",15,5,106,5
745210,"9999-01-01","""ISO""",,0,,0
745215,"2008-03-01","""ISO""",,0,86,2
745227,"2005-10-01","""FGDC""",225,5,89,5
745233,"2015-04-01","""ISO""",18,1,54,1
745273,"2007-10-01","""FGDC""",2115,3,167,3
745289,"","""ISO""",33,1,,0
745294,"2014-03-01","""ISO""",,0,2,2
745310,"2011-08-01","""FGDC""",,0,6,1
745313,"2010-09-01","""FGDC""",5,5,5,5
745350,"2014-05-01","""ISO""",23,1,,0
745371,"1996-12-01","""FGDC""",1887,3,167,3
745410,"2008-04-01","""ISO""",,0,80,2
745415,"2014-12-01","""FGDC""",345,10,580,10
745431,"2014-07-01","""ISO""",,0,2,2
745432,"2012-03-01","""FGDC""",2060,25,1200,25
745461,"1998-07-01","""FGDC""",650,15,1053,15
745463,"2013-06-01","""ISO""",41,1,22,1
745464,"2015-05-01","""ISO""",18,1,54,1
745475,"","""ISO""",10,1,,0
745501,"2003-07-01","""FGDC""",125,15,66,15
745506,"2015-09-01","""FGDC""",135,3,119,3
745517,"2015-08-01","""FGDC""",28,8,8,8
745520,"2012-10-01","""FGDC""",1528,8,164,8
745523,"2011-03-01","""ISO""",,0,190,2
745609,"","""ISO""",1,1,,0
745616,"2009-02-01","""FGDC""",565,15,441,15
745631,"2004-06-01","""FGDC""",1905,3,167,3
745636,"2014-06-01","""ISO""",41,1,22,1
745638,"","""ISO""",149,1,,0
745647,"2015-06-01","""ISO""",18,1,,0
745669,"","""ISO""",,0,,0
745671,"2010-06-01","""FGDC""",4620,40,2810,40
745705,"2011-04-01","""ISO""",,0,,0
745713,"2013-11-01","""ISO""",12,1,10,1
745730,"","""ISO""",6,1,,0
745757,"","""ISO""",,0,,0
745771,"2014-03-01","""ISO""",,0,2,2
745775,"2015-02-01","""FGDC""",,0,217,5
745790,"2008-09-01","""FGDC""",620,10,348,10
745810,"2015-10-01","""FGDC""",1887,3,167,3
745823,"2014-07-01","""FGDC""",1716,20,855,20
745827,"2015-01-01","""FGDC""",84,4,58,4
745836,"2015-07-01","""FGDC""",4,4,4,4
745840,"","""ISO""",35,1,,0
745849,"2014-12-01","""FGDC""",38,1,,0
745861,"2006-07-01","""ISO""",,0,,0
745866,"2012-09-01","""FGDC""",,0,,0
745890,"2003-10-01","""FGDC""",1415,5,130,5
745893,"2008-09-01","""ISO""",,0,20,2
745912,"2014-12-01","""FGDC""",528,6,124,6
745925,"2014-05-01","""ISO""",21,1,,0
745932,"2014-08-01","""ISO""",,0,,0
745936,"2014-09-01","""FGDC""",,0,,0
745982,"2011-07-01","""FGDC""",610,10,414,10
745996,"2009-09-01","""ISO""",,0,80,2
746008,"","""ISO""",1,1,,0
746011,"2013-10-01","""FGDC""",835,5,301,5
746021,"","""ISO""",,0,,0
746038,"2014-12-01","""ISO""",,0,8,1
746061,"2012-08-01","""FGDC""",112,4,201,4
746064,"2010-05-01","""FGDC""",123,3,307,3
746071,"2014-12-01","""FGDC""",72,6,29,6
746073,"2012-09-01","""ISO""",,0,,0
746075,"2014-12-01","""FGDC""",1145,10,892,10
746123,"2013-11-01","""FGDC""",1950,5,270,5
746133,"2003-10-01","""FGDC""",316,4,19,4
746189,"2012-04-01","""FGDC""",550,25,90,25
746197,"2014-06-01","""ISO""",41,1,22,1
746202,"2015-03-01","""ISO""",,0,,0
746213,"2014-02-01","""FGDC""",,0,,0
746217,"","""ISO""",1,1,,0
746224,"2014-12-01","""ISO""",,0,34,1
746318,"2013-06-01","""ISO""",,0,,0
746325,"2015-10-01","""FGDC""",2905,5,158,5
746351,"2015-03-01","""ISO""",41,1,22,1
746391,"2005-12-01","""FGDC""",1905,3,167,3
746418,"2011-09-01","""FGDC""",120,5,14,5
746435,"2011-01-01","""FGDC""",600,10,414,10
746446,"2014-09-01","""FGDC""",555,20,372,20
746447,"2015-08-01","""ISO""",16,1,,0
746464,"","""ISO""",,0,,0
746465,"","""ISO""",,0,,0
746492,"","""ISO""",71,1,,0
746506,"2003-10-01","""FGDC""",1265,5,98,5
746542,"2012-04-01","""ISO""",,0,,0
746550,"2014-09-01","""ISO""",74,1,,0
746559,"2015-08-01","""FGDC""",,0,125,1
746563,"2011-01-01","""FGDC""",16,8,196,8
746578,"2013-04-01","""FGDC""",1940,25,1105,25
746579,"2007-01-01","""ISO""",,0,176,2
746582,"2013-11-01","""ISO""",12,1,10,1
746589,"2014-11-01","""FGDC""",38,2,11,2
746592,"2015-07-01","""ISO""",,0,46,2
746603,"2014-03-01","""ISO""",121,1,,0
746610,"2008-10-01","""FGDC""",625,10,156,10
746626,"2014-08-01","""ISO""",121,1,,0
746631,"","""ISO""",111,1,,0
746664,"2012-09-01","""ISO""",,0,,0
746667,"2010-05-01","""FGDC""",2380,10,290,10
746670,"2015-07-01","""FGDC""",780,10,128,10
746697,"2008-08-01","""FGDC""",620,10,310,10
746705,"2012-09-01","""ISO""",,0,,0
746742,"2014-06-01","""FGDC""",,0,,0
746747,"2014-08-01","""FGDC""",1887,3,167,3
746773,"2015-08-01","""ISO""",16,1,,0
746779,"2014-03-01","""ISO""",,0,2,2
746788,"2012-06-01","""FGDC""",123,3,309,3
746795,"2004-12-01","""FGDC""",600,10,108,10
746822,"2012-09-01","""FGDC""",,0,,0
746839,"2010-08-01","""FGDC""",340,28,1085,28
746864,"2009-09-01","""FGDC""",,0,,0
746867,"2007-09-01","""FGDC""",879,3,148,3
746880,"2010-04-01","""FGDC""",316,16,620,16
746934,"2008-08-01","""FGDC""",144,4,471,4
746941,"2015-03-01","""FGDC""",310,5,77,5
746944,"","""ISO""",309,1,,0
746970,"2014-12-01","""FGDC""",534,6,155,6
746973,"2010-08-01","""FGDC""",68,6,123,6
746981,"","""ISO""",,0,,0
746986,"2012-08-01","""FGDC""",72,4,102,4
747008,"","""ISO""",64,1,,0
747012,"2011-07-01","""FGDC""",146,2,256,2
747024,"9999-01-01","""ISO""",,0,28,2
747034,"2012-09-01","""FGDC""",,0,,0
747074,"2015-08-01","""FGDC""",60,8,8,8
747081,"","""ISO""",,0,,0
747093,"2010-03-01","""FGDC""",3090,2,93,2
747110,"2011-07-01","""FGDC""",230,4,92,4
747166,"2006-04-01","""FGDC""",5940,4,2637,4
747174,"2015-09-01","""ISO""",,0,,0
747193,"2013-02-01","""FGDC""",1887,3,167,3
747199,"2014-03-01","""ISO""",,0,2,2
747203,"2012-09-01","""ISO""",,0,,0
747207,"2005-03-01","""FGDC""",16,2,44,2
747221,"2012-09-01","""FGDC""",,0,,0
747230,"2012-10-01","""FGDC""",18,9,105,9
747236,"2014-11-01","""ISO""",214,1,,0
747273,"2013-06-01","""FGDC""",191,2,,0
747294,"2012-09-01","""FGDC""",,0,,0
747306,"2015-04-01","""ISO""",18,1,54,1
747313,"2014-03-01","""ISO""",,0,94,2
747342,"2015-08-01","""ISO""",18,1,,0
747349,"2013-11-01","""FGDC""",225,3,89,3
747358,"2014-05-01","""FGDC""",,0,62,2
747366,"1981-11-01","""FGDC""",1887,3,167,3
747393,"2011-12-01","""FGDC""",3060,42,196,42
747400,"","""ISO""",,0,,0
747422,"2014-10-01","""ISO""",594,1,,0
747436,"2015-08-01","""ISO""",6,1,,0
747473,"2014-12-01","""ISO""",,0,74,2
747478,"","""ISO""",,0,,0
747483,"2014-04-01","""FGDC""",795,20,228,20
747487,"","""ISO""",,0,,0
747494,"1998-07-01","""FGDC""",650,15,1053,15
747519,"2005-02-01","""FGDC""",2904,56,1148,56
747570,"2012-09-01","""ISO""",,0,,0
747585,"2013-04-01","""FGDC""",2040,3,167,3
747604,"2015-10-01","""FGDC""",2905,5,158,5
747633,"2008-06-01","""FGDC""",2492,8,16,8
747635,"","""ISO""",1,1,,0
747644,"2015-08-01","""ISO""",7,1,,0
747666,"2014-09-01","""ISO""",65,1,,0
747721,"2012-06-01","""ISO""",,0,,0
747737,"2012-09-01","""FGDC""",,0,,0
747787,"","""ISO""",29,1,,0
747838,"2008-06-01","""ISO""",,0,190,2
747840,"2005-12-01","""FGDC""",1136,16,1040,16
747853,"2014-12-01","""ISO""",56,1,,0
747858,"2010-10-01","""FGDC""",1887,3,167,3
747861,"2015-10-01","""FGDC""",2905,5,158,5
747862,"2012-09-01","""ISO""",,0,4,2
747926,"2003-10-01","""FGDC""",272,24,510,24
747955,"2015-03-01","""FGDC""",18,9,72,9
747969,"2015-03-01","""FGDC""",117,3,104,3
747983,"2015-06-01","""FGDC""",1615,5,15,5
747993,"2015-05-01","""ISO""",18,1,54,1
747994,"2014-03-01","""ISO""",121,1,,0
748002,"2012-06-01","""FGDC""",369,9,705,9
748044,"2014-12-01","""ISO""",,0,342,2
748049,"2012-09-01","""FGDC""",,0,,0
748070,"2010-06-01","""FGDC""",6,3,,0
748084,"2015-10-01","""FGDC""",2905,5,158,5
748104,"2012-12-01","""ISO""",,0,,0
748110,"2008-10-01","""FGDC""",550,10,308,10
748115,"2015-04-01","""ISO""",,0,,0
748134,"2012-09-01","""ISO""",,0,,0
748145,"2012-10-01","""ISO""",,0,,0
748151,"2015-07-01","""FGDC""",135,3,119,3
748160,"","""ISO""",18,1,,0
748178,"2013-04-01","""ISO""",,0,48,1
748191,"2001-01-01","""ISO""",,0,34,2
748195,"1990-12-01","""FGDC""",1887,3,167,3
748198,"2014-03-01","""FGDC""",710,25,390,25
748223,"2015-09-01","""FGDC""",484,16,332,16
748227,"2014-03-01","""ISO""",121,1,,0
748269,"2008-06-01","""ISO""",,0,158,2
748281,"2012-11-01","""FGDC""",1920,20,356,20
748284,"","""ISO""",1,1,,0
748296,"2008-12-01","""FGDC""",1887,3,167,3
748308,"","""ISO""",1,1,,0
748331,"2011-10-01","""FGDC""",156,9,36,9
748335,"2015-05-01","""FGDC""",172,4,58,4
748349,"","""ISO""",12,1,,0
748368,"2006-05-01","""FGDC""",182,6,75,6
748371,"2015-05-01","""ISO""",18,1,54,1
748373,"9999-01-01","""ISO""",,0,,0
748407,"2014-12-01","""FGDC""",2166,24,2608,24
748409,"2012-09-01","""ISO""",,0,,0
748425,"1998-12-01","""FGDC""",1887,3,167,3
748446,"2003-10-01","""FGDC""",28,8,170,8
748447,"2014-09-01","""ISO""",65,1,,0
748449,"2010-04-01","""FGDC""",316,16,620,16
748451,"2013-06-01","""ISO""",12,1,10,1
748461,"2010-09-01","""FGDC""",1887,3,167,3
748464,"2015-06-01","""FGDC""",4,4,4,4
748474,"2012-09-01","""FGDC""",,0,,0
748477,"2015-06-01","""ISO""",279,2,,0
748493,"2015-09-01","""ISO""",103,1,,0
748602,"2010-02-01","""FGDC""",2232,8,760,8
748607,"2007-07-01","""FGDC""",260,4,13,4
748665,"2015-08-01","""ISO""",6,1,,0
748672,"2012-02-01","""FGDC""",,0,,0
748678,"2015-07-01","""FGDC""",51,3,216,3
748685,"2014-03-01","""ISO""",47,1,1,1
748716,"2008-05-01","""ISO""",,0,190,2
748732,"2015-09-01","""FGDC""",124,16,16,16
748743,"1995-11-01","""FGDC""",1887,3,167,3
748772,"2015-05-01","""ISO""",18,1,54,1
748777,"2014-05-01","""ISO""",160,1,,0
748778,"2014-11-01","""FGDC""",38,2,11,2
748838,"","""ISO""",,0,,0
748846,"2015-05-01","""ISO""",18,1,54,1
748873,"2010-10-01","""ISO""",,0,48,2
748878,"2015-01-01","""FGDC""",532,4,58,4
748879,"","""ISO""",29,1,,0
748887,"2008-11-01","""FGDC""",1887,3,167,3
748891,"2015-10-01","""FGDC""",2905,5,158,5
748897,"2015-10-01","""FGDC""",2905,5,158,5
748908,"","""ISO""",1,1,,0
748910,"","""ISO""",68,1,,0
748917,"2005-04-01","""FGDC""",1905,3,167,3
748921,"2010-10-01","""FGDC""",1887,3,167,3
